Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TEST,110,39820.7678,1.3271,38787.6084,1.2927,78608.3762,2.6198,3540.5237,0.9218,20295.3654,5.2839,23835.8891,6.2056,3.0267,32750,28826,0,3841,0,83,0,8116,7075,16248,13688,8386,8063,88.01832061068703,751444.7559999414,326596.0039999991,751444.7559999414,144089.6500000438,0.0,0.0,11.047459889981184,36.9983,51.6886,52.174,35.856,376.583,3.2746,2.267,2.267,4.6137,1.1534,369.7022,3.3609,0,0,0,-1.0,[],[]
ALL,TEST,120,44959.9891,1.4017,40810.1172,1.2723,85770.1064,2.674,5247.5621,1.0889,29194.324,6.0582,34441.8861,7.1471,3.2582,35700,30796,0,4819,0,85,0,8114,6858,16105,12941,11481,10997,86.26330532212886,826712.2599999246,369493.95600000024,826712.2599999246,158340.40000000354,0.0,0.0,12.293760155227003,44.4468,52.7567,53.9504,43.8034,412.4427,3.2995,2.357,2.357,4.8708,1.2177,405.215,3.3768,0,0,0,-1.0,[],[]
ALL,TEST,130,48792.7805,1.4091,41905.8629,1.2102,90698.6434,2.6192,5983.218,1.1113,34739.3041,6.4523,40722.5221,7.5636,3.2845,38750,33285,0,5384,0,81,0,8309,6971,16438,12851,14003,13463,85.89677419354838,886686.9159999097,401316.2480000008,886686.9159999097,167060.64999997907,0.0,0.0,12.688208169671427,48.054,54.8544,56.8483,47.5158,435.7951,3.2281,2.407,2.407,5.0548,1.2637,428.3333,3.2949,0,0,0,-1.0,[],[]
ALL,TEST,140,53207.1305,1.4691,48465.9115,1.3382,101673.042,2.8073,7914.8956,1.1689,52096.2789,7.694,60011.1745,8.863,3.7611,41700,34805,0,6771,0,124,0,8614,6761,16963,12666,16123,15378,83.4652278177458,996712.9879999098,458039.70399999956,996712.9879999098,180867.7499999426,0.0,0.0,12.933068489734092,52.1671,58.3898,60.7199,51.6858,472.6834,3.2599,2.5747,2.5747,5.4205,1.3551,464.6882,3.3192,0,0,0,-1.0,[],[]
ALL,TEST,150,58587.6902,1.5423,54059.4188,1.4231,112647.1089,2.9653,9835.8136,1.1948,66483.1095,8.0762,76318.9231,9.271,4.0884,44650,36298,0,8232,0,120,0,9371,7208,18272,12969,17007,16121,81.29451287793952,1066159.995999886,488711.76399999944,1066159.995999886,196728.04999990144,0.0,0.0,13.083534168111397,58.492,59.7843,62.0062,58.3214,505.9288,3.2641,2.618,2.618,5.5047,1.3762,497.8061,3.3187,0,0,0,-1.0,[],[]
ALL,TEST,160,65196.5929,1.6109,54279.3002,1.3411,119475.8931,2.952,10596.5845,1.2335,72776.6835,8.4713,83373.268,9.7047,4.1344,47600,38823,0,8591,0,186,0,9090,6778,17933,12541,20577,19504,81.5609243697479,1167511.6319999055,544424.743999997,1167511.6319999055,209751.14999986903,0.0,0.0,13.681377203790051,65.1794,61.5479,63.6322,65.2817,539.2172,3.268,2.7129,2.7129,5.6689,1.4172,530.8355,3.3177,0,0,0,-1.0,[],[]
ALL,TEST,170,68675.6697,1.6029,57097.6628,1.3327,125773.3325,2.9356,12198.9559,1.2958,83700.1779,8.891,95899.1338,10.1869,4.2419,50650,41071,0,9414,0,165,0,9565,7037,18855,12926,22230,21108,81.08785784797631,1222211.1639998946,566453.0200000005,1222211.1639998946,217918.44999984218,0.0,0.0,13.523641081312283,65.9892,60.3156,63.3159,66.1497,557.0004,3.1829,2.6821,2.6821,5.7099,1.4275,548.6085,3.2271,0,0,0,-1.0,[],[]
ALL,TEST,180,73882.3557,1.6413,61874.6374,1.3746,135756.9931,3.0159,13121.5504,1.2819,98803.2398,9.6525,111924.7902,10.9344,4.4829,53600,43166,0,10236,0,198,0,9413,6729,19159,12662,25028,23775,80.53358208955224,1344306.795999889,640850.8119999964,1344306.795999889,232960.64999980156,0.0,0.0,13.795368169748453,67.2882,63.5892,66.8434,67.339,595.9528,3.2214,2.8494,2.8494,6.0313,1.5078,587.0721,3.2615,0,0,0,-1.0,[],[]
ALL,TEST,190,79584.7419,1.7084,63347.7103,1.3599,142932.4523,3.0683,15289.6244,1.3056,117655.3808,10.0466,132945.0052,11.3521,4.7324,56550,44632,0,11711,0,207,0,9805,6639,20392,13071,26353,24922,78.92484526967286,1425457.7119998934,675809.7360000015,1425457.7119998934,246843.74999977153,0.0,0.0,13.778044920926321,71.647,63.3458,65.6289,71.9309,624.6585,3.2034,2.8755,2.8755,5.9702,1.4925,615.8129,3.2411,0,0,0,-1.0,[],[]
ALL,TEST,200,84879.6973,1.7353,67264.1757,1.3752,152143.873,3.1105,16710.6389,1.3402,131380.3177,10.5366,148090.9566,11.8767,4.8913,59500,46765,0,12469,0,266,0,9904,6562,20310,12581,29286,27622,78.59663865546219,1510146.4479998855,723279.6480000004,1510146.4479998855,261697.2999997375,0.0,0.0,13.99834172699738,73.8619,67.4008,70.2848,74.035,662.4424,3.2314,2.9704,2.9704,6.2282,1.557,653.2438,3.2662,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,10,3423.4873,1.1366,177.2101,0.0588,3600.6974,1.1955,528.1827,10.1574,919.8308,17.6891,1448.0135,27.8464,1.6478,3050,2998,0,52,0,0,0,886,881,741,735,1423,1382,98.29508196721312,6228.407999999948,3194.5839999999807,6228.407999999948,7229.900000000337,0.0,0.0,24.972873885387312,25.9964,6.6931,1.2374,45.7195,20.716,1.3811,0.2945,0.2945,0.0961,0.024,20.3254,2.0325,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,20,6232.7726,1.0534,461.0422,0.0779,6693.8147,1.1313,633.5321,2.933,627.0508,2.903,1260.5829,5.836,1.297,6000,5782,0,216,0,2,0,1667,1599,1024,970,3309,3213,96.36666666666666,34948.18000000044,18975.160000000003,34948.18000000044,22457.799999998486,0.0,0.0,19.716068428364668,31.4725,19.8642,3.2702,41.8407,60.9788,2.4392,0.9111,0.9111,0.283,0.0708,59.7846,2.9892,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,30,12521.8982,1.4562,1462.8454,0.1701,13984.7436,1.6263,4235.2278,8.992,3060.4875,6.4979,7295.7153,15.4898,2.3462,8950,8473,0,471,0,6,0,2549,2436,2362,2216,4039,3821,94.67039106145252,82238.02400000313,42598.04800000003,82238.02400000313,33449.449999996454,0.0,0.0,17.51286554911574,48.7201,26.2729,6.7596,59.2917,96.0252,2.7436,1.2168,1.2168,0.578,0.1445,94.2303,3.141,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,40,16547.4065,1.4164,2241.662,0.1919,18789.0685,1.6082,2610.1139,6.4607,1534.2512,3.7977,4144.3651,10.2583,1.8974,11900,11489,0,404,0,7,0,2630,2482,3382,3275,5888,5732,96.54621848739495,126013.68400000372,60661.375999999975,126013.68400000372,50247.65000000331,0.0,0.0,17.61532003855107,47.0954,33.1595,12.6463,53.4176,137.9856,3.0663,1.5295,1.5295,1.1103,0.2776,135.3458,3.3836,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,50,23945.3377,1.6407,3068.3235,0.2102,27013.6613,1.8509,5092.743,8.0709,5507.4422,8.7281,10600.1852,16.799,2.4704,14950,14311,0,631,0,8,0,3061,2911,4490,4354,7399,7046,95.72575250836121,168284.93199999674,81786.78800000028,168284.93199999674,55097.000000007414,0.0,0.0,17.92049603564371,53.2166,33.9703,14.3174,59.0447,156.3577,2.8429,1.5817,1.5817,1.2672,0.3168,153.5088,3.0702,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,60,28657.6915,1.6553,4187.8069,0.2419,32845.4984,1.8972,9613.9411,11.6251,65448.3497,79.1395,75062.2908,90.7646,5.9486,17900,17042,0,827,0,31,0,3221,3016,5253,5116,9426,8910,95.20670391061452,203569.483999994,96538.29199999971,203569.483999994,69206.90000001463,0.0,0.0,17.70753403196267,37.5425,17.6139,9.9891,41.1576,193.2944,2.9738,1.6481,1.6481,1.8091,0.4523,189.8371,3.164,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,70,36281.8441,1.8256,5592.4221,0.2814,41874.2662,2.107,12924.7423,9.8738,11762.0308,8.9855,24686.7731,18.8593,3.1422,20850,19491,0,1309,0,50,0,3596,3302,6547,6336,10707,9853,93.4820143884892,252819.08399998368,118254.14799999975,252819.08399998368,79062.1500000229,0.0,0.0,18.61094555148818,61.3637,35.197,23.5627,65.5868,220.3272,2.9377,1.6458,1.6458,2.1479,0.537,216.5334,3.0933,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,80,41464.7277,1.8112,8788.6146,0.3839,50253.3423,2.195,10286.8221,7.6086,9458.8694,6.9962,19745.6915,14.6048,2.887,23800,22416,0,1352,0,32,0,4132,3748,7466,7158,12202,11510,94.18487394957984,320708.63599997864,145996.49600000025,320708.63599997864,94191.50000003086,0.0,0.0,17.50851348398787,63.2284,39.1507,32.2024,66.3155,265.5497,3.1241,1.7954,1.7954,2.9338,0.7335,260.8205,3.2603,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,90,46678.1064,1.7987,10495.7721,0.4044,57173.8785,2.2031,8417.7839,6.1309,8971.5213,6.5342,17389.3053,12.6652,2.7289,26850,25428,0,1373,0,49,0,4334,3872,7457,7151,15059,14405,94.70391061452514,379746.3919999645,176783.41200000062,379746.3919999645,102337.35000003829,0.0,0.0,19.606342347093985,61.2006,41.5398,32.07,63.7226,286.3598,3.0143,1.9458,1.9458,2.9801,0.745,281.4339,3.127,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,100,54075.1215,1.9049,13678.3603,0.4819,67753.4817,2.3868,11588.83,5.8946,16900.1885,8.5962,28489.0185,14.4909,3.1708,29800,27811,0,1966,0,23,0,4495,3884,7828,7347,17477,16580,93.3255033557047,413475.9999999582,191001.24400000027,413475.9999999582,115319.5500000453,0.0,0.0,20.381819659092557,64.7468,42.316,37.3387,66.9479,321.9061,3.0658,1.9404,1.9404,3.4388,0.8597,316.5269,3.1653,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,110,54518.1905,1.7654,18481.2532,0.5984,72999.4437,2.3638,14498.2786,6.0059,35903.9298,14.8732,50402.2083,20.8791,3.7062,32750,30294,0,2414,0,42,0,4733,3919,7545,6884,20472,19491,92.50076335877863,473501.1559999497,225849.38399999976,473501.1559999497,129127.60000004868,0.0,0.0,20.363170726887287,66.0976,46.7253,41.9335,67.8557,363.7755,3.1633,2.1826,2.1826,3.9681,0.992,357.6248,3.2511,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,120,59588.0159,1.7917,23477.1679,0.7059,83065.1837,2.4976,18677.7034,6.0192,56701.2081,18.273,75378.9116,24.2923,4.3575,35700,32531,0,3103,0,66,0,4995,3865,8174,7341,22531,21325,91.12324929971989,558603.9199999315,279581.8679999998,558603.9199999315,140713.55000003264,0.0,0.0,21.442433265520815,71.8315,55.2895,40.2111,73.8179,392.0809,3.1366,2.6057,2.6057,3.7465,0.9366,385.7288,3.2144,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,130,62776.0602,1.7452,22694.3596,0.6309,85470.4198,2.3762,21187.1237,6.1483,72559.5362,21.0562,93746.6599,27.2045,4.5468,38750,35255,0,3446,0,49,0,5226,3992,8873,7976,24651,23287,90.98064516129033,657788.1159999239,328693.4960000007,657788.1159999239,146139.50000002637,0.0,0.0,20.210615373180644,64.8249,55.1932,43.1294,66.061,416.935,3.0884,2.6788,2.6788,4.1611,1.0403,410.0951,3.1546,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,140,67366.6651,1.7431,27296.2897,0.7063,94662.9548,2.4494,26114.0608,6.7952,134567.4859,35.0163,160681.5467,41.8115,6.0095,41700,37790,0,3843,0,67,0,5513,4284,9649,8614,26538,24892,90.62350119904077,752566.7039999034,372552.97200000077,752566.7039999034,155582.25000001225,0.0,0.0,19.5104980860247,51.5263,37.4761,28.2319,52.8028,447.1421,3.0837,2.8277,2.8277,4.1979,1.0495,440.1165,3.1437,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,150,79545.7082,1.957,31309.2685,0.7703,110854.9767,2.7273,27466.9172,5.6668,96724.934,19.9556,124191.8512,25.6224,5.1667,44650,39727,0,4847,0,76,0,6301,4274,8916,7795,29433,27658,88.97424412094065,792292.8559998798,416684.816000001,792292.8559998798,165730.84999998665,0.0,0.0,20.298768812093353,75.6482,61.9561,45.6201,77.1349,476.8249,3.0763,2.9131,2.9131,4.2939,1.0735,469.6179,3.1308,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,160,85063.0283,1.9859,38690.4735,0.9033,123753.5019,2.8892,26213.5008,4.6843,97462.7553,17.4165,123676.256,22.1008,5.1091,47600,41908,0,5596,0,96,0,6645,4125,9725,8262,31230,29521,88.04201680672269,909407.7439998649,482044.5119999984,909407.7439998649,182096.49999995434,0.0,0.0,20.514362734753743,71.5906,61.6529,45.4021,72.7853,515.0658,3.1216,3.1562,3.1562,4.6368,1.1592,507.2728,3.1705,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,170,79204.8119,1.7635,34347.0998,0.7647,113551.9117,2.5283,53646.0677,8.0695,237268.7062,35.6902,290914.7739,43.7597,7.8444,50650,43914,0,6648,0,88,0,6867,4335,10324,8964,33459,30615,86.70088845014807,878662.8119998755,464074.9679999996,878662.8119998755,167878.14999998928,0.0,0.0,19.704700121646397,73.6726,62.4354,46.7981,74.8367,510.4457,2.9168,2.9038,2.9038,4.3594,1.0899,503.1825,2.9599,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,180,80795.2009,1.8326,34515.4863,0.7829,115310.6872,2.6155,55382.5693,5.2977,374452.9561,35.8191,429835.5254,41.1168,9.9952,53600,43046,0,10454,0,100,0,9012,3454,10357,8447,34231,31145,80.30970149253731,939331.1159998548,590670.0919999979,939331.1159998548,181175.1499999538,0.0,0.0,20.483557192885716,68.6055,57.4505,40.8664,69.7361,552.1111,2.9844,3.256,3.256,4.7401,1.185,544.115,3.0229,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,190,70950.052,1.6133,29653.2148,0.6743,100603.2668,2.2876,65085.8641,4.7759,903029.8583,66.2628,968115.7224,71.0387,18.5522,56550,42848,0,13628,0,74,0,11058,2724,10964,8895,34528,31229,75.77011494252874,1114780.8559999433,834859.3880000028,1114780.8559999433,181016.34999996776,0.0,0.0,19.777600243832293,54.2179,60.892,34.6665,54.8454,586.0096,3.0052,4.0814,4.0814,4.7177,1.1794,577.2105,3.038,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,93887.9893,1.8654,49000.8099,0.9736,142888.7992,2.839,61933.0247,5.8883,324589.3584,30.8604,386522.3832,36.7487,8.7004,59500,48896,0,10518,0,86,0,8115,3915,11881,9186,39504,35795,82.17815126050421,1169544.2919998867,652839.2360000011,1169544.2919998867,202117.9999999231,0.0,0.0,20.443918655282257,63.8059,55.1707,41.1389,64.6334,618.0585,3.0149,3.5311,3.5311,5.2464,1.3116,609.281,3.0464,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,10,3032.9903,1.0086,202.5706,0.0674,3235.5609,1.076,266.5903,3.6026,165.0305,2.2301,431.6208,5.8327,1.1903,3050,2973,0,74,0,3,0,650,631,950,936,1450,1406,97.47540983606558,5534.551999999965,2235.419999999997,5534.551999999965,7804.900000000309,0.0,0.0,22.58973284832652,23.6501,5.4423,2.4045,40.8484,21.8136,1.4542,0.2414,0.2414,0.2019,0.0505,21.3703,2.137,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,20,7798.8444,1.3218,444.1603,0.0753,8243.0047,1.3971,2555.374,17.5026,2832.3713,19.3998,5387.7453,36.9024,2.2545,6000,5843,0,146,0,11,0,1520,1502,2411,2391,2069,1950,97.38333333333334,37880.03200000046,19163.30399999999,37880.03200000046,19610.999999998076,0.0,0.0,13.06781324154925,43.9352,17.9212,3.3441,59.6334,56.3504,2.254,0.8248,0.8248,0.2538,0.0635,55.2717,2.7636,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,30,12141.0214,1.3826,862.0716,0.0982,13003.093,1.4808,2588.279,8.4309,4091.9821,13.3289,6680.261,21.7598,2.1659,8950,8631,0,307,0,12,0,1799,1736,1941,1884,5210,5011,96.43575418994413,68758.94800000174,33117.00400000002,68758.94800000174,36990.499999998756,0.0,0.0,23.318236852152836,35.2312,19.1995,7.6291,42.2556,102.2387,2.9211,1.1351,1.1351,0.8769,0.2192,100.2267,3.3409,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,40,17858.4859,1.534,1285.1991,0.1104,19143.685,1.6444,4033.1521,8.2309,3014.8141,6.1527,7047.9663,14.3836,2.1589,11900,11399,0,490,0,11,0,2168,2029,2981,2847,6751,6523,95.78991596638656,91515.11600000445,39423.97199999999,91515.11600000445,50084.500000002525,0.0,0.0,20.208132324727536,51.6721,22.7707,17.0699,58.6434,138.7985,3.0844,1.0614,1.0614,1.6045,0.4011,136.1326,3.4033,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,50,23346.9081,1.5896,2442.9669,0.1663,25789.8751,1.756,4038.5006,7.8723,4722.4302,9.2055,8760.9308,17.0778,2.2731,14950,14426,0,513,0,11,0,2530,2390,3399,3277,9021,8759,96.49498327759197,150980.60000000423,71262.508,150980.60000000423,57313.900000006935,0.0,0.0,21.066502166225714,54.7662,32.2743,15.0796,60.8075,160.1872,2.9125,1.5127,1.5127,1.3667,0.3417,157.3078,3.1462,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,60,30259.9912,1.727,3116.5403,0.1779,33376.5316,1.9048,4896.6138,7.2758,4035.4018,5.9961,8932.0156,13.2719,2.3253,17900,17201,0,673,0,26,0,2605,2440,6334,6174,8961,8587,96.09497206703911,204263.21199999435,94317.29199999991,204263.21199999435,70221.80000001306,0.0,0.0,17.89515288538992,59.9128,34.4338,19.6013,65.0996,191.1461,2.9407,1.6217,1.6217,1.7219,0.4305,187.8024,3.13,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,70,35242.4959,1.7374,4620.1141,0.2278,39862.61,1.9651,5839.5707,6.554,5766.778,6.4723,11606.3487,13.0262,2.4305,20850,19915,0,891,0,44,0,2965,2746,5934,5700,11951,11469,95.51558752997602,246127.63199998884,110901.35199999994,246127.63199998884,82540.85000002244,0.0,0.0,18.824698334469343,61.9802,34.405,25.4347,66.1173,228.4915,3.0466,1.6015,1.6015,2.3049,0.5762,224.5851,3.2084,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,80,42024.3738,1.8105,6325.438,0.2725,48349.8118,2.0831,6628.6272,6.7364,3571.5652,3.6296,10200.1924,10.366,2.4199,23800,22779,0,984,0,37,0,3169,2920,7183,6966,13448,12893,95.71008403361344,282095.15599998855,122970.16799999999,282095.15599998855,100466.55000002666,0.0,0.0,18.49476721780582,68.4197,36.8638,29.3407,72.3337,266.9708,3.1408,1.7173,1.7173,2.6754,0.6688,262.5782,3.2822,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,90,45601.24,1.7775,9689.9094,0.3777,55291.1494,2.1553,10306.0703,5.7447,10499.6337,5.8526,20805.704,11.5974,2.7724,26850,25002,0,1794,0,54,0,3962,3511,7351,6899,15537,14592,93.11731843575419,370093.22799997486,166737.95599999986,370093.22799997486,102887.35000003933,0.0,0.0,18.392135168163506,63.1202,40.9798,33.9671,65.6898,287.9475,3.031,1.9029,1.9029,3.148,0.787,282.8965,3.1433,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,100,54671.2138,1.9149,11824.5558,0.4142,66495.7697,2.3291,12558.1027,6.8849,11421.7249,6.2619,23979.8277,13.1468,2.9787,29800,27902,0,1824,0,74,0,4335,3849,8024,7548,17441,16505,93.63087248322148,411262.7039999615,188013.87600000016,411262.7039999615,113818.20000004736,0.0,0.0,19.34694954311347,73.153,41.2452,33.3595,76.3377,315.591,3.0056,1.8894,1.8894,3.0233,0.7558,310.6782,3.1068,0,0,0,-1.0,[],[]
