Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_EMPTY,150,86496.1401,2.0589,25702.7527,0.6118,112198.8928,2.6707,15812.6573,4.4846,27963.5509,7.9307,43776.2082,12.4153,3.4252,44650,41030,0,3526,0,94,0,5384,4184,8012,7011,31254,29835,91.89249720044793,736408.0079999057,367607.3519999993,736408.0079999057,176573.49999997046,0.0,0.0,20.94169730840071,78.8423,55.0703,41.941,80.7464,476.9467,3.0771,2.5903,2.5903,3.9553,0.9888,470.4012,3.136,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,160,93598.2727,2.1066,27220.5022,0.6126,120818.7749,2.7192,16127.8455,4.0696,51735.5025,13.0546,67863.348,17.1242,3.8989,47600,43558,0,3963,0,79,0,5299,3632,7894,6837,34407,33089,91.50840336134453,775599.2239998906,399884.65599999944,775599.2239998906,188220.099999948,0.0,0.0,21.493451496391913,82.1915,57.6476,43.479,84.0602,512.7312,3.1075,2.7581,2.7581,4.1746,1.0436,505.7985,3.1612,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,170,97111.1497,2.0735,31358.8441,0.6696,128469.9937,2.7431,22536.7089,4.7396,38145.6055,8.0222,60682.3145,12.7618,3.6665,50650,45779,0,4755,0,116,0,5887,4036,8508,7307,36255,34436,90.38302073050346,921204.9319998774,480520.26399999956,921204.9319998774,197182.14999993524,0.0,0.0,22.496129172258232,83.7358,64.816,45.9899,85.4015,533.8982,3.0508,3.097,3.097,4.3858,1.0965,526.4154,3.0966,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,180,101664.6943,2.0787,38416.4384,0.7855,140081.1327,2.8642,20565.545,3.6023,63782.2912,11.1722,84347.8362,14.7745,4.1092,53600,47725,0,5709,0,166,0,6498,4144,10495,8747,36607,34834,89.03917910447761,981984.6999998542,506500.1440000006,981984.6999998542,207693.19999991267,0.0,0.0,20.538471090133587,84.9368,62.2594,50.3525,86.4277,568.3164,3.072,2.9908,2.9908,4.8392,1.2098,560.4864,3.1138,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,190,102740.1432,1.9823,32390.7515,0.625,135130.8947,2.6072,27971.2833,4.7449,67485.0505,11.4478,95456.3338,16.1928,3.9947,56550,50534,0,5895,0,121,0,6476,4461,9797,8050,40277,38023,89.36162687886826,940205.1719998715,475297.7080000014,940205.1719998715,220617.99999990384,0.0,0.0,20.798897837490685,84.0715,52.284,45.4347,85.706,595.8992,3.0559,2.7391,2.7391,4.839,1.2097,588.3212,3.0964,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,200,118152.5852,2.1756,40391.8214,0.7438,158544.4066,2.9194,25461.1213,4.0147,62996.05,9.9332,88457.1713,13.9478,4.0726,59500,53013,0,6342,0,145,0,6923,4272,10266,8563,42311,40178,89.09747899159665,1154213.7479998872,621620.9199999989,1154213.7479998872,232383.09999987032,0.0,0.0,21.276073991413483,88.4054,70.5958,47.4472,89.9191,625.972,3.0535,3.3554,3.3554,4.4601,1.115,618.1565,3.0908,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,10,2956.8818,0.9711,225.4,0.074,3182.2818,1.0451,54.0302,1.8631,2,0.069,56.0302,1.9321,1.0535,3050,3019,0,29,0,2,0,1127,1117,697,686,1226,1216,98.98360655737704,5430.531999999939,2162.2479999999823,5430.531999999939,7519.350000000422,0.0,0.0,20.37281377309882,19.9821,4.2444,2.9322,33.9716,21.4883,1.4326,0.1697,0.1697,0.2599,0.065,21.0586,2.1059,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,20,8124.5725,1.3573,794.5286,0.1327,8919.1011,1.49,265.5543,4.5009,7.322,0.1241,272.8764,4.625,1.5206,6000,5937,0,59,0,4,0,2475,2453,1492,1470,2033,2014,98.95,35475.70400000049,18205.791999999994,35475.70400000049,21234.79999999738,0.0,0.0,15.72190723179444,30.8398,13.3102,6.6867,40.3516,58.9833,2.3593,0.5731,0.5731,0.6039,0.151,57.8063,2.8903,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,30,12466.8539,1.4061,690.8338,0.0779,13157.6877,1.4841,613.6372,3.196,18.4702,0.0962,632.1074,3.2922,1.5224,8950,8752,0,192,0,6,0,1508,1470,2894,2817,4548,4465,97.7877094972067,60977.46800000159,24914.83199999998,60977.46800000159,37432.249999998865,0.0,0.0,19.129512874101835,36.6484,18.7098,12.7985,42.9449,102.1673,2.9191,0.8632,0.8632,1.1407,0.2852,100.1633,3.3388,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,40,20061.0947,1.6966,1683.2847,0.1424,21744.3793,1.839,1028.4335,4.8511,233.8472,1.1031,1262.2807,5.9542,1.9115,11900,11679,0,212,0,9,0,2344,2291,5188,5098,4368,4290,98.14285714285714,108379.95200000214,44283.16400000019,108379.95200000214,49996.900000006084,0.0,0.0,13.468300114595383,42.3825,22.1774,19.5863,47.0237,137.2379,3.0497,1.0105,1.0105,1.7469,0.4367,134.4806,3.362,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,50,23336.0376,1.5847,2333.0139,0.1584,25669.0515,1.7431,1911.4569,3.9089,770.0771,1.5748,2681.534,5.4837,1.8633,14950,14442,0,489,0,19,0,2942,2852,4519,4355,7489,7235,96.60200668896321,134491.21600000662,58346.067999999854,134491.21600000662,57763.650000008536,0.0,0.0,16.909834644876746,47.2236,24.8951,21.5607,51.3897,161.5003,2.9364,1.1198,1.1198,1.9449,0.4862,158.4356,3.1687,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,60,31265.4185,1.7969,2789.1778,0.1603,34054.5962,1.9572,6337.1607,8.7894,5354.9991,7.4272,11692.1598,16.2166,2.5245,17900,17151,0,721,0,28,0,3540,3370,5915,5746,8445,8035,95.81564245810056,167645.54799999465,73860.752,167645.54799999465,69218.75000001726,0.0,0.0,16.907909368250742,58.4084,24.0399,21.2209,63.495,189.8076,2.9201,1.1914,1.1914,2.1297,0.5324,186.4866,3.1081,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,70,35479.0298,1.7388,4445.9148,0.2179,39924.9446,1.9567,3125.7305,4.1455,1877.086,2.4895,5002.8165,6.635,2.1234,20850,20081,0,754,0,15,0,2929,2700,5304,5130,12617,12251,96.31175059952038,230035.81599998675,102285.11199999982,230035.81599998675,86370.35000002553,0.0,0.0,21.308721987541045,59.7264,32.8784,29.9181,63.2045,236.6766,3.1557,1.4991,1.4991,2.7469,0.6867,232.4306,3.3204,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,80,41138.8163,1.7743,7776.1225,0.3354,48914.9389,2.1097,3331.918,3.1854,2577.0764,2.4637,5908.9944,5.6491,2.2625,23800,22713,0,1046,0,41,0,4870,4492,6588,6236,12342,11985,95.4327731092437,301333.10399998416,136348.32800000004,301333.10399998416,99912.85000003384,0.0,0.0,16.77743321320491,61.3214,35.8933,36.389,63.9289,273.5328,3.218,1.6043,1.6043,3.3711,0.8428,268.5574,3.357,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,90,42405.8988,1.6381,11585.089,0.4475,53990.9878,2.0856,5177.5857,3.3512,8149.0204,5.2744,13326.6061,8.6256,2.454,26850,25288,0,1545,0,17,0,4008,3650,7339,6904,15503,14734,94.18249534450652,338950.65199995926,148717.8280000002,338950.65199995926,109023.55000003861,0.0,0.0,19.33371090206179,59.2095,38.2872,40.1179,61.0111,299.4438,3.152,1.7206,1.7206,3.6775,0.9194,294.0458,3.2672,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,100,52485.7698,1.8326,12799.3924,0.4469,65285.1622,2.2795,6658.3029,3.8734,8466.6789,4.9254,15124.9817,8.7987,2.6486,29800,28043,0,1719,0,38,0,4144,3529,7772,7249,17884,17265,94.10402684563758,409487.81999996054,187824.29999999993,409487.81999996054,118302.65000004752,0.0,0.0,18.91463557161154,65.4494,40.4542,41.5021,67.4624,331.4616,3.1568,1.8525,1.8525,3.8537,0.9634,325.7554,3.2576,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,110,57910.7667,1.8306,13549.6082,0.4283,71460.3749,2.259,5581.3285,3.1784,5151.9437,2.9339,10733.2722,6.1123,2.4616,32750,30960,0,1756,0,34,0,3825,3348,6102,5663,22823,21949,94.53435114503817,439136.24399995356,203750.11999999976,439136.24399995356,138260.35000003583,0.0,0.0,21.965349388394724,73.0278,43.6433,43.2415,75.2783,371.3671,3.2293,1.9894,1.9894,4.0167,1.0042,365.361,3.3215,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,120,65999.6998,1.9191,14343.1566,0.4171,80342.8563,2.3362,7468.2942,3.9557,9694.9021,5.135,17163.1964,9.0907,2.6877,35700,33768,0,1888,0,44,0,4998,4370,7455,6736,23247,22662,94.58823529411765,490985.26399995195,228134.992,490985.26399995195,148387.15000001903,0.0,0.0,20.54633144616114,79.8519,43.9509,42.5113,82.425,395.2966,3.1624,1.9958,1.9958,3.9463,0.9866,389.3545,3.2446,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,130,69949.6024,1.8917,17718.231,0.4792,87667.8334,2.3709,9057.4622,3.6924,12322.4116,5.0234,21379.8737,8.7158,2.7656,38750,36222,0,2453,0,75,0,5173,4300,7677,6865,25900,25057,93.47612903225806,595809.5079999118,290757.93599999987,595809.5079999118,157117.4000000093,0.0,0.0,21.39940212812171,79.8971,51.3666,42.5567,82.1778,418.0991,3.097,2.3667,2.3667,3.9193,0.9798,411.813,3.1678,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,140,82336.8093,2.0628,21023.2894,0.5267,103360.0986,2.5894,8896.9084,3.6871,17052.0695,7.0668,25948.9779,10.7538,3.0549,41700,39202,0,2413,0,85,0,4094,3362,7912,6998,29694,28842,94.00959232613909,641274.6959999016,305617.2360000003,641274.6959999016,170520.69999998013,0.0,0.0,22.356472940869818,78.371,49.3588,41.7637,80.4596,448.2608,3.0915,2.4162,2.4162,4.0297,1.0074,441.815,3.1558,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,150,83438.4693,1.9765,26876.8757,0.6367,110315.345,2.6131,11274.8588,3.5511,25227.7212,7.9457,36502.5799,11.4969,3.2345,44650,41352,0,3175,0,123,0,4772,3676,8930,7833,30948,29843,92.61366181410975,821101.679999884,409672.12800000166,821101.679999884,180897.64999996117,0.0,0.0,20.61987366014021,83.58,60.1683,46.957,85.4678,490.0284,3.1615,2.8192,2.8192,4.325,1.0813,482.8842,3.2192,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,160,96342.2955,2.1258,25856.3614,0.5705,122198.6569,2.6964,10503.4134,3.4676,24906.2919,8.2226,35409.7053,11.6902,3.2598,47600,44477,0,3029,0,94,0,4702,3636,8884,7784,34014,33057,93.4390756302521,870057.315999885,437948.7440000014,870057.315999885,192724.84999992498,0.0,0.0,21.114278307341298,79.4908,59.5011,47,81.0529,517.3202,3.1353,2.8337,2.8337,4.4057,1.1014,510.0808,3.188,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,170,99172.4691,2.0824,30967.043,0.6502,130139.5122,2.7326,13450.0643,3.4981,36975.1033,9.6164,50425.1677,13.1145,3.5082,50650,46720,0,3845,0,85,0,5571,3936,9220,8091,35859,34693,92.24086870681145,968878.3519998654,499923.6240000011,968878.3519998654,199594.44999991098,0.0,0.0,20.844677257476956,83.9928,62.6038,46.6199,85.6681,537.639,3.0722,3.0154,3.0154,4.4414,1.1104,530.1821,3.1187,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,180,99832.0498,2.0145,32988.7313,0.6657,132820.781,2.6802,18040.8314,3.525,47652.6028,9.3108,65693.4342,12.8358,3.6309,53600,48375,0,5118,0,107,0,6114,4364,10414,8578,37072,35433,90.2518656716418,916242.4559998407,450819.3480000002,916242.4559998407,214504.59999992116,0.0,0.0,21.1196430792724,86.3163,59.7099,51.9052,87.8372,569.5484,3.0786,2.7816,2.7816,4.8187,1.2047,561.9481,3.1219,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,190,107679.5651,2.0487,36713.2588,0.6985,144392.8238,2.7473,25732.7606,5.1589,52773.322,10.5801,78506.0826,15.739,3.8733,56550,51447,0,4988,0,115,0,5778,4149,9470,7886,41302,39412,90.9761273209549,1053607.9399998814,546550.0879999994,1053607.9399998814,218778.14999989705,0.0,0.0,20.516087297773876,82.1941,60.0108,44.9305,83.6962,596.214,3.0575,3.0918,3.0918,4.5779,1.1445,588.5443,3.0976,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,200,113042.6407,2.0952,36552.1955,0.6775,149594.8362,2.7727,38782.4793,5.6749,87825.5395,12.8513,126608.0187,18.5262,4.5439,59500,52544,0,6834,0,122,0,7305,4632,9984,8451,42211,39461,88.30924369747899,1149002.2199998477,621306.8639999978,1149002.2199998477,221499.5999998879,0.0,0.0,20.71979078774552,85.3597,68.6577,48.5874,86.7246,621.2848,3.0307,3.2955,3.2955,4.6625,1.1656,613.3269,3.0666,0,0,0,-1.0,[],[]
