Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_EMPTY,110,62845.2137,2.0096,14828.067,0.4742,77673.2807,2.4838,11802.1916,5.8981,11957.658,5.9758,23759.8495,11.874,3.0485,32750,30685,0,2001,0,64,0,4498,3865,6966,6425,21286,20395,93.69465648854961,446007.0719999532,210680.94800000044,446007.0719999532,132128.5000000457,0.0,0.0,20.99941897917371,73.459,43.2464,36.2562,76.1715,355.7961,3.0939,2.0413,2.0413,3.4689,0.8672,350.2858,3.1844,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,120,67203.5641,1.9619,14134.3486,0.4126,81337.9128,2.3745,12067.0685,6.0761,11289.1491,5.6844,23356.2175,11.7604,2.8888,35700,33637,0,1986,0,77,0,4010,3460,7211,6653,24479,23524,94.22128851540616,517300.18399994145,243763.68800000031,517300.18399994145,144917.85000002768,0.0,0.0,22.760456070358376,79.0421,46.0063,39.8027,81.6809,390.7839,3.1263,2.1413,2.1413,3.6858,0.9215,384.9568,3.208,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,130,75451.1363,2.0352,16341.338,0.4408,91792.4743,2.476,10473.9194,4.5499,16419.1232,7.1325,26893.0426,11.6825,3.0142,38750,36369,0,2302,0,79,0,4813,3862,6795,6234,27142,26273,93.85548387096775,579583.9759999233,289624.8239999995,579583.9759999233,152096.95000001555,0.0,0.0,23.61070890200395,80.7783,51.4844,35.2501,83.4886,406.4527,3.0108,2.3755,2.3755,3.2498,0.8125,400.8273,3.0833,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,140,80229.2173,2.043,18592.2834,0.4734,98821.5008,2.5165,18252.8094,5.5904,22245.9083,6.8134,40498.7177,12.4039,3.2754,41700,38339,0,3265,0,96,0,5220,4142,8063,7268,28417,26929,91.9400479616307,660735.3079999083,325541.1520000002,660735.3079999083,159039.30000000517,0.0,0.0,21.899352118652992,84.2822,52.805,39.4305,86.7927,435.4522,3.0031,2.4182,2.4182,3.6061,0.9015,429.4279,3.0673,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,150,89157.8661,2.1248,23789.6951,0.567,112947.5612,2.6918,19651.5126,5.6357,28847.5019,8.2729,48499.0145,13.9085,3.5524,44650,41063,0,3487,0,100,0,5526,4313,7912,7003,31212,29747,91.96640537513997,742493.6959999009,375378.95199999964,742493.6959999009,170188.34999997902,0.0,0.0,21.149550087299115,81.0667,53.4997,43.1654,83.0576,472.9152,3.0511,2.4939,2.4939,4.0622,1.0156,466.3591,3.1091,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,160,87597.6163,1.9669,23341.0408,0.5241,110938.6572,2.491,22856.1666,5.6282,33627.1767,8.2805,56483.3433,13.9087,3.4451,47600,43449,0,4061,0,90,0,5172,3994,8658,7501,33770,31954,91.27941176470588,807613.7599999002,408198.732,807613.7599999002,187384.84999996983,0.0,0.0,21.28691362168569,86.5771,59.2692,42.9695,88.6785,507.6329,3.0766,2.7529,2.7529,3.9194,0.9798,500.9606,3.131,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,170,96766.0317,2.0535,28825.8554,0.6117,125591.887,2.6652,20001.0689,4.5842,47042.3135,10.7821,67043.3823,15.3663,3.7415,50650,46174,0,4363,0,113,0,5191,3633,8514,7249,36945,35292,91.16288252714709,894536.2839998752,467924.28399999876,894536.2839998752,191655.79999994114,0.0,0.0,21.449880606932407,82.7864,58.2611,44.7921,84.5168,531.8306,3.039,2.883,2.883,4.3992,1.0998,524.5484,3.0856,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,180,103220.8314,2.0804,30050.401,0.6057,133271.2324,2.6861,22902.5548,4.5842,43982.146,8.8035,66884.7007,13.3877,3.6651,53600,48466,0,4996,0,138,0,6318,4499,9323,7869,37959,36098,90.42164179104478,946036.767999874,492094.2560000003,946036.767999874,205457.99999991315,0.0,0.0,20.555935218307138,84.6507,59.2651,47.6836,86.2549,562.0191,3.0379,2.8308,2.8308,4.5983,1.1496,554.59,3.0811,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,190,108198.8582,2.0782,36133.2971,0.694,144332.1553,2.7722,22643.9315,4.1298,56212.2477,10.2521,78856.1793,14.3819,3.8784,56550,50906,0,5483,0,161,0,6723,4482,9479,7872,40348,38552,90.01945181255526,1033336.8079998698,546003.336,1033336.8079998698,221110.04999989286,0.0,0.0,20.355230201002882,88.5394,65.1311,48.6913,90.143,597.3344,3.0633,3.0718,3.0718,4.6359,1.159,589.6267,3.1033,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,200,115650.7245,2.1229,36162.6206,0.6638,151813.3451,2.7867,29430.8516,4.7894,69958.2381,11.3846,99389.0897,16.174,4.1437,59500,53205,0,6145,0,150,0,6930,4290,8830,7515,43740,41400,89.4201680672269,1070728.32399983,572008.6039999977,1070728.32399983,231403.8499998771,0.0,0.0,21.424221269189868,83.8538,65.6011,48.1671,85.1954,626.1746,3.0545,3.0961,3.0961,4.6091,1.1523,618.4694,3.0923,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,10,2756.4235,0.91,253.6,0.0837,3010.0235,0.9937,153.7501,4.2708,17.2701,0.4797,171.0202,4.7506,1.0379,3050,3012,0,36,0,2,0,1263,1252,578,572,1209,1188,98.75409836065573,5889.083999999934,2980.231999999986,5889.083999999934,7578.000000000397,0.0,0.0,21.835682883041834,18.8067,5.0937,2.7371,31.8054,21.8155,1.4544,0.2051,0.2051,0.2465,0.0616,21.3639,2.1364,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,20,8406.9936,1.4092,461.3722,0.0773,8868.3658,1.4865,153.1261,1.5012,15.44,0.1514,168.5661,1.6526,1.4893,6000,5890,0,102,0,8,0,1561,1531,1260,1229,3179,3130,98.16666666666667,28625.67200000026,13622.49600000001,28625.67200000026,21952.899999998328,0.0,0.0,20.02052754306967,33.4277,13.9905,6.0413,44.1763,59.9455,2.3978,0.636,0.636,0.5505,0.1376,58.7589,2.9379,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,30,15715.2851,1.7771,567.936,0.0642,16283.221,1.8414,438.1076,2.381,60.3702,0.3281,498.4778,2.7091,1.8591,8950,8760,0,184,0,6,0,1516,1475,3813,3752,3621,3533,97.87709497206704,59643.8840000021,24603.464000000044,59643.8840000021,35441.64999999766,0.0,0.0,17.1822687262294,45.647,15.878,11.2621,54.942,96.6041,2.7601,0.7382,0.7382,1.0036,0.2509,94.8623,3.1621,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,40,18665.8481,1.5802,1411.982,0.1195,20077.8301,1.6998,1158.5202,4.7094,277.2413,1.127,1435.7615,5.8364,1.7842,11900,11646,0,246,0,8,0,2155,2101,5347,5236,4398,4309,97.8655462184874,113432.03600000229,48009.47200000001,113432.03600000229,50239.400000004855,0.0,0.0,14.18080262301395,44.1976,23.634,19.049,49.2459,137.892,3.0643,1.0826,1.0826,1.6778,0.4194,135.1317,3.3783,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,50,24834.2594,1.6867,2550.0315,0.1732,27384.2909,1.8598,3042.2749,6.2857,1258.0873,2.5994,4300.3622,8.885,2.0834,14950,14449,0,484,0,17,0,2696,2599,5974,5813,6280,6037,96.64882943143813,150732.5959999988,66093.64000000001,150732.5959999988,56814.60000000968,0.0,0.0,15.468309429144405,52.0129,24.992,19.5492,57.2421,158.7762,2.8868,1.2065,1.2065,1.8256,0.4564,155.744,3.1149,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,60,30604.1234,1.7545,3427.8181,0.1965,34031.9416,1.951,5402.0841,7.3398,2852.3726,3.8755,8254.4568,11.2153,2.3261,17900,17143,0,736,0,21,0,3689,3440,5118,4978,9093,8725,95.77094972067039,167218.76399999656,77319.96400000005,167218.76399999656,71501.55000001454,0.0,0.0,17.31210240525182,58.1114,27.0948,23.0266,62.8712,193.0851,2.9705,1.2638,1.2638,2.2084,0.5521,189.613,3.1602,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,70,35678.4936,1.7533,4866.4885,0.2392,40544.9822,1.9925,4922.02,5.6902,2004.2218,2.317,6926.2418,8.0072,2.2377,20850,19940,0,865,0,45,0,3568,3309,5976,5801,11306,10830,95.63549160671462,232739.6399999944,105501.25999999997,232739.6399999944,85219.35000002428,0.0,0.0,19.67374038768573,60.6158,33.5093,29.2185,64.2514,232.746,3.1033,1.5199,1.5199,2.7003,0.6751,228.5259,3.2647,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,80,39256.4513,1.7007,6674.0824,0.2891,45930.5336,1.9899,5674.7737,4.8255,4063.778,3.4556,9738.5516,8.2811,2.2949,23800,22597,0,1176,0,27,0,4304,3944,6603,6219,12893,12434,94.9453781512605,265942.7999999822,114856.87599999989,265942.7999999822,101003.85000002739,0.0,0.0,18.713446460782382,59.2657,34.1033,38.4431,61.5251,274.6862,3.2316,1.5074,1.5074,3.5052,0.8763,269.6735,3.3709,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,90,45732.8867,1.7421,9284.029,0.3537,55016.9157,2.0958,3522.846,3.0821,1966.9339,1.7209,5489.7799,4.803,2.2088,26850,25674,0,1143,0,33,0,3608,3311,7606,7316,15636,15047,95.62011173184358,371336.17199995887,166788.21600000013,371336.17199995887,107355.90000004218,0.0,0.0,19.24904042781881,63.0645,38.6673,38.0484,65.3693,297.788,3.1346,1.7903,1.7903,3.5337,0.8834,292.464,3.2496,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,100,54013.0249,1.8743,11393.8135,0.3954,65406.8385,2.2697,5241.0859,3.5011,4889.676,3.2663,10130.7619,6.7674,2.4918,29800,28256,0,1497,0,47,0,3603,3128,5827,5444,20370,19684,94.81879194630872,417266.10399995255,193720.51599999995,417266.10399995255,119486.35000005215,0.0,0.0,21.375696471676207,67.2567,41.1192,40.5631,69.4719,335.9047,3.1991,1.922,1.922,3.8422,0.9605,330.1405,3.3014,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,110,61080.4461,1.9171,13461.9882,0.4225,74542.4343,2.3396,5692.4292,3.8989,4309.6024,2.9518,10002.0316,6.8507,2.5373,32750,31253,0,1460,0,37,0,3753,3336,5985,5613,23012,22304,95.42900763358779,506154.5319999328,242898.64399999953,506154.5319999328,135564.6000000431,0.0,0.0,22.78945316652866,71.2938,46.6099,42.0213,73.4419,371.6806,3.232,2.1821,2.1821,3.9747,0.9937,365.5239,3.3229,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,120,68623.8251,2.0081,16342.8304,0.4782,84966.6555,2.4864,10416.6404,4.9135,14557.2183,6.8666,24973.8587,11.7801,3.0292,35700,33528,0,2120,0,52,0,4640,4107,7334,6777,23726,22644,93.91596638655462,494394.7959999324,227298.7279999996,494394.7959999324,147823.25000001962,0.0,0.0,22.155990674209015,73.9028,43.1337,45.6306,75.9008,397.3954,3.1792,2.0073,2.0073,4.3536,1.0884,391.0345,3.2586,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,130,75100.7527,2.0231,19345.8903,0.5212,94446.643,2.5443,7651.1291,3.431,13671.0939,6.1305,21322.223,9.5615,2.942,38750,36403,0,2230,0,117,0,5227,4446,8367,7579,25156,24378,93.94322580645161,601734.0679999106,281225.3240000004,601734.0679999106,153320.75000000835,0.0,0.0,19.98079866140473,80.8567,44.7607,41.2659,83.3498,410.6293,3.0417,2.0964,2.0964,3.8703,0.9676,404.6626,3.1128,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,140,74644.1544,1.8833,22245.5335,0.5613,96889.6879,2.4446,10865.3866,3.8218,16288.5457,5.7294,27153.9323,9.5512,2.9203,41700,38792,0,2843,0,65,0,4682,3675,8129,7266,28889,27851,93.02637889688249,701870.2799999116,351015.3840000004,701870.2799999116,172340.04999998727,0.0,0.0,21.698440749828837,80.0319,58.3342,43.0189,82.0527,455.5189,3.1415,2.7673,2.7673,4.0095,1.0024,448.7421,3.2053,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,150,87912.2211,2.0771,26767.063,0.6324,114679.2841,2.7096,11407.5929,3.6504,24431.9583,7.8182,35839.5512,11.4687,3.3118,44650,41439,0,3125,0,86,0,4848,3731,8640,7611,31162,30097,92.80851063829788,866489.1159998837,435739.8239999999,866489.1159998837,178901.04999995575,0.0,0.0,19.586793945644434,81.9102,58.9495,47.3425,83.7016,488.7216,3.153,2.7584,2.7584,4.3869,1.0967,481.5763,3.2105,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,160,93295.9101,2.0562,25012.1815,0.5513,118308.0916,2.6075,10729.7898,3.5319,21119.5364,6.9518,31849.3262,10.4836,3.1017,47600,44475,0,3038,0,87,0,4832,3682,8215,7283,34553,33510,93.43487394957984,881272.6079998584,438499.052,881272.6079998584,197273.1999999191,0.0,0.0,21.518621388750116,85.9099,59.3522,45.8623,87.8552,521.6523,3.1615,2.8314,2.8314,4.3407,1.0852,514.4803,3.2155,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,170,98232.4878,2.0846,35133.7995,0.7456,133366.2874,2.8302,16323.5489,3.6291,38806.1053,8.6274,55129.6542,12.2565,3.6516,50650,46043,0,4498,0,109,0,6121,4349,10069,8667,34460,33027,90.90424481737413,966821.8319998703,483209.03599999973,966821.8319998703,196402.89999991466,0.0,0.0,20.10482683596552,83.0951,64.0019,50.7142,84.5521,535.7634,3.0615,2.9613,2.9613,4.6738,1.1685,528.1283,3.1066,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,180,102907.5528,2.0763,32447.1249,0.6547,135354.6777,2.731,19617.4746,3.8405,52054.7778,10.1908,71672.2524,14.0314,3.7868,53600,48374,0,5108,0,118,0,6789,5050,10800,8827,36011,34497,90.25,922722.3879998856,456578.82000000135,922722.3879998856,209526.74999991118,0.0,0.0,19.7293299115331,86.3089,57.1631,50.6388,87.8999,563.4307,3.0456,2.6662,2.6662,4.7747,1.1937,555.9897,3.0888,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,190,107027.5672,2.0745,36310.4543,0.7038,143338.0215,2.7782,29634.4275,4.9656,82739.7803,13.8639,112374.2078,18.8295,4.4425,56550,50447,0,5968,0,135,0,6507,4079,9018,7479,41025,38889,89.2077807250221,999541.2039998658,524949.2120000002,999541.2039998658,214799.9499998975,0.0,0.0,21.10472842836124,86.3107,61.266,49.2204,87.8318,597.0226,3.0617,2.9839,2.9839,4.8646,1.2162,589.174,3.1009,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,200,113170.338,2.0874,38504.5417,0.7102,151674.8797,2.7976,32679.0125,5.1342,74834.1114,11.7571,107513.1238,16.8913,4.2783,59500,52999,0,6365,0,136,0,6748,4526,10085,8091,42667,40382,89.07394957983193,1078244.7919998618,552889.3280000002,1078244.7919998618,225047.44999988028,0.0,0.0,20.33168216883273,82.5957,60.6699,52.7738,83.7725,628.9854,3.0682,2.9458,2.9458,5.1796,1.2949,620.86,3.1043,0,0,0,-1.0,[],[]
