Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TEST,110,39563.1843,1.3114,36212.621,1.2003,75775.8053,2.5117,2898.5975,0.7968,18978.5152,5.2167,21877.1127,6.0135,2.8885,32750,29040,0,3638,0,72,0,7702,6734,15574,13160,9474,9146,88.67175572519083,747852.8599999405,328671.06800000084,747852.8599999405,144717.25000004497,0.0,0.0,11.891321049431852,34.4647,50.9265,51.4325,33.1869,379.2119,3.2975,2.2803,2.2803,4.6384,1.1596,372.2932,3.3845,0,0,0,-1.0,[],[]
ALL,TEST,120,46008.3519,1.4222,41425.0584,1.2806,87433.4103,2.7028,3863.6664,0.843,26691.7593,5.8241,30555.4257,6.6671,3.1948,35700,31053,0,4583,0,64,0,8228,7104,16664,13568,10808,10381,86.98319327731092,816433.8359999314,359086.6479999992,816433.8359999314,158581.55000000296,0.0,0.0,12.163783380530049,45.2938,53.1758,53.6248,44.7215,409.7166,3.2777,2.3367,2.3367,4.7443,1.1861,402.6356,3.3553,0,0,0,-1.0,[],[]
ALL,TEST,130,49037.1192,1.4456,46084.3515,1.3586,95121.4706,2.8042,6546.4642,1.0607,43689.7097,7.0787,50236.1738,8.1394,3.6255,38750,32495,0,6172,0,83,0,8372,6746,17099,13068,13279,12681,83.85806451612903,919754.5119999074,414997.5000000016,919754.5119999074,167090.4499999754,0.0,0.0,12.969036409178871,47.65,55.3225,57.1401,47.065,436.9006,3.2363,2.4776,2.4776,5.1556,1.2889,429.2675,3.3021,0,0,0,-1.0,[],[]
ALL,TEST,140,54466.5533,1.5015,48811.3364,1.3456,103277.8897,2.8471,6936.8827,1.014,48585.254,7.1021,55522.1367,8.1161,3.6831,41700,34758,0,6841,0,101,0,9103,7270,18005,13499,14592,13989,83.35251798561151,967269.9879999179,437700.2960000011,967269.9879999179,181529.7499999409,0.0,0.0,12.564902182594455,53.7953,55.3044,57.7795,53.5876,465.5336,3.2106,2.4473,2.4473,5.1775,1.2944,457.9088,3.2708,0,0,0,-1.0,[],[]
ALL,TEST,150,60363.019,1.561,50342.1301,1.3018,110705.1491,2.8628,9426.5609,1.2601,56470.8473,7.5486,65897.4082,8.8086,3.8266,44650,37066,0,7481,0,103,0,9116,7260,17638,12809,17896,16997,83.01455767077267,1053494.3679998957,482595.2719999987,1053494.3679998957,196495.0499998964,0.0,0.0,13.202602178712816,62.248,58.5877,60.374,62.3719,503.9291,3.2512,2.5662,2.5662,5.362,1.3405,496.0009,3.3067,0,0,0,-1.0,[],[]
ALL,TEST,160,65354.0605,1.6139,55134.9494,1.3616,120489.0099,2.9755,10360.7992,1.2032,72990.4391,8.4764,83351.2383,9.6796,4.1511,47600,38794,0,8611,0,195,0,9029,6795,18287,12791,20284,19208,81.5,1164519.5359998976,544220.4479999992,1164519.5359998976,210100.49999986583,0.0,0.0,13.317574513903924,63.9979,61.5431,64.028,64.0222,538.8344,3.2657,2.715,2.715,5.6941,1.4235,530.4252,3.3152,0,0,0,-1.0,[],[]
ALL,TEST,170,67613.4747,1.5853,58045.3701,1.361,125658.8448,2.9463,11766.1838,1.2256,84146.9491,8.7653,95913.1329,9.991,4.2407,50650,40844,0,9600,0,206,0,9656,7072,19345,13276,21649,20496,80.63968410661401,1219721.5119998988,563861.4039999997,1219721.5119998988,217658.7999998403,0.0,0.0,13.231904165983941,65.161,61.2843,64.1582,65.2384,555.3085,3.1732,2.6799,2.6799,5.6701,1.4175,546.9585,3.2174,0,0,0,-1.0,[],[]
ALL,TEST,180,73936.2913,1.6567,62903.1374,1.4095,136839.4288,3.0662,14015.0253,1.3209,103070.7514,9.7145,117085.7767,11.0354,4.5968,53600,42780,0,10610,0,210,0,9781,6924,19377,12766,24442,23090,79.81343283582089,1327919.3399998976,626671.8239999986,1327919.3399998976,233444.44999980085,0.0,0.0,13.780309401868497,67.5081,63.5238,65.9992,67.6009,594.1203,3.2115,2.832,2.832,5.9455,1.4864,585.3428,3.2519,0,0,0,-1.0,[],[]
ALL,TEST,190,80451.9079,1.7011,61666.3232,1.3039,142118.2311,3.005,14606.078,1.3228,108740.8189,9.8479,123346.8969,11.1707,4.5506,56550,45313,0,11042,0,195,0,9613,6614,19672,12913,27265,25786,80.1290893015031,1411756.975999882,668657.5880000021,1411756.975999882,246938.99999976924,0.0,0.0,13.9769148442775,72.2213,63.8463,65.9868,72.5135,624.7846,3.204,2.8577,2.8577,5.9337,1.4834,615.9932,3.2421,0,0,0,-1.0,[],[]
ALL,TEST,200,86056.9494,1.7578,66729.6845,1.363,152786.6339,3.1208,16840.8378,1.3522,128175.6261,10.2919,145016.4639,11.6442,4.8493,59500,46783,0,12454,0,263,0,9933,6548,20584,12902,28983,27333,78.62689075630252,1512020.1479998983,724606.867999998,1512020.1479998983,261732.94999973546,0.0,0.0,13.906815124622291,76.0893,66.2747,68.6988,76.4174,659.9849,3.2194,3.0235,3.0235,6.2113,1.5528,650.75,3.2538,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,10,2824.7921,0.9347,192.2,0.0636,3016.9921,0.9983,587.27,9.7878,678.0404,11.3007,1265.3104,21.0885,1.3895,3050,2989,0,60,0,1,0,961,950,906,890,1183,1149,98.0,6246.447999999981,2966.5959999999804,6246.447999999981,6938.150000000365,0.0,0.0,20.75906348190546,22.683,5.5046,2.0673,39.2899,20.6038,1.3736,0.2331,0.2331,0.1646,0.0412,20.206,2.0206,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,20,6516.9881,1.0966,583.9109,0.0983,7100.899,1.1948,968.4887,5.8696,926.1308,5.6129,1894.6195,11.4825,1.4727,6000,5831,0,165,0,4,0,1850,1800,1554,1503,2596,2528,97.18333333333334,37932.284000000516,20137.428,37932.284000000516,21392.249999998217,0.0,0.0,15.204824378309633,27.1316,20.1965,3.6542,35.5353,59.6575,2.3863,0.9257,0.9257,0.2993,0.0748,58.4325,2.9216,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,30,12328.0786,1.4464,1327.8835,0.1558,13655.9621,1.6022,6200.5053,11.2532,7443.0567,13.5083,13643.562,24.7615,3.0085,8950,8389,0,551,0,10,0,2667,2562,2627,2512,3656,3315,93.73184357541899,78023.83600000232,39890.115999999995,78023.83600000232,32502.149999995872,0.0,0.0,15.064314003994218,49.1464,25.2742,6.877,59.8658,94.158,2.6902,1.1451,1.1451,0.5758,0.144,92.4371,3.0812,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,40,18881.9316,1.6349,2404.5568,0.2082,21286.4884,1.8431,5197.3476,11.1771,14680.9731,31.572,19878.3207,42.7491,3.4264,11900,11408,0,465,0,27,0,2910,2832,3596,3526,5394,5050,95.8655462184874,122669.6960000028,58651.82800000003,122669.6960000028,47850.25000000404,0.0,0.0,16.077117278560063,49.3358,30.0035,11.6149,56.4282,131.8965,2.931,1.3752,1.3752,1.0139,0.2535,129.5073,3.2377,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,50,23141.657,1.5832,2952.8616,0.202,26094.5186,1.7852,4436.4182,7.1211,3333.3952,5.3506,7769.8134,12.4716,2.2221,14950,14309,0,623,0,18,0,3059,2910,4355,4203,7536,7196,95.7123745819398,156734.83999999968,74679.4320000002,156734.83999999968,55904.150000007154,0.0,0.0,18.260259901861353,51.1417,30.4477,16.1595,56.4958,157.7176,2.8676,1.431,1.431,1.4714,0.3678,154.8152,3.0963,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,60,29617.0437,1.7128,4141.928,0.2395,33758.9717,1.9523,7611.7551,9.2041,7267.4773,8.7878,14879.2324,17.9918,2.6844,17900,17043,0,827,0,30,0,3408,3205,5905,5760,8587,8078,95.2122905027933,227927.2359999893,108540.33999999994,227927.2359999893,65897.75000001685,0.0,0.0,18.116072845346114,56.0568,35.3737,18.8207,60.7687,187.7934,2.8891,1.6168,1.6168,1.6451,0.4113,184.5316,3.0755,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,70,34067.8634,1.6933,6081.3949,0.3023,40149.2584,1.9956,9148.4629,8.55,8979.7722,8.3923,18128.2351,16.9423,2.7504,20850,19745,0,1070,0,35,0,3831,3539,6238,6047,10781,10159,94.70023980815348,270523.6239999885,128295.97600000023,270523.6239999885,80602.90000002329,0.0,0.0,18.23507510812192,60.548,39.3135,24.5615,64.4809,227.1546,3.0287,1.8198,1.8198,2.2234,0.5558,223.1115,3.1873,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,80,39965.7008,1.7345,8310.5786,0.3607,48276.2794,2.0951,6606.5909,5.5101,6943.0153,5.7907,13549.6062,11.3008,2.5505,23800,22570,0,1199,0,31,0,4136,3711,7267,6957,12397,11902,94.83193277310924,305329.02799997607,137339.69200000024,305329.02799997607,97442.70000003037,0.0,0.0,18.177838873705223,61.0676,38.7486,33.2422,63.8514,269.3575,3.1689,1.7433,1.7433,2.998,0.7495,264.6162,3.3077,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,90,43811.4615,1.6979,10069.2521,0.3902,53880.7136,2.0881,9775.5849,6.068,10601.7356,6.5808,20377.3206,12.6489,2.7087,26850,25199,0,1611,0,40,0,4396,3850,7131,6750,15323,14599,93.8510242085661,348600.57199996687,163118.27199999988,348600.57199996687,102343.0000000358,0.0,0.0,18.98157670301539,60.1818,39.8748,35.663,62.3741,289.4813,3.0472,1.8166,1.8166,3.2898,0.8224,284.3749,3.1597,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,100,49251.3929,1.7687,12607.0119,0.4527,61858.4048,2.2214,21514.0995,8.616,216441.3119,86.6805,237955.4114,95.2965,9.8808,29800,27263,0,2497,0,40,0,4824,4303,8294,7865,16682,15095,91.48657718120805,433349.09599996015,205098.99200000003,433349.09599996015,107252.35000004632,0.0,0.0,18.207788145733407,48.0088,24.5187,18.894,50.3413,311.3607,2.9653,1.9791,1.9791,3.0203,0.7551,306.3612,3.0636,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,110,57817.3866,1.8545,17430.6755,0.5591,75248.0621,2.4137,15076.2181,7.2552,40487.7201,19.484,55563.9382,26.7391,3.9337,32750,30620,0,2078,0,52,0,4690,3987,7498,7000,20562,19633,93.49618320610686,453040.8839999461,216458.4680000002,453040.8839999461,126677.95000004988,0.0,0.0,20.679547847865297,66.1776,43.1382,40.6394,68.0744,358.2168,3.1149,2.0112,2.0112,3.8545,0.9636,352.3511,3.2032,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,120,59936.1509,1.806,21721.0785,0.6545,81657.2295,2.4604,20584.7209,6.4107,44847.1363,13.9667,65431.8571,20.3774,4.041,35700,32439,0,3211,0,50,0,5392,4141,8543,7790,21765,20508,90.8655462184874,590391.0599999235,291816.50400000013,590391.0599999235,138345.4500000408,0.0,0.0,20.12877139242499,70.0108,54.9824,41.0291,71.8297,390.7375,3.1259,2.5342,2.5342,3.7729,0.9432,384.4304,3.2036,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,130,67895.5152,1.8896,25460.1537,0.7086,93355.6689,2.5981,21201.0419,6.0043,47844.6131,13.5499,69045.655,19.5541,4.1153,38750,35164,0,3531,0,55,0,5434,4168,9100,8148,24216,22848,90.7458064516129,659445.2199999008,330207.6399999998,659445.2199999008,142018.05000003692,0.0,0.0,20.014667283422927,74.2121,55.9223,41.0434,76.1475,407.9348,3.0217,2.5817,2.5817,3.7506,0.9376,401.6026,3.0893,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,140,70292.7248,1.8232,26592.4358,0.6897,96885.1606,2.5129,26004.3981,6.6507,77423.8163,19.8015,103428.2144,26.4522,4.7171,41700,37751,0,3910,0,39,0,5588,4320,9586,8498,26526,24933,90.52997601918466,741413.1039999028,364444.9159999999,741413.1039999028,155570.55000000808,0.0,0.0,19.80761545462648,68.5004,59.1277,46.812,69.6448,445.4564,3.0721,2.7786,2.7786,4.3694,1.0923,438.3084,3.1308,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,150,73812.2326,1.8121,28983.6999,0.7116,102795.9324,2.5237,37626.8865,7.7983,129898.9653,26.9221,167525.8517,34.7204,5.9336,44650,39771,0,4825,0,54,0,5993,4427,9597,8418,29060,26926,89.07278835386339,745494.0079998994,371110.5639999996,745494.0079998994,162396.79999999472,0.0,0.0,20.535400396081062,66.5385,49.6231,41.2897,67.8486,473.6653,3.0559,2.695,2.695,4.5,1.125,466.4703,3.1098,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,160,71225.835,1.6862,33065.5077,0.7828,104291.3427,2.469,51802.8307,8.2633,217189.303,34.645,268992.1336,42.9083,7.695,47600,41272,0,6269,0,59,0,6274,4173,9936,8561,31390,28538,86.70588235294117,837273.1599998898,434032.13199999987,837273.1599998898,165607.34999999168,0.0,0.0,20.33103730311466,69.237,60.1591,46.1007,70.2956,498.9107,3.0237,2.9441,2.9441,4.4829,1.1207,491.4837,3.0718,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,170,76211.1556,1.7034,33588.8634,0.7508,109800.019,2.4542,50768.2323,7.2723,232710.0394,33.3348,283478.2717,40.6071,7.6038,50650,43604,0,6981,0,65,0,6971,4374,10082,8463,33597,30767,86.0888450148075,815651.4799998697,446544.7279999993,815651.4799998697,169368.34999998077,0.0,0.0,20.612515597746874,70.8063,56.7949,42.8443,72.0402,515.1628,2.9438,2.9082,2.9082,4.413,1.1033,507.8417,2.9873,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,180,90832.2248,1.9503,39854.7554,0.8557,130686.9802,2.8061,44174.0924,5.4335,178519.3643,21.9581,222693.4567,27.3916,6.46,53600,45371,0,8130,0,99,0,7677,3873,10721,8941,35202,32557,84.6473880597015,1048414.8639998472,583823.6080000026,1048414.8639998472,188934.89999993556,0.0,0.0,20.555847757050667,70.2306,63.6538,44.6835,71.2377,560.316,3.0287,3.4735,3.4735,4.8742,1.2186,551.9683,3.0665,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,190,92908.0905,1.8455,42696.7576,0.8481,135604.8481,2.6936,49652.5874,6.7198,198203.8561,26.8242,247856.4435,33.544,6.6421,56550,49079,0,7389,0,82,0,7239,4665,10877,8957,38434,35457,86.78868258178603,1071302.703999835,575117.7600000008,1071302.703999835,200177.49999993166,0.0,0.0,20.526053676709083,75.5664,64.9432,47.8187,76.6332,587.713,3.0139,3.3108,3.3108,4.8579,1.2145,579.5442,3.0502,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,87290.6574,1.7125,43521.9394,0.8538,130812.5968,2.5663,81938.8075,8.3483,400008.3426,40.7548,481947.1502,49.1031,10.0803,59500,49612,0,9815,0,73,0,7965,4651,11028,8841,40507,36120,83.38151260504202,1077117.3319998393,602634.8160000007,1077117.3319998393,188910.6999999483,0.0,0.0,20.06195243236873,58.2768,46.2912,33.9232,59.1884,601.5224,2.9343,3.304,3.304,4.866,1.2165,593.3524,2.9668,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,10,2600.101,0.8564,142.4,0.0469,2742.501,0.9033,129.7102,1.9653,4.6,0.0697,134.3102,2.035,0.9274,3050,2983,0,66,0,1,0,712,689,913,890,1425,1404,97.80327868852459,6384.971999999951,2985.655999999997,6384.971999999951,7815.85000000032,0.0,0.0,21.862365218147588,17.3242,6.7281,1.9886,29.3139,22.1036,1.4736,0.3017,0.3017,0.1631,0.0408,21.6388,2.1639,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,20,8159.6568,1.3804,318.7869,0.0539,8478.4437,1.4344,1285.4465,8.7445,1042.0007,7.0884,2327.4472,15.833,1.7837,6000,5847,0,147,0,6,0,1293,1263,2619,2595,2088,1989,97.45,30704.02400000018,12800.064000000018,30704.02400000018,20604.849999997965,0.0,0.0,13.772724948309447,37.4988,12.1981,6.1192,50.067,56.7866,2.2715,0.5514,0.5514,0.5192,0.1298,55.7161,2.7858,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,30,12276.5431,1.4087,1204.489,0.1382,13481.0321,1.5469,1251.6336,3.7362,1141.2842,3.4068,2392.9178,7.143,1.754,8950,8591,0,335,0,24,0,2071,1946,2519,2414,4360,4231,95.98882681564245,85741.02400000097,36697.800000000025,85741.02400000097,43326.25000000076,0.0,0.0,15.304557636759414,38.3583,24.2068,10.0611,45.4328,117.9799,3.3709,10.0707,10.0707,7.9121,1.978,99.9972,3.3332,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,40,18122.1971,1.5693,2257.4822,0.1955,20379.6793,1.7648,5062.7061,8.82,9827.4576,17.121,14890.1637,25.9411,2.9096,11900,11314,0,574,0,12,0,2124,2016,3111,3018,6665,6280,95.07563025210084,115305.84400000577,53129.084000000075,115305.84400000577,49026.100000003134,0.0,0.0,19.61624149239098,48.8233,29.0872,13.3603,55.5562,135.2992,3.0066,1.3538,1.3538,1.2013,0.3003,132.7442,3.3186,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,50,23243.8355,1.5908,2221.8433,0.1521,25465.6788,1.7429,4688.0513,7.5129,3019.7899,4.8394,7707.8413,12.3523,2.1775,14950,14301,0,624,0,25,0,2698,2568,4167,4033,8085,7700,95.65886287625418,149105.288000001,70404.97200000008,149105.288000001,55392.25000000623,0.0,0.0,20.074603782651213,56.3439,30.2448,14.7334,62.7619,155.9105,2.8347,1.4014,1.4014,1.3125,0.3281,153.1967,3.0639,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,60,27758.2402,1.6114,3077.6361,0.1787,30835.8763,1.7901,7157.422,7.5901,5765.0946,6.1136,12922.5167,13.7036,2.4084,17900,16900,0,943,0,57,0,3220,2955,4936,4739,9744,9206,94.41340782122904,194035.7639999959,91281.73200000022,194035.7639999959,68026.90000001267,0.0,0.0,19.818802212701495,57.4111,30.0339,17.2233,62.6369,190.0955,2.9245,1.5466,1.5466,1.7345,0.4336,186.8144,3.1136,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,70,36888.6107,1.8215,3769.9832,0.1862,40658.5938,2.0076,8061.6392,8.0859,5552.4973,5.5692,13614.1365,13.6551,2.5541,20850,19823,0,997,0,30,0,3005,2789,5078,4884,12767,12150,95.07434052757793,250159.30399998877,117270.68400000005,250159.30399998877,79367.5000000234,0.0,0.0,21.894060069390928,67.6949,33.5402,23.087,72.7565,225.2209,3.0029,1.5845,1.5845,2.1356,0.5339,221.5009,3.1643,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,80,42300.7802,1.8301,7038.9692,0.3045,49339.7494,2.1346,6010.9525,5.5349,4354.4388,4.0096,10365.3913,9.5446,2.4672,23800,22661,0,1086,0,53,0,3294,2989,5665,5419,14841,14253,95.21428571428571,308740.0639999787,142438.08800000013,308740.0639999787,98006.90000003048,0.0,0.0,20.86717712000875,67.8029,39.7651,30.0988,71.529,269.7237,3.1732,1.8295,1.8295,2.7314,0.6829,265.1627,3.3145,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,90,48901.0721,1.8771,6052.5059,0.2323,54953.578,2.1095,9668.229,7.3916,7571.8413,5.7889,17240.0704,13.1805,2.6388,26850,25496,0,1308,0,46,0,3308,3045,6153,5832,17389,16619,94.95716945996276,324992.8199999776,148707.88800000004,324992.8199999776,102584.60000003663,0.0,0.0,21.582526396761335,66.812,36.8114,32.1713,69.9335,285.0249,3.0003,1.7088,1.7088,2.9728,0.7432,280.3433,3.1149,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,100,56616.7317,1.953,8746.955,0.3017,65363.6867,2.2548,6653.9993,5.4452,5255.7872,4.301,11909.7866,9.7461,2.5578,29800,28502,0,1222,0,76,0,3702,3362,6563,6241,19535,18899,95.64429530201342,377605.2719999666,169140.23199999996,377605.2719999666,119445.5500000457,0.0,0.0,20.943672145539256,69.926,38.3298,35.5225,72.7462,324.1954,3.0876,1.8035,1.8035,3.3534,0.8383,319.0386,3.1904,0,0,0,-1.0,[],[]
