Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TEST,110,39070.0416,1.3138,37412.8192,1.2581,76482.8607,2.5719,3570.0161,0.8837,23641.2287,5.8518,27211.2448,6.7355,3.0699,32750,28632,0,4040,0,78,0,7761,6748,15534,12781,9455,9103,87.42595419847328,761400.2439999396,337426.1360000003,761400.2439999396,144594.5000000421,0.0,0.0,11.79220937348875,33.2612,52.9958,53.9873,31.706,381.9767,3.3215,2.3423,2.3423,4.8151,1.2038,374.8193,3.4074,0,0,0,-1.0,[],[]
ALL,TEST,120,44413.3091,1.3839,42104.2672,1.312,86517.5763,2.6959,4329.9099,0.9068,29809.6547,6.2429,34139.5646,7.1496,3.2728,35700,30850,0,4775,0,75,0,8071,6850,16194,13035,11435,10965,86.41456582633053,838908.0999999294,373217.68800000066,838908.0999999294,158947.00000000146,0.0,0.0,12.385254855009853,40.8527,53.9258,54.4481,39.9158,414.5899,3.3167,2.4188,2.4188,4.9246,1.2312,407.2464,3.3937,0,0,0,-1.0,[],[]
ALL,TEST,130,49199.7396,1.4215,43727.4552,1.2634,92927.1948,2.6849,5589.8082,1.018,35277.913,6.4247,40867.7212,7.4427,3.3364,38750,33168,0,5491,0,91,0,8439,7034,16936,13318,13375,12816,85.59483870967742,898141.2359999086,406541.4640000002,898141.2359999086,166975.19999997725,0.0,0.0,12.65400114564348,48.3249,54.3298,55.112,47.8999,433.9767,3.2146,2.4215,2.4215,4.9531,1.2383,426.6021,3.2816,0,0,0,-1.0,[],[]
ALL,TEST,140,54336.9099,1.5143,50889.0944,1.4182,105226.0042,2.9325,7888.2112,1.0835,56873.9591,7.8124,64762.1704,8.8959,3.9383,41700,34302,0,7280,0,118,0,9187,7264,18185,13359,14328,13679,82.2589928057554,973293.8759999173,445188.21199999965,973293.8759999173,181255.1499999407,0.0,0.0,12.547105888437875,54.6628,57.3911,59.6843,54.3912,466.4185,3.2167,2.5061,2.5061,5.2729,1.3182,458.6394,3.276,0,0,0,-1.0,[],[]
ALL,TEST,150,59800.5338,1.5626,52231.3443,1.3648,112031.8781,2.9274,8445.915,1.068,61682.5688,7.8,70128.4838,8.868,3.9447,44650,36604,0,7908,0,138,0,9214,7090,18488,13359,16948,16155,81.97984322508398,1065986.6599999024,489413.0119999982,1065986.6599999024,196083.39999989988,0.0,0.0,13.024290338449694,58.5895,58.0371,59.8559,58.5394,502.343,3.2409,2.5805,2.5805,5.363,1.3408,494.3995,3.296,0,0,0,-1.0,[],[]
ALL,TEST,160,64884.4159,1.6129,53774.0348,1.3367,118658.4506,2.9496,11377.9282,1.273,74171.8176,8.2985,85549.7458,9.5715,4.1534,47600,38497,0,8938,0,165,0,9282,6876,18447,12778,19871,18843,80.87605042016807,1143962.9639998928,527812.0560000003,1143962.9639998928,210009.14999986615,0.0,0.0,13.437270884264276,65.7797,60.3222,62.5854,65.9697,536.1884,3.2496,2.6449,2.6449,5.5429,1.3857,528.0005,3.3,0,0,0,-1.0,[],[]
ALL,TEST,170,68261.6708,1.5771,56850.5296,1.3134,125112.2005,2.8905,11155.7773,1.2332,74492.7803,8.2349,85648.5577,9.4681,4.0275,50650,41435,0,9046,0,169,0,9672,7224,19095,13361,21883,20850,81.80651530108588,1196942.3079999026,550807.512000002,1196942.3079999026,218353.09999983924,0.0,0.0,13.39005076855053,65.904,59.804,63.074,66.0748,554.5824,3.169,2.6069,2.6069,5.5739,1.3935,546.4016,3.2141,0,0,0,-1.0,[],[]
ALL,TEST,180,73817.4856,1.655,61881.4776,1.3874,135698.9631,3.0424,13598.7943,1.2732,104534.8106,9.787,118133.6048,11.0602,4.5914,53600,42721,0,10681,0,198,0,9906,6951,19407,12725,24287,23045,79.70335820895522,1323431.3399999142,625300.4080000028,1323431.3399999142,232370.29999980135,0.0,0.0,13.742966232197867,68.3249,63.3661,66.2108,68.4491,593.8812,3.2102,2.8201,2.8201,5.9645,1.4911,585.0966,3.2505,0,0,0,-1.0,[],[]
ALL,TEST,190,79772.3752,1.6815,61624.2974,1.299,141396.6725,2.9805,15106.355,1.3994,105824.99,9.8031,120931.3449,11.2025,4.5046,56550,45555,0,10795,0,200,0,9471,6701,18942,12206,28137,26648,80.55702917771883,1405696.6879998986,664501.6680000012,1405696.6879998986,247017.29999976873,0.0,0.0,13.944531391464087,72.1627,64.8156,68.0874,72.3702,627.8119,3.2195,2.8591,2.8591,6.0648,1.5162,618.888,3.2573,0,0,0,-1.0,[],[]
ALL,TEST,200,84831.3907,1.7198,65437.6899,1.3267,150269.0806,3.0465,16057.5236,1.3345,122749.2218,10.201,138806.7454,11.5355,4.7113,59500,47248,0,12033,0,219,0,9784,6650,20156,12659,29560,27939,79.40840336134454,1503624.6999998614,719407.2920000006,1503624.6999998614,262133.6499997361,0.0,0.0,14.106002910685282,74.3969,66.7653,68.5824,74.6543,660.7873,3.2234,2.945,2.945,6.0716,1.5179,651.7707,3.2589,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,10,2629.7125,0.8685,238.4,0.0787,2868.1125,0.9472,446.26,12.0611,505.4004,13.6595,951.6603,25.7205,1.2463,3050,3009,0,37,0,4,0,1192,1183,698,688,1160,1138,98.65573770491804,7485.543999999976,4182.435999999988,7485.543999999976,7100.500000000377,0.0,0.0,19.55213578274505,20.6017,7.3412,1.3973,35.6147,20.9437,1.3962,0.3174,0.3174,0.111,0.0277,20.5153,2.0515,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,20,7766.9247,1.3133,504.1463,0.0852,8271.071,1.3986,1570.558,10.6841,1367.1617,9.3004,2937.7196,19.9845,1.8493,6000,5847,0,147,0,6,0,1734,1707,1831,1801,2435,2339,97.45,35201.44800000042,17924.103999999992,35201.44800000042,20660.449999998094,0.0,0.0,14.465845517755824,34.4605,17.4186,3.912,46.0635,57.4672,2.2987,0.7968,0.7968,0.3212,0.0803,56.3491,2.8175,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,30,12553.3797,1.4471,1333.814,0.1538,13887.1937,1.6008,3869.2876,10.6592,6675.564,18.39,10544.8516,29.0492,2.7033,8950,8576,0,363,0,11,0,2242,2159,2467,2398,4241,4019,95.82122905027933,80753.11200000263,41784.00399999989,80753.11200000263,33752.39999999704,0.0,0.0,18.388706457511507,45.7857,27.0084,6.0229,55.665,96.046,2.7442,1.2428,1.2428,0.5058,0.1265,94.2974,3.1432,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,40,17691.9623,1.5314,2212.8041,0.1915,19904.7664,1.7229,5540.8944,10.28,8763.4671,16.2588,14304.3615,26.5387,2.8291,11900,11345,0,539,0,16,0,2844,2716,3473,3384,5583,5245,95.33613445378151,125995.7240000026,61440.76800000006,125995.7240000026,47055.750000002634,0.0,0.0,16.40098135580307,48.255,31.2289,10.9691,55.1788,131.6715,2.926,1.4515,1.4515,0.9671,0.2418,129.2529,3.2313,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,50,23130.7085,1.5876,2853.2044,0.1958,25983.9129,1.7834,3806.891,5.9022,3872.3609,6.0037,7679.252,11.9058,2.2125,14950,14280,0,645,0,25,0,3203,3016,4799,4651,6948,6613,95.51839464882943,158233.57199999594,76472.09200000015,158233.57199999594,56330.150000007605,0.0,0.0,16.22448712281576,50.4435,32.4947,16.553,55.5605,157.4797,2.8633,1.4737,1.4737,1.4568,0.3642,154.5493,3.091,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,60,28512.6808,1.638,4112.7842,0.2363,32625.465,1.8743,6053.4124,8.538,12570.8153,17.7303,18624.2277,26.2683,2.829,17900,17158,0,709,0,33,0,3344,3150,5549,5416,9007,8592,95.85474860335195,212269.4839999897,100409.17199999987,212269.4839999897,68879.55000001595,0.0,0.0,18.13032862425762,54.4651,37.0258,20.1222,58.7654,192.6683,2.9641,1.6975,1.6975,1.7796,0.4449,189.1913,3.1532,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,70,33112.6557,1.6483,5946.5542,0.296,39059.2099,1.9443,8679.7162,7.7359,16882.3366,15.0466,25562.0529,22.7826,3.0466,20850,19698,0,1122,0,30,0,3670,3307,6379,6142,10801,10249,94.4748201438849,261822.62399998595,122957.13599999993,261822.62399998595,81682.55000002064,0.0,0.0,17.777741801145854,59.9656,38.8924,24.7679,63.8195,227.7898,3.0372,1.7945,1.7945,2.2294,0.5574,223.7659,3.1967,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,80,39699.6022,1.7316,8698.8363,0.3794,48398.4385,2.111,8722.4961,6.3298,9348.4306,6.7841,18070.9267,13.1139,2.7348,23800,22392,0,1378,0,30,0,4001,3567,7353,7013,12446,11812,94.08403361344538,313311.9119999808,142271.5920000002,313311.9119999808,95665.90000002855,0.0,0.0,17.53197515728566,59.0817,38.8141,31.59,61.7949,267.3073,3.1448,1.8116,1.8116,2.9167,0.7292,262.579,3.2822,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,90,44616.5774,1.727,11629.3891,0.4502,56245.9665,2.1772,7944.5884,5.1355,10232.6401,6.6145,18177.2284,11.75,2.7181,26850,25276,0,1547,0,27,0,4630,4063,7757,7341,14463,13872,94.13780260707635,375396.56799996976,173243.8560000003,375396.56799996976,104735.3500000343,0.0,0.0,17.507461927454408,60.1275,45.3395,35.1355,62.2526,290.2034,3.0548,2.0465,2.0465,3.1696,0.7924,284.9873,3.1665,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,100,50330.3502,1.7764,15370.8658,0.5425,65701.2159,2.3189,12221.4422,6.3653,33083.7933,17.2311,45305.2355,23.5965,3.6693,29800,27838,0,1920,0,42,0,4561,3931,7298,6746,17941,17161,93.41610738255034,386260.2359999589,177650.69200000042,386260.2359999589,115315.40000004228,0.0,0.0,19.29292498457147,59.8938,40.3653,40.4742,61.514,328.181,3.1255,1.8737,1.8737,3.8337,0.9584,322.4736,3.2247,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,110,56422.2183,1.8237,17895.7165,0.5784,74317.9348,2.4022,13033.4334,5.3946,20798.5865,8.6087,33832.0199,14.0033,3.2425,32750,30271,0,2416,0,63,0,5009,4132,7907,7291,19834,18848,92.43053435114504,508493.20799994934,246399.50000000012,508493.20799994934,130276.65000005215,0.0,0.0,18.961827687105465,68.2744,51.4683,39.5661,70.2689,360.9883,3.139,2.3702,2.3702,3.6487,0.9122,354.9694,3.227,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,120,60524.4011,1.8027,23685.4631,0.7055,84209.8642,2.5082,16308.7749,5.7567,41941.5424,14.8046,58250.3173,20.5614,3.913,35700,32814,0,2833,0,53,0,5175,4133,8842,8053,21683,20628,91.91596638655462,618995.2039999276,307769.42399999953,618995.2039999276,140581.00000003848,0.0,0.0,19.0052364990117,71.5053,55.8501,40.1904,73.4624,393.4687,3.1477,2.6399,2.6399,3.7438,0.9359,387.0851,3.2257,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,130,62927.0473,1.7534,21563.5309,0.6009,84490.5781,2.3543,28362.7945,7.8873,76823.774,21.3637,105186.5685,29.251,4.8039,38750,35072,0,3596,0,82,0,5762,4633,8884,8001,24104,22438,90.5083870967742,595156.7239999245,293075.30000000005,595156.7239999245,139258.6000000407,0.0,0.0,20.146450650953085,71.1141,52.5863,42.9155,72.7977,404.1129,2.9934,2.3928,2.3928,3.9304,0.9826,397.7896,3.0599,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,140,66028.0257,1.718,26259.985,0.6833,92288.0107,2.4013,30577.549,7.5148,95610.1529,23.4972,126187.7018,31.012,5.1405,41700,37582,0,4069,0,49,0,5389,4153,9172,8215,27139,25214,90.12470023980815,698142.1039998941,346084.4240000003,698142.1039998941,151091.10000001604,0.0,0.0,20.562008783147757,71.351,56.9668,44.0426,72.8226,441.1745,3.0426,2.673,2.673,4.1061,1.0265,434.3954,3.1028,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,150,72046.1122,1.7961,31950.3766,0.7965,103996.4888,2.5926,38291.0735,7.1572,158762.5796,29.6752,197053.6531,36.8325,6.6219,44650,39223,0,5350,0,77,0,6382,4159,8965,7870,29303,27194,87.8454647256439,750798.8599998855,400738.9319999993,750798.8599998855,161685.09999999887,0.0,0.0,20.883713902203088,65.6531,50.7989,38.4468,67.0274,477.0949,3.078,2.867,2.867,4.3727,1.0932,469.8552,3.1324,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,160,83352.0823,1.953,35546.8055,0.8329,118898.8878,2.7858,31779.769,5.4698,144349.9645,24.8451,176129.7334,30.3149,6.0843,47600,41720,0,5810,0,70,0,6506,3931,9282,7896,31812,29893,87.6470588235294,862974.8599998596,462123.40399999986,862974.8599998596,174802.69999996678,0.0,0.0,21.24859425604218,78.9951,65.3831,46.7528,80.4804,507.1629,3.0737,3.0168,3.0168,4.3191,1.0798,499.827,3.1239,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,170,75260.1771,1.7091,36547.242,0.8299,111807.4192,2.539,51836.7606,6.7487,266558.4813,34.7036,318395.2419,41.4523,8.3184,50650,42909,0,7681,0,60,0,7352,4400,10023,8232,33275,30277,84.71668311944718,860125.5119998594,462615.16399999755,860125.5119998594,172277.44999997807,0.0,0.0,20.615995230955406,55.6263,43.3614,34.6026,56.571,519.2766,2.9673,2.9632,2.9632,4.7937,1.1984,511.5198,3.0089,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,180,82198.8689,1.8233,36386.9925,0.8071,118585.8614,2.6304,43371.3734,4.5876,354002.2519,37.4447,397373.6253,42.0323,9.4609,53600,44065,0,9454,0,81,0,8552,3245,9961,8171,35087,32649,82.21082089552239,980321.299999839,616398.659999999,980321.299999839,186500.14999994577,0.0,0.0,21.564979549695412,62.6612,57.809,38.5447,63.5993,562.2856,3.0394,3.5233,3.5233,4.7563,1.1891,554.0061,3.0778,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,190,92232.6553,1.8793,46155.8056,0.9404,138388.4609,2.8197,46079.1066,5.363,202734.2714,23.5957,248813.378,28.9587,6.714,56550,47881,0,8592,0,77,0,7706,3792,10590,8545,38254,35544,84.67020335985853,1099098.4839998605,618094.6320000006,1099098.4839998605,201283.64999991943,0.0,0.0,20.5432244304026,70.4876,60.7275,42.455,71.5568,593.9063,3.0457,3.5216,3.5216,4.9299,1.2325,585.4548,3.0813,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,87737.0789,1.7739,42740.2357,0.8641,130477.3145,2.638,75846.458,6.7443,494775.0091,43.9956,570621.4671,50.7399,11.5489,59500,48166,0,11246,0,88,0,8868,3878,10892,8632,39740,35656,80.95126050420168,1074775.2719998446,655461.9880000004,1074775.2719998446,188852.54999993133,0.0,0.0,20.402391291659228,59.3966,49.2489,33.3522,60.3493,603.2006,2.9424,3.4692,3.4692,4.7424,1.1856,594.9889,2.9749,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,10,3870.3186,1.2799,133.4,0.0441,4003.7186,1.324,547.5698,13.6892,601.5204,15.038,1149.0902,28.7273,1.6817,3050,3010,0,40,0,0,0,667,663,1030,1027,1353,1320,98.68852459016394,6492.331999999947,2934.1399999999826,6492.331999999947,6552.900000000404,0.0,0.0,21.506681466307025,25.5729,5.3037,1.5609,44.959,20.0393,1.336,0.2398,0.2398,0.1223,0.0306,19.6772,1.9677,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,20,7047.3266,1.1926,342.0654,0.0579,7389.392,1.2505,1664.2028,8.759,3698.3214,19.4648,5362.5242,28.2238,2.0908,6000,5808,0,190,0,2,0,1340,1301,1916,1867,2744,2640,96.8,34487.59600000044,16743.795999999995,34487.59600000044,21176.99999999841,0.0,0.0,16.65467225387153,30.6118,18.1291,4.032,40.5119,58.404,2.3362,0.8391,0.8391,0.3261,0.0815,57.2388,2.8619,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,30,12897.1712,1.4623,756.2741,0.0857,13653.4452,1.548,1348.4966,5.6899,1247.2419,5.2626,2595.7385,10.9525,1.7941,8950,8704,0,237,0,9,0,1825,1757,3176,3112,3949,3835,97.25139664804469,64470.964000001186,28011.74799999998,64470.964000001186,36445.39999999819,0.0,0.0,15.895106476652078,34.0197,20.7609,12.5687,39.5231,100.7979,2.8799,0.9422,0.9422,1.1187,0.2797,98.737,3.2912,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,40,20441.2439,1.7756,1890.303,0.1642,22331.5469,1.9398,4783.2198,8.4809,8936.2232,15.8444,13719.443,24.3253,2.9853,11900,11312,0,564,0,24,0,2547,2467,4463,4366,4890,4479,95.05882352941177,117630.41200000138,55795.64400000001,117630.41200000138,46242.300000003524,0.0,0.0,15.212938274662129,51.9093,27.24,11.3594,59.6955,127.347,2.8299,1.2505,1.2505,0.9658,0.2415,125.1306,3.1283,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,50,25103.9197,1.7157,2152.7686,0.1471,27256.6883,1.8628,4167.9102,7.0883,3245.4829,5.5195,7413.3931,12.6078,2.2779,14950,14328,0,588,0,34,0,2659,2539,4947,4801,7344,6988,95.83946488294315,155105.52399999992,72879.86400000002,155105.52399999992,54666.60000000667,0.0,0.0,17.70068585987594,52.2867,31.0402,15.7998,57.8598,154.8636,2.8157,1.4242,1.4242,1.38,0.345,152.0594,3.0412,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,60,31210.2501,1.784,2858.0357,0.1634,34068.2859,1.9473,4873.7523,7.3733,4426.1003,6.6961,9299.8526,14.0694,2.3886,17900,17211,0,661,0,28,0,2809,2642,4895,4766,10196,9803,96.15083798882682,179152.8560000004,81556.96400000021,179152.8560000004,68538.25000001444,0.0,0.0,18.989781967610888,57.2028,29.7886,21.3366,61.9494,190.9899,2.9383,1.3552,1.3552,1.9178,0.4795,187.7169,3.1286,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,70,35739.6087,1.7746,4436.7936,0.2203,40176.4023,1.9949,6591.3361,6.1429,5889.82,5.4891,12481.1561,11.632,2.4823,20850,19736,0,1073,0,41,0,3144,2855,5182,4974,12524,11907,94.65707434052757,241387.74799999196,112498.0719999997,241387.74799999196,83196.90000002108,0.0,0.0,21.836283406210132,61.5827,36.3312,24.183,65.7458,227.473,3.033,1.6607,1.6607,2.1751,0.5438,223.6372,3.1948,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,80,44414.1697,1.9446,5534.2793,0.2423,49948.449,2.1869,11897.6028,8.8065,11118.6604,8.2299,23016.2632,17.0365,3.0162,23800,22389,0,1351,0,60,0,3506,3181,5097,4888,15197,14320,94.07142857142857,287690.6959999804,136260.50800000018,287690.6959999804,93112.15000003224,0.0,0.0,21.367421813573646,73.4293,36.7099,25.4141,78.1955,258.886,3.0457,1.6905,1.6905,2.3387,0.5847,254.8568,3.1857,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,90,43360.9526,1.6727,7237.8269,0.2792,50598.7795,1.952,8880.4382,6.0329,7533.5385,5.1179,16413.9766,11.1508,2.4463,26850,25320,0,1472,0,58,0,3525,3152,6010,5629,17315,16539,94.30167597765363,342260.57599997224,158963.0920000001,342260.57599997224,106025.95000003283,0.0,0.0,21.701261943709532,69.5318,41.214,31.5289,72.8712,289.8472,3.051,1.9111,1.9111,2.8936,0.7234,285.0425,3.1671,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,100,52051.9034,1.8606,12807.9779,0.4578,64859.8813,2.3184,15936.1104,6.607,45605.2576,18.9077,61541.368,25.5147,4.1596,29800,27308,0,2412,0,80,0,4237,3714,8869,8071,16694,15523,91.63758389261746,392976.7719999662,177581.00400000002,392976.7719999662,115448.30000004102,0.0,0.0,18.743559705061195,55.2961,27.0992,23.8638,57.8616,317.5555,3.0243,1.8833,1.8833,3.2549,0.8137,312.4172,3.1242,0,0,0,-1.0,[],[]
