Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TEST,110,40310.0988,1.3353,35898.2298,1.1892,76208.3286,2.5245,3098.5227,0.8406,18479.7665,5.0135,21578.2892,5.8541,2.8868,32750,28998,0,3686,0,66,0,7670,6685,15500,13048,9580,9265,88.54351145038169,794713.9199999413,333062.612,794713.9199999413,151750.00000001627,0.0,0.0,11.744328322236365,36.4788,50.3479,50.8353,35.3986,395.0662,3.4354,13.0003,13.0003,10.017,2.5042,372.049,3.3823,0,0,0,-1.0,[],[]
ALL,TEST,120,45097.3826,1.4027,40386.8384,1.2562,85484.221,2.6589,4206.6674,0.892,28062.306,5.9504,32268.9734,6.8424,3.1941,35700,30896,0,4716,0,88,0,8166,6988,16575,13393,10959,10515,86.54341736694678,821676.2479999328,362489.0800000002,821676.2479999328,159029.45000000054,0.0,0.0,12.04552531818669,43.7551,53.1027,54.4351,43.032,411.3628,3.2909,2.3343,2.3343,4.8262,1.2065,404.2022,3.3684,0,0,0,-1.0,[],[]
ALL,TEST,130,48691.7427,1.4171,44556.1764,1.2967,93247.9191,2.7139,6301.8289,1.1066,36856.3583,6.4717,43158.1872,7.5783,3.4055,38750,32957,0,5695,0,98,0,8612,7174,17045,13253,13093,12530,85.05032258064516,895609.0839999204,403477.59200000006,895609.0839999204,167004.14999997758,0.0,0.0,12.339786877503485,47.6879,54.3611,56.1111,47.1704,434.6858,3.2199,2.4172,2.4172,5.0488,1.2622,427.2199,3.2863,0,0,0,-1.0,[],[]
ALL,TEST,140,53983.3712,1.5024,50073.6576,1.3936,104057.0288,2.896,7727.7259,1.0557,53645.457,7.3286,61373.1828,8.3843,3.8249,41700,34258,0,7320,0,122,0,9139,7098,17992,13332,14569,13828,82.15347721822542,996833.2599999219,452131.7280000016,996833.2599999219,180926.3999999403,0.0,0.0,12.358441035688628,54.9891,58.3207,59.0353,54.7568,467.4568,3.2238,2.6139,2.6139,5.2547,1.3137,459.5882,3.2828,0,0,0,-1.0,[],[]
ALL,TEST,150,59233.2221,1.5562,52717.0439,1.385,111950.266,2.9413,9676.0379,1.202,66472.2673,8.2574,76148.3053,9.4594,4.0792,44650,36443,0,8050,0,157,0,8935,6856,17761,12589,17954,16998,81.61926091825308,1078320.143999906,495237.9960000016,1078320.143999906,196101.44999990254,0.0,0.0,12.936817126153159,58.6041,59.935,62.9211,58.3975,507.7283,3.2757,2.642,2.642,5.6066,1.4016,499.4797,3.3299,0,0,0,-1.0,[],[]
ALL,TEST,160,64798.9824,1.6251,57160.502,1.4335,121959.4844,3.0585,10492.809,1.1366,81731.4218,8.8531,92224.2308,9.9896,4.3616,47600,38207,0,9232,0,161,0,9312,6831,18324,12472,19964,18904,80.26680672268908,1165172.659999899,540025.9959999992,1165172.659999899,210863.74999986505,0.0,0.0,13.623791184880865,62.9348,61.767,64.9816,62.8617,540.657,3.2767,2.7175,2.7175,5.7889,1.4472,532.1506,3.3259,0,0,0,-1.0,[],[]
ALL,TEST,170,69266.6904,1.6159,57092.3335,1.3319,126359.0239,2.9478,11406.6185,1.2077,84677.5802,8.9653,96084.1987,10.173,4.2524,50650,41024,0,9445,0,181,0,9600,7147,19301,13303,21749,20574,80.99506416584403,1232861.5999999002,567503.9400000025,1232861.5999999002,217993.0499998365,0.0,0.0,13.290808297226906,64.0514,57.687,60.2624,64.2624,555.743,3.1757,2.7348,2.7348,5.6869,1.4217,547.3214,3.2195,0,0,0,-1.0,[],[]
ALL,TEST,180,74455.2066,1.6506,60061.2545,1.3315,134516.4611,2.9821,12452.5161,1.2344,92801.338,9.1992,105253.8541,10.4336,4.344,53600,43309,0,10088,0,203,0,9313,6579,18909,12638,25378,24092,80.80037313432835,1343648.9159998968,642550.9640000012,1343648.9159998968,233625.34999979564,0.0,0.0,13.600029999319448,66.091,63.8134,65.7122,66.1261,595.4572,3.2187,2.8617,2.8617,5.9252,1.4813,586.6703,3.2593,0,0,0,-1.0,[],[]
ALL,TEST,190,79090.652,1.683,60766.6562,1.2931,139857.3082,2.9761,14913.7031,1.3344,109480.807,9.7961,124394.5101,11.1305,4.5428,56550,45142,0,11176,0,232,0,9615,6532,19470,12620,27465,25990,79.82670203359858,1404352.539999879,668829.6639999968,1404352.539999879,246827.34999976907,0.0,0.0,13.972245683303107,71.3052,63.9636,66.8896,71.5245,626.9552,3.2152,2.8606,2.8606,6.031,1.5078,618.0636,3.253,0,0,0,-1.0,[],[]
ALL,TEST,200,86620.3594,1.7533,64233.6355,1.3001,150853.9949,3.0534,16177.0672,1.3604,121631.7483,10.2289,137808.8155,11.5893,4.7093,59500,47410,0,11891,0,199,0,9896,6712,20194,12819,29410,27879,79.68067226890756,1492302.4559999024,715815.3600000002,1492302.4559999024,262411.9499997336,0.0,0.0,14.050261507626091,74.1043,63.9522,66.5783,74.4398,659.7533,3.2183,2.8952,2.8952,6.0668,1.5167,650.7912,3.254,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,10,2668.3062,0.8835,208.6,0.0691,2876.9062,0.9526,634.6099,10.5768,703.9605,11.7327,1338.5704,22.3095,1.3687,3050,2989,0,60,0,1,0,1043,1028,784,771,1223,1190,98.0,7323.979999999956,4014.7759999999826,7323.979999999956,6998.250000000363,0.0,0.0,21.056792184502427,22.8381,7.4291,1.3335,39.7427,20.8753,1.3917,0.3201,0.3201,0.1008,0.0252,20.4544,2.0454,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,20,8807.8072,1.4964,631.6758,0.1073,9439.483,1.6037,1900.9298,13.2009,2131.372,14.8012,4032.3017,28.0021,2.2341,6000,5853,0,144,0,3,0,1850,1836,1330,1316,2820,2701,97.55,39125.63200000055,21179.863999999998,39125.63200000055,20441.49999999802,0.0,0.0,17.46822666490412,37.8246,18.447,2.764,51.1263,56.8173,2.2727,0.8471,0.8471,0.2278,0.057,55.7423,2.7871,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,30,11734.7251,1.3309,1335.4723,0.1515,13070.1974,1.4824,1446.0963,5.605,1737.9725,6.7363,3184.0688,12.3414,1.7911,8950,8685,0,258,0,7,0,2253,2175,2322,2270,4375,4240,97.0391061452514,82189.44400000096,42549.84800000005,82189.44400000096,37038.29999999874,0.0,0.0,16.73893777018535,35.1172,28.5989,6.9464,41.7395,100.4968,2.8713,1.3423,1.3423,0.6039,0.151,98.5506,3.285,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,40,17414.899,1.5009,2151.2721,0.1854,19566.1712,1.6863,4578.9869,9.8262,7624.9769,16.3626,12203.9638,26.1888,2.6324,11900,11414,0,466,0,20,0,2782,2675,3356,3264,5762,5475,95.91596638655462,127332.29600000558,61436.40800000006,127332.29600000558,46961.55000000296,0.0,0.0,17.229297770606642,47.222,30.5338,11.4922,53.8724,132.9041,2.9534,1.4213,1.4213,1.0212,0.2553,130.4617,3.2615,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,50,23948.0287,1.6411,3541.7043,0.2427,27489.733,1.8838,4274.0048,6.7201,3866.8627,6.08,8140.8675,12.8001,2.3397,14950,14300,0,636,0,14,0,3285,3090,4552,4404,7113,6806,95.65217391304348,176230.06399999614,86576.74,176230.06399999614,55222.700000007426,0.0,0.0,16.999454898277566,50.0868,34.7237,14.436,55.3523,155.7245,2.8314,1.6109,1.6109,1.2706,0.3177,152.8429,3.0569,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,60,29065.0504,1.6884,4492.1909,0.2609,33557.2413,1.9493,8020.1399,9.208,7248.7211,8.3223,15268.861,17.5303,2.6997,17900,16983,0,871,0,46,0,3414,3185,5575,5433,8911,8365,94.87709497206704,220683.3199999898,107133.00800000016,220683.3199999898,66975.20000001483,0.0,0.0,18.81050875840072,59.2915,36.944,19.2923,64.3566,189.6838,2.9182,1.6875,1.6875,1.699,0.4247,186.2972,3.105,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,70,33619.0033,1.6852,5913.3698,0.2964,39532.3731,1.9816,10746.2874,8.6316,9662.259,7.7609,20408.5464,16.3924,2.8281,20850,19568,0,1245,0,37,0,3848,3517,7069,6825,9933,9226,93.85131894484412,271607.0119999852,127509.6760000002,271607.0119999852,79819.50000002171,0.0,0.0,16.504551569265583,59.2758,39.944,24.9906,63.0013,224.3598,2.9915,1.8169,1.8169,2.1861,0.5465,220.3567,3.148,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,80,42770.7966,1.8494,7758.8293,0.3355,50529.6258,2.1849,6743.8632,6.3621,6259.6767,5.9054,13003.54,12.2675,2.6267,23800,22699,0,1060,0,41,0,3997,3630,7042,6811,12761,12258,95.37394957983193,313354.8759999787,144939.18800000008,313354.8759999787,96357.65000003172,0.0,0.0,19.367488126431283,65.4225,38.9753,30.8247,68.8566,265.492,3.1234,1.7647,1.7647,2.7743,0.6936,260.953,3.2619,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,90,41592.4968,1.6173,10063.8746,0.3913,51656.3714,2.0086,11529.652,7.0821,17940.8875,11.0202,29470.5395,18.1023,2.9668,26850,25201,0,1628,0,21,0,4331,3756,7621,7258,14898,14187,93.8584729981378,367783.82799997495,171407.56800000023,367783.82799997495,101287.4500000362,0.0,0.0,18.874130368354198,58.6478,41.8074,34.5485,60.7448,288.7822,3.0398,1.9165,1.9165,3.1609,0.7902,283.7048,3.1523,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,100,54986.7063,1.9432,14313.1519,0.5058,69299.8582,2.449,14530.6403,6.8735,16145.5492,7.6374,30676.1895,14.511,3.2875,29800,27628,0,2114,0,58,0,4770,4121,8148,7635,16882,15872,92.71140939597315,432050.9359999537,202621.18400000007,432050.9359999537,112929.65000004365,0.0,0.0,19.58026488138362,63.516,45.213,37.649,65.5455,318.8204,3.0364,2.0379,2.0379,3.3953,0.8488,313.3872,3.1339,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,110,57056.879,1.847,17534.43,0.5676,74591.309,2.4146,16046.6189,6.4033,27497.5658,10.9727,43544.1847,17.376,3.5372,32750,30196,0,2506,0,48,0,4832,4045,8256,7577,19662,18574,92.20152671755726,487618.0759999396,233001.69599999994,487618.0759999396,124466.20000005142,0.0,0.0,19.993842933730487,65.082,44.8031,40.0182,66.9082,355.6602,3.0927,2.0817,2.0817,3.7424,0.9356,349.8361,3.1803,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,120,58292.8392,1.7453,19892.2561,0.5956,78185.0952,2.3409,24532.4958,8.2186,69354.8026,23.2344,93887.2984,31.453,4.7293,35700,32664,0,2985,0,51,0,5089,4144,8406,7721,22205,20799,91.49579831932773,559763.8519999248,272854.4160000005,559763.8519999248,134964.30000004705,0.0,0.0,19.93389648150721,70.789,51.7063,40.5262,72.7353,386.26,3.0901,2.4085,2.4085,3.7628,0.9407,380.0888,3.1674,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,130,65468.3,1.83,25253.8771,0.7059,90722.1771,2.5359,19644.8379,5.4088,67945.9123,18.7076,87590.7502,24.1164,4.5249,38750,35056,0,3632,0,62,0,5440,3874,8189,7333,25121,23849,90.46709677419355,609890.8039999194,313519.09200000047,609890.8039999194,146297.2000000253,0.0,0.0,21.331964743392952,74.1009,55.8135,40.5824,76.0542,411.9752,3.0517,2.6149,2.6149,3.792,0.948,405.5683,3.1198,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,140,69888.5904,1.8106,27910.4568,0.7231,97799.0473,2.5337,24873.7631,6.5926,73199.0659,19.4008,98072.829,25.9933,4.6226,41700,37882,0,3773,0,45,0,5444,4065,8614,7707,27642,26110,90.8441247002398,697901.9679999052,350764.3760000013,697901.9679999052,155990.55000000447,0.0,0.0,20.371783826817847,71.5467,57.1214,44.9918,72.9829,445.944,3.0755,2.6873,2.6873,4.2282,1.057,439.0285,3.1359,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,150,73150.2524,1.8063,28269.1001,0.698,101419.3525,2.5043,40642.9157,8.3524,257820.0547,52.984,298462.9704,61.3364,8.815,44650,39706,0,4866,0,78,0,5935,4228,9004,7855,29711,27623,88.92721164613661,760667.4759998946,393066.42400000064,760667.4759998946,162951.99999999817,0.0,0.0,21.00891151063678,40.8507,22.143,16.9187,42.1222,476.2102,3.0723,2.8162,2.8162,4.3074,1.0769,469.0866,3.1272,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,160,75493.5686,1.7593,33312.8829,0.7763,108806.4515,2.5356,46339.4578,8.002,183759.1072,31.7318,230098.565,39.7338,6.9587,47600,41749,0,5791,0,60,0,6477,4720,10126,8739,30997,28290,87.70798319327731,880638.3479998833,451930.9559999992,880638.3479998833,170061.2999999888,0.0,0.0,19.307472482102202,69.6682,58.9856,43.5996,70.8656,501.4066,3.0388,3.0441,3.0441,4.4557,1.1139,493.9068,3.0869,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,170,79878.7777,1.7626,37098.9812,0.8186,116977.7589,2.5812,48155.527,7.6328,288815.1759,45.7783,336970.7029,53.4111,8.7927,50650,44275,0,6309,0,66,0,6883,4590,9327,7899,34440,31786,87.41362290227049,916641.1399998602,506926.54800000176,916641.1399998602,172549.74999996836,0.0,0.0,20.493094828004004,56.5892,43.5362,30.4972,57.7404,521.6801,2.981,3.1989,3.1989,4.5017,1.1254,513.9795,3.0234,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,180,76469.0253,1.6389,35406.8927,0.7588,111875.918,2.3977,69735.1282,8.5407,332868.8929,40.7678,402604.021,49.3085,9.3842,53600,45352,0,8165,0,83,0,7590,4968,10345,8546,35665,31838,84.61194029850746,887881.4319998774,472466.172,887881.4319998774,174988.69999997775,0.0,0.0,19.366708564443762,60.275,46.1198,35.6598,61.3178,538.6456,2.9116,2.9118,2.9118,4.5643,1.1411,531.1694,2.9509,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,190,87868.3613,1.8542,39343.2055,0.8302,127211.5668,2.6844,54000.5788,5.2566,320337.857,31.1825,374338.4358,36.4391,8.698,56550,46202,0,10273,0,75,0,8800,3565,10852,8765,36898,33872,81.70114942528735,984585.6919998355,592477.9800000001,984585.6919998355,191891.74999994028,0.0,0.0,20.3832693682264,70.1753,60.6729,43.228,71.2041,584.9143,2.9996,3.3826,3.3826,4.871,1.2178,576.6607,3.0351,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,85469.5465,1.7953,41684.5081,0.8756,127154.0546,2.6709,89246.707,6.8299,627517.6418,48.0231,716764.3488,54.853,13.9091,59500,46330,0,13067,0,103,0,9884,3878,11819,9152,37797,33300,77.8655462184874,1019337.7279998217,612918.439999999,1019337.7279998217,178838.59999994535,0.0,0.0,19.439517441237403,57.8468,44.2477,32.3546,58.8098,588.5104,2.8708,3.1715,3.1715,4.7453,1.1863,580.5936,2.903,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,10,2679.9977,0.8886,159.3001,0.0528,2839.2978,0.9414,499.3902,7.0337,826.8308,11.6455,1326.221,18.6792,1.3494,3050,2979,0,71,0,0,0,780,765,698,678,1572,1536,97.67213114754098,6847.579999999966,3724.0799999999913,6847.579999999966,7650.900000000294,0.0,0.0,24.002694514084798,20.9039,7.9867,1.0092,36.3199,21.434,1.4289,0.3627,0.3627,0.0713,0.0178,21,2.1,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,20,7934.1243,1.3473,392.1879,0.0666,8326.3121,1.4139,1398.19,8.8493,1999.3917,12.6544,3397.5817,21.5037,1.9388,6000,5828,0,158,0,14,0,1370,1342,2024,1999,2606,2487,97.13333333333334,29749.384000000173,13186.407999999994,29749.384000000173,20981.249999998217,0.0,0.0,15.720862771591902,39.4931,13.9726,5.2188,53.0445,57.6,2.304,0.6389,0.6389,0.4444,0.1111,56.5167,2.8258,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,30,12929.6436,1.4865,766.0353,0.0881,13695.6789,1.5746,2700.1633,7.6061,7873.1532,22.1779,10573.3165,29.784,2.6808,8950,8590,0,355,0,5,0,1726,1646,2790,2713,4434,4231,95.97765363128492,67215.77600000193,30833.623999999978,67215.77600000193,35700.44999999785,0.0,0.0,19.91717568208796,42.0957,21.7809,10.8259,50.1732,100.4277,2.8694,1.001,1.001,0.9622,0.2405,98.4645,3.2822,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,40,20510.1728,1.7979,2218.4901,0.1945,22728.6629,1.9923,5721.7017,8.6561,8192.9177,12.3947,13914.6193,21.0509,3.0361,11900,11201,0,661,0,38,0,2305,2214,4087,3970,5508,5017,94.12605042016807,120939.1480000029,56852.63200000005,120939.1480000029,46299.35000000237,0.0,0.0,16.055734090214063,50.0154,29.8877,11.7671,57.2287,129.8484,2.8855,1.3866,1.3866,1.0113,0.2528,127.4506,3.1863,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,50,25383.6823,1.7546,2225.9542,0.1539,27609.6365,1.9085,4570.7528,6.3045,5983.8686,8.2536,10554.6214,14.5581,2.5121,14950,14199,0,725,0,26,0,2537,2416,5025,4882,7388,6901,94.97658862876254,147804.7679999991,68158.76,147804.7679999991,55737.75000000698,0.0,0.0,16.891050967901712,48.321,30.256,16.2015,53.2058,154.1797,2.8033,1.3911,1.3911,1.4101,0.3525,151.3786,3.0276,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,60,32606.2407,1.8765,3507.349,0.2019,36113.5897,2.0784,6606.4742,8.7042,6279.2557,8.2731,12885.7299,16.9772,2.7019,17900,17108,0,759,0,33,0,3050,2894,5467,5339,9383,8875,95.57541899441341,195061.22399999332,90758.03600000002,195061.22399999332,66442.45000001487,0.0,0.0,18.60866637285127,59.4821,33.5302,18.6506,64.7399,186.7576,2.8732,1.5334,1.5334,1.6423,0.4106,183.5819,3.0597,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,70,36817.1687,1.8343,3836.6869,0.1912,40653.8556,2.0255,7117.3343,6.7913,13184.5656,12.5807,20301.8998,19.372,2.8863,20850,19776,0,1048,0,26,0,2818,2571,4543,4382,13489,12823,94.84892086330935,211324.09599999426,97176.79200000018,211324.09599999426,83708.400000021,0.0,0.0,21.377085440909227,62.5166,30.2628,23.9975,66.953,227.9522,3.0394,1.4654,1.4654,2.3329,0.5832,224.154,3.2022,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,80,42629.7291,1.8392,5177.068,0.2234,47806.7971,2.0626,6498.1384,6.6991,3533.0662,3.6423,10031.2046,10.3414,2.3951,23800,22776,0,970,0,54,0,3394,3079,5227,4993,15179,14704,95.69747899159664,277329.9599999863,128028.04000000002,277329.9599999863,99814.05000002828,0.0,0.0,21.300806353025028,74.5274,38.4158,27.6449,79.1865,266.0958,3.1305,1.7519,1.7519,2.5026,0.6256,261.8413,3.273,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,90,48687.7424,1.8814,6744.5682,0.2606,55432.3106,2.142,11782.093,8.1088,8350.709,5.7472,20132.8021,13.856,2.7647,26850,25340,0,1453,0,57,0,3826,3494,5895,5596,17129,16250,94.37616387337057,332991.6759999704,157007.75600000037,332991.6759999704,98191.95000003978,0.0,0.0,22.86407936371878,73.1538,37.5108,26.9417,77.237,277.2031,2.9179,1.7481,1.7481,2.495,0.6237,272.96,3.0329,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,100,53603.5195,1.8783,9971.677,0.3494,63575.1964,2.2277,11529.2967,6.3209,10961.5597,6.0096,22490.8564,12.3305,2.8347,29800,27912,0,1824,0,64,0,4201,3654,7642,7180,17957,17078,93.66442953020135,422788.64799996186,195893.9360000001,422788.64799996186,112155.15000004724,0.0,0.0,19.502588975420693,71.1574,42.7869,33.4127,74.1466,317.1348,3.0203,1.961,1.961,3.0398,0.76,312.134,3.1213,0,0,0,-1.0,[],[]
