Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_EMPTY,110,62127.9373,1.9612,12035.8738,0.3799,74163.8111,2.3412,8990.8857,5.8573,9890.6653,6.4434,18881.551,12.3007,2.8015,32750,31170,0,1535,0,45,0,4094,3572,6607,6247,22049,21351,95.17557251908397,462947.67599995463,217807.76799999995,462947.67599995463,132399.30000004722,0.0,0.0,22.18166618072641,76.6457,46.7265,38.2047,79.4287,360.2532,3.1326,2.1378,2.1378,3.5157,0.8789,354.5997,3.2236,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,120,67955.2777,1.9898,15659.029,0.4585,83614.3066,2.4483,10249.2653,4.9204,13758.3533,6.6051,24007.6186,11.5255,2.9701,35700,33538,0,2083,0,79,0,4405,3587,6411,5969,24884,23982,93.94397759103641,536121.6119999458,263529.3640000002,536121.6119999458,145028.10000002716,0.0,0.0,21.37899466017464,82.003,50.7744,33.5106,85.1308,387.0634,3.0965,2.3601,2.3601,3.0991,0.7748,381.6042,3.18,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,130,72358.1343,1.9629,18725.7981,0.508,91083.9324,2.4709,12033.7345,4.7639,18804.0253,7.4442,30837.7598,12.2081,3.0953,38750,36134,0,2526,0,90,0,4769,3796,6809,6244,27172,26094,93.24903225806452,603224.4719999294,306141.6599999998,603224.4719999294,151927.70000001322,0.0,0.0,21.98180811155114,78.7504,52.6117,36.9094,81.2312,411.8053,3.0504,2.477,2.477,3.4689,0.8672,405.8594,3.122,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,140,78942.8628,1.9954,21582.7862,0.5455,100525.6491,2.541,15514.2773,5.5687,21242.4966,7.6247,36756.7739,13.1934,3.2418,41700,38806,0,2786,0,108,0,4691,3734,7235,6555,29774,28517,93.0599520383693,653765.1639999175,325448.1880000002,653765.1639999175,163784.39999999563,0.0,0.0,20.982967103156593,81.9745,52.145,40.8397,84.2884,445.2066,3.0704,2.4645,2.4645,3.8715,0.9679,438.8706,3.1348,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,150,82903.3141,1.9878,25431.7883,0.6098,108335.1024,2.5975,18047.5171,4.8738,27372.7477,7.392,45420.2647,12.2658,3.3859,44650,40830,0,3703,0,117,0,5441,4094,8226,7138,30983,29598,91.44456886898097,767550.4679999104,383396.0560000004,767550.4679999104,174943.74999997584,0.0,0.0,21.00875699973298,81.6106,58.0281,45.5889,83.4736,483.3967,3.1187,2.7192,2.7192,4.2799,1.07,476.3977,3.176,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,160,88853.8223,2.0066,26317.9306,0.5943,115171.7529,2.6009,20330.5447,4.768,48711.4491,11.4239,69041.9938,16.1918,3.7947,47600,43204,0,4264,0,132,0,5830,4110,8599,7623,33171,31471,90.76470588235294,830848.6439998744,435719.43999999994,830848.6439998744,184228.5499999594,0.0,0.0,20.26073958736089,85.8085,60.3611,42.1259,87.8937,508.5296,3.082,2.8678,2.8678,3.993,0.9982,501.6689,3.1354,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,170,94034.8819,1.9974,30917.2079,0.6567,124952.0898,2.6541,19423.1084,4.2877,41634.5426,9.1908,61057.651,13.4785,3.6042,50650,45988,0,4530,0,132,0,5644,4062,9015,7652,35991,34274,90.79565646594274,914589.2079998711,471167.9319999986,914589.2079998711,196656.29999992988,0.0,0.0,21.43505681196119,83.2278,62.984,47.5051,84.8272,534.814,3.0561,2.97,2.97,4.4437,1.1109,527.4003,3.1024,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,180,105917.111,2.141,34076.7028,0.6888,139993.8138,2.8298,20907.6113,4.1173,57741.1137,11.3708,78648.725,15.4881,4.0082,53600,48372,0,5078,0,150,0,6305,4081,8369,7071,38926,37220,90.24626865671642,926183.8039998658,494180.65199999954,926183.8039998658,206848.1999999086,0.0,0.0,21.336023665815095,85.0898,60.3458,44.7993,86.8112,563.324,3.045,2.9518,2.9518,4.435,1.1088,555.9372,3.0885,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,190,108447.5395,2.0771,36692.5156,0.7028,145140.0551,2.7798,22156.5677,4.0587,59065.624,10.8199,81222.1916,14.8786,3.9251,56550,50986,0,5459,0,105,0,6092,4074,9368,7678,41090,39234,90.16091954022988,1023908.867999845,529496.1719999985,1023908.867999845,223881.7999998952,0.0,0.0,20.726340306507527,88.7715,67.9811,49.6138,90.3278,599.3187,3.0734,3.1578,3.1578,4.6084,1.1521,591.5525,3.1134,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,200,111167.9192,2.0516,36478.5688,0.6732,147646.488,2.7248,33607.7269,5.2463,85126.6821,13.2886,118734.4091,18.5349,4.3962,59500,52950,0,6406,0,144,0,6462,3953,9327,7808,43711,41189,88.99159663865547,1050560.875999843,567112.28,1050560.875999843,230519.69999989154,0.0,0.0,21.48816179065755,87.227,66.9767,49.2325,88.6622,625.8377,3.0529,3.1282,3.1282,4.6131,1.1533,618.0965,3.0905,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,10,3821.5996,1.2538,244.2,0.0801,4065.7996,1.3339,9.351,0.7793,1,0.0833,10.351,0.8626,1.3321,3050,3036,0,12,0,2,0,1221,1216,529,523,1300,1297,99.54098360655738,4731.763999999972,2173.803999999985,4731.763999999972,7338.200000000356,0.0,0.0,19.82412542417909,20.046,4.1751,2.692,34.2605,21.0097,1.4006,0.1673,0.1673,0.2479,0.062,20.5945,2.0594,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,20,8049.4231,1.3436,509.4104,0.085,8558.8335,1.4286,90.0595,1.7319,4.4,0.0846,94.4595,1.8165,1.432,6000,5943,0,52,0,5,0,1822,1800,1637,1619,2541,2524,99.05,32844.02000000022,15472.57199999998,32844.02000000022,21638.949999997694,0.0,0.0,17.89121617458128,29.5904,14.0926,6.5066,38.5765,59.968,2.3987,0.63,0.63,0.5825,0.1456,58.7555,2.9378,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,30,14258.0739,1.6135,441.2091,0.0499,14699.283,1.6634,1390.2025,6.62,562.2506,2.6774,1952.4531,9.2974,1.8406,8950,8735,0,210,0,5,0,1362,1325,3429,3397,4159,4013,97.59776536312849,55406.936000001515,21654.068000000014,55406.936000001515,36291.54999999825,0.0,0.0,17.60461435891902,44.1712,16.1304,13.1371,52.6255,100.1529,2.8615,0.7522,0.7522,1.1994,0.2999,98.2013,3.2734,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,40,18856.3199,1.6183,1557.9724,0.1337,20414.2922,1.752,3932.5831,8.1252,2323.1136,4.7998,6255.6968,12.925,2.1976,11900,11411,0,484,0,5,0,2101,2026,6078,5907,3721,3478,95.89075630252101,119972.78399999956,52611.07199999999,119972.78399999956,46856.60000000485,0.0,0.0,13.340071158977118,49.1289,22.9543,15.5743,55.8119,132.2802,2.9396,1.1352,1.1352,1.4285,0.3571,129.7164,3.2429,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,50,23439.2425,1.5863,2227.5443,0.1508,25666.7868,1.7371,1579.2645,3.5569,151.1817,0.3405,1730.4463,3.8974,1.8001,14950,14488,0,444,0,18,0,2751,2647,5672,5507,6527,6334,96.90969899665552,136699.3679999986,58759.07999999996,136699.3679999986,58089.25000000811,0.0,0.0,15.339615297263894,51.0881,24.9881,21.2857,55.9318,160.1254,2.9114,1.1259,1.1259,1.8901,0.4725,157.1094,3.1422,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,60,28541.9795,1.6314,3274.5561,0.1872,31816.5356,1.8186,3347.7671,5.0116,1647.7256,2.4667,4995.4927,7.4783,2.0268,17900,17209,0,668,0,23,0,3587,3338,5644,5457,8669,8414,96.13966480446928,171556.91200000062,78243.36400000009,171556.91200000062,71550.10000001555,0.0,0.0,17.23932328506648,57.1541,27.5213,24.7966,61.5725,195.5048,3.0078,1.2468,1.2468,2.3006,0.5752,191.9574,3.1993,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,70,37533.0451,1.8348,5568.4448,0.2722,43101.4899,2.107,4889.4432,6.459,2354.8694,3.1108,7244.3126,9.5698,2.3733,20850,20068,0,757,0,25,0,3748,3524,6663,6508,10439,10036,96.24940047961631,247394.04399998998,109199.34000000003,247394.04399998998,82522.8000000265,0.0,0.0,17.884915176934268,63.9318,31.7352,28.024,68.1181,228.7322,3.0498,1.4496,1.4496,2.564,0.641,224.7186,3.2103,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,80,43092.9176,1.8592,7049.4126,0.3041,50142.3302,2.1634,5093.0645,4.8093,2041.3226,1.9276,7134.3871,6.7369,2.3632,23800,22698,0,1059,0,43,0,4590,4310,6151,5903,13059,12485,95.36974789915966,275888.95999998116,122348.59200000031,275888.95999998116,100760.85000003195,0.0,0.0,19.34930060941226,64.4419,33.1805,36.7618,67.3999,274.1771,3.2256,1.4917,1.4917,3.4448,0.8612,269.2406,3.3655,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,90,46124.1408,1.7608,11785.7139,0.4499,57909.8547,2.2107,3595.3912,3.1539,2690.3546,2.36,6285.7458,5.5138,2.3485,26850,25678,0,1140,0,32,0,3863,3511,8240,7878,14747,14289,95.63500931098696,381161.09199996555,169199.8279999999,381161.09199996555,107078.30000004076,0.0,0.0,17.962607987648802,59.3283,41.2615,39.1271,61.1593,297.9325,3.1361,1.9031,1.9031,3.6239,0.906,292.4055,3.249,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,100,54077.4525,1.8694,11553.3834,0.3994,65630.8359,2.2688,5549.7385,4.0717,7550.6217,5.5397,13100.3601,9.6114,2.5992,29800,28415,0,1363,0,22,0,3804,3316,5824,5485,20172,19614,95.35234899328859,371870.83199995983,171984.8800000001,371870.83199995983,121076.30000004492,0.0,0.0,21.27157105155615,64.7601,40.7727,41.7797,66.692,335.8636,3.1987,1.8773,1.8773,3.9546,0.9886,330.0317,3.3003,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,110,62702.9771,1.9732,13566.4604,0.4269,76269.4375,2.4001,5992.915,4.3084,7290.0231,5.2409,13282.9381,9.5492,2.6999,32750,31317,0,1391,0,42,0,3699,3246,5939,5564,23112,22507,95.62442748091603,474644.5959999576,222990.7199999998,474644.5959999576,134672.80000004012,0.0,0.0,20.867379791688148,66.3961,45.1301,44.9182,68.02,372.234,3.2368,2.1065,2.1065,4.2682,1.067,365.8593,3.326,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,120,68088.0645,1.9713,13362.8866,0.3869,81450.9512,2.3582,7276.3449,4.0402,5237.0064,2.9078,12513.3513,6.948,2.5856,35700,33836,0,1801,0,63,0,4465,3919,6628,6169,24607,23748,94.77871148459384,520476.0959999504,245355.25200000042,520476.0959999504,148454.20000001675,0.0,0.0,20.84129402261868,80.656,46.069,40.3715,83.3744,395.532,3.1643,2.1341,2.1341,3.7832,0.9458,389.6148,3.2468,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,130,68670.3127,1.8715,20235.6169,0.5515,88905.9296,2.423,8688.9533,3.121,17926.5615,6.4391,26615.5148,9.5602,2.9263,38750,35875,0,2784,0,91,0,5698,4579,8020,7179,25032,24117,92.58064516129032,601189.303999922,288974.8159999992,601189.303999922,157384.45000000554,0.0,0.0,20.559358059590238,75.21,51.8298,44.1521,77.1025,420.9458,3.1181,2.4063,2.4063,4.1452,1.0363,414.3943,3.1876,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,140,76370.3246,1.9311,22604.0492,0.5716,98974.3738,2.5027,10582.2156,3.6018,16051.2589,5.4633,26633.4745,9.0652,2.9565,41700,38680,0,2938,0,82,0,4965,4005,10040,8925,26695,25750,92.75779376498801,698892.5959998963,336794.4640000009,698892.5959998963,170009.5999999871,0.0,0.0,19.94533768163003,78.7904,53.6673,46.025,80.6498,449.9715,3.1033,2.5139,2.5139,4.2552,1.0638,443.2024,3.1657,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,150,85705.0655,2.0196,23300.8545,0.5491,109005.92,2.5687,10406.9425,3.5738,20378.994,6.9983,30785.9366,10.5721,3.0826,44650,41647,0,2912,0,91,0,4858,3774,8259,7318,31533,30555,93.27435610302352,760574.6039998959,383580.7560000003,760574.6039998959,182613.74999995664,0.0,0.0,21.08397535250955,83.726,54.8591,43.5128,85.834,486.9054,3.1413,2.6656,2.6656,4.2069,1.0517,480.0329,3.2002,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,160,88994.3837,2.0159,33443.7827,0.7576,122438.1663,2.7735,12818.3149,3.0125,39333.764,9.2441,52152.0789,12.2567,3.6072,47600,43253,0,4255,0,92,0,5717,4107,10243,8651,31640,30495,90.86764705882354,881896.259999866,449887.3400000009,881896.259999866,197359.0999999356,0.0,0.0,20.979814266602958,81.5752,65.6787,51.0933,83.0109,523.9766,3.1756,3.0526,3.0526,4.7027,1.1757,516.2213,3.2264,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,170,92535.1693,1.9785,36341.3457,0.777,128876.515,2.7555,13519.9069,2.7739,49105.8713,10.0751,62625.7782,12.8489,3.7081,50650,45681,0,4874,0,95,0,6357,4353,10539,8876,33754,32452,90.18953603158934,953312.5519998804,486831.28399999975,953312.5519998804,201130.69999991634,0.0,0.0,19.53881817981392,77.2878,58.2085,48.9848,78.5848,544.749,3.1129,2.971,2.971,5.0004,1.2501,536.7776,3.1575,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,180,107672.4417,2.1558,29243.2208,0.5855,136915.6625,2.7413,17895.8225,3.8519,44563.0739,9.5917,62458.8964,13.4436,3.6521,53600,48834,0,4646,0,120,0,5845,4403,10534,8594,37221,35837,91.10820895522389,877539.2839998824,424794.39600000106,877539.2839998824,209863.09999990807,0.0,0.0,20.38248621141195,86.3446,53.5767,51.58,87.9356,563.4415,3.0456,2.5263,2.5263,4.8744,1.2186,556.0408,3.0891,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,190,105726.35,2.0558,35348.6074,0.6873,141074.9574,2.7431,31426.1752,5.0975,71202.9012,11.5495,102629.0764,16.6471,4.2314,56550,50249,0,6165,0,136,0,6489,4176,9986,8254,40075,37819,88.85764809902741,1024179.7799998771,537126.4440000004,1024179.7799998771,210109.9499999057,0.0,0.0,20.227930799665383,87.2832,64.5483,50.0693,88.7884,590.8253,3.0299,3.0078,3.0078,4.674,1.1685,583.1435,3.0692,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,200,110055.052,2.0382,37159.5896,0.6882,147214.6417,2.7264,36811.3592,5.491,94352.327,14.074,131163.6862,19.565,4.5861,59500,52660,0,6704,0,136,0,6785,4302,9800,8073,42915,40285,88.50420168067227,1032824.363999853,542415.9560000004,1032824.363999853,227542.74999989814,0.0,0.0,20.824312304143945,87.0391,63.6738,51.2266,88.4276,626.359,3.0554,3.0516,3.0516,4.9401,1.235,618.3672,3.0918,0,0,0,-1.0,[],[]
