Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_DISABLED,130,63260.9795,1.7638,24980.0864,0.6965,88241.0659,2.4603,23284.1582,6.3583,39736.0505,10.8509,63020.2087,17.2092,3.8267,38750,35034,0,3662,0,54,0,5476,4251,9020,8093,24254,22690,90.41032258064516,637800.3399999068,319402.92000000004,637800.3399999068,145833.95000002996,0.0,0.0,20.763235729289317,71.7378,57.1047,43.566,73.3701,413.6669,3.0642,2.6295,2.6295,3.9894,0.9974,407.048,3.1311,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,140,69027.3168,1.8131,26668.0885,0.7005,95695.4053,2.5136,31508.6399,7.2119,101680.2538,23.2731,133188.8937,30.485,5.3931,41700,37241,0,4369,0,90,0,5941,4409,9599,8561,26160,24271,89.30695443645084,734954.7599998958,371530.33999999997,734954.7599998958,148628.9000000271,0.0,0.0,19.390222183094963,68.6726,53.7377,41.0545,70.1656,435.6102,3.0042,2.6609,2.6609,4.0406,1.0102,428.9087,3.0636,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,150,77797.3567,1.9327,31473.8745,0.7819,109271.2312,2.7146,26147.8973,5.107,110696.4754,21.6204,136844.3727,26.7274,5.4243,44650,39479,0,5120,0,51,0,6196,3828,8807,7596,29647,28055,88.41881298992162,771396.3479999028,415917.3560000009,771396.3479999028,168745.04999998637,0.0,0.0,20.41603365878116,75.8585,65.6828,46.7239,77.2664,481.5885,3.107,3.0365,3.0365,4.3162,1.079,474.2359,3.1616,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,160,76771.3535,1.8175,35163.6829,0.8325,111935.0364,2.6499,40470.2276,6.4783,182547.6765,29.2217,223017.904,35.7,6.908,47600,41266,0,6247,0,87,0,6903,4423,10063,8543,30634,28300,86.69327731092437,877017.9519998843,456511.2919999989,877017.9519998843,171430.8499999766,0.0,0.0,19.709072307506673,68.6907,56.0425,43.4713,69.8732,506.6508,3.0706,3.0181,3.0181,4.7089,1.1772,498.9238,3.1183,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,170,78297.4856,1.7591,35380.3462,0.7949,113677.8318,2.5539,48842.4518,6.7211,191841.9999,26.3991,240684.4517,33.1202,6.8439,50650,43321,0,7267,0,62,0,7395,4704,10800,9002,32455,29615,85.53010858835142,909082.2479998693,474608.760000001,909082.2479998693,173685.1499999678,0.0,0.0,19.85647821494075,63.7178,49.8394,39.6727,64.7968,517.7174,2.9584,2.9243,2.9243,4.7037,1.1759,510.0894,3.0005,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,180,78748.3709,1.7038,35334.9735,0.7645,114083.3444,2.4684,66671.5357,7.7408,313563.4507,36.4058,380234.9863,44.1466,9.0153,53600,44898,0,8613,0,89,0,7467,4554,10496,8378,35637,31966,83.76492537313433,922533.027999831,491612.0359999996,922533.027999831,177115.6499999582,0.0,0.0,20.237231431299335,63.1968,48.0588,39.4428,64.2168,544.1319,2.9413,2.9478,2.9478,4.8959,1.224,536.2882,2.9794,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,190,88956.1326,1.8002,47415.3147,0.9595,136371.4472,2.7597,54395.1488,6.5442,295058.8848,35.4979,349454.0335,42.0421,8.4159,56550,48155,0,8312,0,83,0,7614,4274,10518,8567,38418,35314,85.15473032714412,1062064.3359998257,571368.0880000013,1062064.3359998257,199820.0499999244,0.0,0.0,21.063318856816927,58.9672,48.5257,35.1004,59.8962,589.9652,3.0255,3.4649,3.4649,5.0194,1.2549,581.4808,3.0604,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,85556.7737,1.7743,35487.1562,0.736,121043.9299,2.5103,62829.7905,5.0466,473992.4276,38.0717,536822.2182,43.1183,10.8435,59500,46974,0,12450,0,76,0,9130,2340,10520,8225,39850,36409,78.94789915966386,1024885.8599998149,690904.2440000009,1024885.8599998149,207763.9999999365,0.0,0.0,21.248265225203472,70.0659,66.6532,43.833,70.9687,633.3129,3.0893,5.1941,5.1941,11.9352,2.9838,616.1836,3.0809,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,10,2938.3245,0.9781,189.1504,0.063,3127.4749,1.0411,956.5398,14.493,1023.8208,15.5124,1980.3606,30.0055,1.6638,3050,2980,0,66,0,4,0,525,514,1467,1454,1058,1012,97.70491803278688,6065.491999999994,2402.811999999997,6065.491999999994,6451.000000000369,0.0,0.0,17.90028187198966,22.5243,4.9274,2.1508,39.0394,19.8542,1.3236,0.2208,0.2208,0.1603,0.0401,19.4731,1.9473,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,20,6967.9508,1.1814,384.3236,0.0652,7352.2744,1.2466,1864.5065,11.6532,3275.9618,20.4748,5140.4683,32.1279,2.0622,6000,5839,0,160,0,1,0,1444,1421,2152,2116,2404,2302,97.31666666666666,36216.43200000056,17651.191999999995,36216.43200000056,20987.999999998123,0.0,0.0,15.403825071777675,30.4596,17.9616,4.1633,40.2665,58.2552,2.3302,0.8297,0.8297,0.3367,0.0842,57.0888,2.8544,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,30,11512.3091,1.3408,1044.7385,0.1217,12557.0477,1.4625,4401.9905,9.4666,7219.6694,15.5262,11621.6599,24.9928,2.6714,8950,8476,0,465,0,9,0,2380,2231,3250,3146,3320,3099,94.70391061452514,73009.75600000056,36543.72400000007,73009.75600000056,33983.249999997206,0.0,0.0,12.55355008173773,41.1972,23.4086,9.8236,49.1574,97.1104,2.7746,1.0491,1.0491,0.8466,0.2116,95.2147,3.1738,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,40,19746.0094,1.7262,1978.3262,0.1729,21724.3356,1.8991,6486.797,10.2965,6196.6162,9.8359,12683.4132,20.1324,2.8509,11900,11255,0,630,0,15,0,2371,2227,3825,3743,5704,5285,94.5798319327731,117411.21600000325,55863.911999999895,117411.21600000325,46604.45000000253,0.0,0.0,17.482816151831912,59.1272,29.0334,10.8638,68.425,130.1485,2.8922,1.3565,1.3565,0.9492,0.2373,127.8428,3.1961,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,50,25324.3433,1.7265,2502.4135,0.1706,27826.7567,1.8971,4570.9251,8.2508,2497.7433,4.5086,7068.6684,12.7593,2.2924,14950,14382,0,554,0,14,0,2493,2352,5245,5117,7212,6913,96.20066889632108,142129.89200000343,64978.76399999995,142129.89200000343,54527.00000000797,0.0,0.0,17.771954166960622,61.1268,26.9318,15.6259,68.3334,153.1064,2.7838,1.246,1.246,1.3724,0.3431,150.488,3.0098,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,60,30249.8968,1.7529,3554.606,0.206,33804.5028,1.9589,6557.8653,7.4861,6206.7718,7.0854,12764.637,14.5715,2.5682,17900,16967,0,876,0,57,0,3056,2836,5657,5481,9187,8650,94.7877094972067,197143.76799999387,92556.98,197143.76799999387,66295.80000001358,0.0,0.0,18.24013891209722,63.9224,31.4826,19.2876,69.7829,187.253,2.8808,1.4497,1.4497,1.7175,0.4294,184.0857,3.0681,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,70,36286.1669,1.7996,4812.8242,0.2387,41098.9911,2.0382,7836.4332,7.5861,4992.4162,4.8329,12828.8494,12.419,2.5441,20850,19767,0,1033,0,50,0,3226,2978,6427,6195,11197,10594,94.80575539568345,251228.2839999858,116109.34400000011,251228.2839999858,82304.25000002111,0.0,0.0,18.6670215372187,60.0124,35.7864,23.7591,64.0419,224.7459,2.9966,1.6854,1.6854,2.1636,0.5409,220.8969,3.1557,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,80,43639.6817,1.8933,7402.9234,0.3212,51042.6051,2.2144,7439.9208,6.3753,5633.1562,4.827,13073.077,11.2023,2.6475,23800,22572,0,1167,0,61,0,3659,3293,7419,7154,12722,12125,94.84033613445378,298776.23599997826,136690.94800000006,298776.23599997826,94803.50000003414,0.0,0.0,18.098356115612106,68.4095,36.0046,27.7615,72.472,259.7985,3.0565,1.6554,1.6554,2.503,0.6257,255.6402,3.1955,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,90,50072.5898,1.9238,6881.6998,0.2644,56954.2896,2.1882,8608.7761,7.0448,5944.6456,4.8647,14553.4217,11.9095,2.6241,26850,25575,0,1222,0,53,0,3712,3389,6102,5838,17036,16348,95.25139664804469,315717.4879999821,144075.98800000013,315717.4879999821,102476.05000003826,0.0,0.0,21.110281598263164,69.3658,35.4616,31.3544,72.8093,282.4521,2.9732,1.6246,1.6246,2.8997,0.7249,277.9278,3.0881,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,100,55052.3614,1.9227,11326.4939,0.3956,66378.8553,2.3183,10640.2045,6.3072,9832.4087,5.8283,20472.6131,12.1355,2.8645,29800,28059,0,1687,0,54,0,4034,3520,8271,7833,17495,16706,94.15771812080537,425783.3479999651,199516.3120000003,425783.3479999651,115617.05000004632,0.0,0.0,19.312347448707715,71.0887,44.46,33.6508,74.0284,319.9241,3.0469,2.0574,2.0574,3.0532,0.7633,314.8135,3.1481,0,0,0,-1.0,[],[]
