Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_EMPTY,110,63131.2376,2.0005,11577.6146,0.3669,74708.8522,2.3674,9858.7151,5.9895,8509.2733,5.1697,18367.9884,11.1592,2.8032,32750,31018,0,1646,0,86,0,3817,3300,6509,6098,22424,21620,94.71145038167938,508673.03999995615,232133.37200000024,508673.03999995615,136463.45000004186,0.0,0.0,21.165701907447097,75.0709,46.2016,35.7299,77.8926,371.5398,3.2308,8.4061,8.4061,11.1205,2.7801,352.0132,3.2001,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,120,65519.0346,1.926,16006.36,0.4705,81525.3945,2.3965,10252.5384,4.5165,11845.7149,5.2184,22098.2533,9.7349,2.8556,35700,33359,0,2270,0,71,0,4290,3584,7156,6563,24254,23212,93.44257703081233,532926.843999945,253250.08399999986,532926.843999945,146956.5000000232,0.0,0.0,21.863325123739706,75.3775,48.8856,39.3477,77.7471,393.9243,3.1514,2.3098,2.3098,3.6925,0.9231,387.922,3.2327,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,130,72560.7742,1.9664,17529.3065,0.475,90090.0807,2.4415,12313.5084,4.9731,16160.4471,6.5268,28473.9555,11.5,3.0111,38750,36192,0,2476,0,82,0,4816,3969,7099,6523,26835,25700,93.39870967741936,605128.2919999225,303001.91999999987,605128.2919999225,150416.8500000156,0.0,0.0,21.071027791441956,78.0592,51.2986,38.2903,80.4418,411.4612,3.0479,2.4079,2.4079,3.6026,0.9006,405.4508,3.1189,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,140,76446.8401,1.9539,19766.572,0.5052,96213.4122,2.4591,16092.6679,4.6931,21535.528,6.2804,37628.1959,10.9735,3.1451,41700,38161,0,3429,0,110,0,4826,3636,8384,7305,28490,27220,91.51318944844125,657195.4479999148,324895.56399999966,657195.4479999148,166088.04999999824,0.0,0.0,21.911620720100906,82.9505,54.3843,41.9052,85.2451,443.2137,3.0566,2.5507,2.5507,3.8952,0.9738,436.7678,3.1198,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,150,85803.3213,2.0409,21638.8544,0.5147,107442.1757,2.5557,17887.6878,5.2549,25003.6097,7.3454,42891.2975,12.6003,3.308,44650,41137,0,3404,0,109,0,5174,4003,8078,7195,31398,29939,92.13213885778275,691981.2439998989,341581.8320000002,691981.2439998989,175084.49999997622,0.0,0.0,21.428410841241824,86.4502,50.004,41.7901,88.84,474.4334,3.0609,2.364,2.364,3.9723,0.9931,468.0971,3.1206,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,160,93982.6011,2.105,26141.6702,0.5855,120124.2714,2.6905,17786.8773,4.5949,35096.1879,9.0664,52883.0652,13.6613,3.5658,47600,43608,0,3871,0,121,0,5694,4222,7605,6665,34301,32721,91.61344537815125,792813.9999998708,406486.3199999998,792813.9999998708,189328.89999995253,0.0,0.0,22.12353360784792,82.3062,58.808,45.5296,84.0834,512.4523,3.1058,2.7096,2.7096,4.2506,1.0626,505.4921,3.1593,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,170,93467.8271,1.9707,27817.8428,0.5865,121285.67,2.5573,17493.3939,4.1941,28922.9398,6.9343,46416.3337,11.1283,3.2501,50650,46366,0,4171,0,113,0,5301,3853,8864,7649,36485,34864,91.54195459032576,847037.5319998907,424082.2080000013,847037.5319998907,200731.2499999338,0.0,0.0,21.124283880693778,86.346,58.0762,47.9529,88.1287,535.9268,3.0624,2.7255,2.7255,4.5,1.125,528.7013,3.11,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,180,104396.6083,2.1111,33931.4912,0.6862,138328.0995,2.7973,20365.8666,3.8896,46702.3545,8.9195,67068.2211,12.8091,3.7559,53600,48250,0,5236,0,114,0,6303,4289,9638,8104,37659,35857,90.01865671641791,943862.8999998786,483585.4720000002,943862.8999998786,209779.5999999112,0.0,0.0,20.9779931855056,86.9809,62.1205,48.6341,88.6314,564.8501,3.0532,2.8975,2.8975,4.5465,1.1366,557.4061,3.0967,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,190,106658.5725,2.0634,36372.4481,0.7037,143031.0206,2.767,25155.0949,4.2846,76340.7493,13.003,101495.8442,17.2877,4.2481,56550,50546,0,5871,0,133,0,6416,3863,9437,7929,40697,38754,89.38284703801945,1017171.0639998402,538738.7519999996,1017171.0639998402,219121.79999989935,0.0,0.0,21.543185136116936,83.7753,64.4043,47.8396,85.2061,596.8098,3.0606,3.0997,3.0997,4.628,1.157,589.0821,3.1004,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,200,117270.4274,2.1523,40087.8998,0.7358,157358.3272,2.8881,27623.2243,4.5033,63885.6994,10.415,91508.9237,14.9183,4.1054,59500,53233,0,6134,0,133,0,6352,4091,9623,7837,43525,41305,89.46722689075631,1158133.5879998694,617361.0520000011,1158133.5879998694,229386.6499998749,0.0,0.0,20.911497297957432,88.0917,65.6568,48.834,89.5873,631.6068,3.081,3.2735,3.2735,4.8611,1.2153,623.4722,3.1174,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,10,2710.9766,0.8909,184.6,0.0607,2895.5766,0.9516,111.9103,1.5762,2.8,0.0394,114.7103,1.6156,0.9667,3050,2979,0,71,0,0,0,923,909,679,635,1448,1435,97.67213114754098,5251.65999999996,2171.9079999999904,5251.65999999996,7816.70000000031,0.0,0.0,21.962227230662297,15.7757,4.8049,2.9659,26.144,22.2691,1.4846,0.2056,0.2056,0.261,0.0653,21.8025,2.1802,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,20,8123.4608,1.3687,428.8732,0.0723,8552.3341,1.441,1340.7941,9.9318,484.2802,3.5873,1825.0743,13.5191,1.7096,6000,5861,0,135,0,4,0,1770,1745,1386,1356,2844,2760,97.68333333333334,26200.364000000354,11110.359999999984,26200.364000000354,21593.149999997997,0.0,0.0,18.91955798098948,38.9115,11.2456,7.8178,51.5815,60.0351,2.4014,0.4947,0.4947,0.7171,0.1793,58.8233,2.9412,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,30,12094.9263,1.3915,768.4247,0.0884,12863.3509,1.4799,1397.6368,3.9259,575.0613,1.6153,1972.6981,5.5413,1.6397,8950,8590,0,356,0,4,0,1606,1535,3833,3676,3511,3379,95.97765363128492,63985.36800000148,25719.815999999977,63985.36800000148,36483.849999997976,0.0,0.0,15.006876493676021,35.3328,17.9507,14.0291,41.0326,100.9799,2.8851,0.8207,0.8207,1.23,0.3075,98.9292,3.2976,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,40,16890.6007,1.4337,1424.3414,0.1209,18314.9421,1.5546,854.9981,2.776,171.4539,0.5567,1026.4519,3.3326,1.5999,11900,11585,0,308,0,7,0,1938,1860,5425,5284,4537,4441,97.3529411764706,111954.97999999963,46265.07200000004,111954.97999999963,51844.250000004286,0.0,0.0,13.030895450576361,36.0144,24.8686,19.5571,39.2217,140.4312,3.1207,1.1502,1.1502,1.7204,0.4301,137.5606,3.439,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,50,25240.838,1.7172,2553.7264,0.1737,27794.5644,1.8909,2240.9815,4.3769,653.2672,1.2759,2894.2487,5.6528,2.0175,14950,14400,0,512,0,38,0,2801,2698,5514,5340,6635,6362,96.32107023411372,134358.652000001,57320.45999999997,134358.652000001,57652.10000000785,0.0,0.0,14.53407353032198,50.6358,23.8245,20.8191,55.5051,157.9829,2.8724,1.1044,1.1044,1.906,0.4765,154.9725,3.0995,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,60,28986.1618,1.6503,2825.2943,0.1609,31811.4561,1.8112,2873.8964,4.673,825.1085,1.3416,3699.0049,6.0146,1.9534,17900,17253,0,615,0,32,0,3320,3073,5390,5233,9190,8947,96.3854748603352,169610.22799999645,77053.216,169610.22799999645,71784.30000001394,0.0,0.0,18.180884839404587,58.6553,29.5626,25.364,63.1624,196.4488,3.0223,1.3104,1.3104,2.2891,0.5723,192.8493,3.2142,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,70,36522.9667,1.7855,4418.8193,0.216,40941.786,2.0016,2736.2825,4.0901,1564.9135,2.3392,4301.196,6.4293,2.1418,20850,20160,0,669,0,21,0,2994,2799,5727,5552,12129,11809,96.69064748201438,221575.0399999898,93524.11599999983,221575.0399999898,86320.85000002681,0.0,0.0,19.68247595667877,57.8232,30.2067,31.744,60.9644,235.7458,3.1433,1.3686,1.3686,2.9148,0.7287,231.4625,3.3066,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,80,41547.8227,1.7827,7936.998,0.3406,49484.8207,2.1233,2454.9855,2.6369,1686.288,1.8113,4141.2735,4.4482,2.2126,23800,22832,0,931,0,37,0,4618,4333,7062,6702,12120,11797,95.9327731092437,266834.4239999862,113383.35999999994,266834.4239999862,101851.00000003091,0.0,0.0,16.679851245710086,59.2849,31.9031,36.3546,61.7662,271.9951,3.1999,1.4268,1.4268,3.3604,0.8401,267.2079,3.3401,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,90,44903.1437,1.7154,10163.1644,0.3882,55066.3081,2.1036,3369.4517,2.702,2696.3544,2.1623,6065.8061,4.8643,2.2291,26850,25556,0,1247,0,47,0,3780,3441,7551,7161,15519,14954,95.1806331471136,354298.7519999678,153192.71600000001,354298.7519999678,108283.15000004017,0.0,0.0,18.735290193054254,58.2678,39.1713,38.0027,60.1226,297.6112,3.1327,1.81,1.81,3.5699,0.8925,292.2313,3.247,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,100,54852.9842,1.916,10111.2858,0.3532,64964.27,2.2692,9621.1254,5.6429,9716.098,5.6986,19337.2235,11.3415,2.7791,29800,28046,0,1705,0,49,0,3694,3222,5993,5669,20113,19155,94.11409395973155,401957.8359999598,188036.41600000017,401957.8359999598,116504.9000000451,0.0,0.0,22.327715901925725,64.0325,41.0452,39.012,66.0837,330.4394,3.147,1.9314,1.9314,3.7297,0.9324,324.7783,3.2478,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,110,60884.8495,1.9068,11656.3259,0.365,72541.1754,2.2718,5522.0336,4.0307,3952.2374,2.8848,9474.271,6.9155,2.4629,32750,31357,0,1370,0,23,0,3514,3143,6164,5805,23072,22409,95.74656488549618,463189.3919999521,212034.21599999987,463189.3919999521,136250.8000000402,0.0,0.0,21.815482572441393,74.393,43.3887,40.4218,76.9217,368.1992,3.2017,2.034,2.034,3.8034,0.9508,362.3618,3.2942,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,120,66976.8854,1.9591,18793.2623,0.5497,85770.1477,2.5089,8859.5041,4.1692,12302.4812,5.7894,21161.9854,9.9586,2.9448,35700,33505,0,2125,0,70,0,5071,4422,9047,8291,21582,20792,93.8515406162465,574605.8119999492,267275.9479999998,574605.8119999492,144677.25000003018,0.0,0.0,18.724833150600176,78.0024,47.5644,39.9656,80.5383,391.0326,3.1283,2.2221,2.2221,3.7175,0.9294,385.093,3.2091,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,130,70617.3391,1.9116,19225.6166,0.5204,89842.9557,2.432,10118.3074,4.0441,12039.8186,4.8121,22158.126,8.8562,2.8395,38750,36153,0,2502,0,95,0,5227,4395,8314,7382,25209,24376,93.29806451612903,613668.0719999264,294943.7280000004,613668.0719999264,154165.8500000098,0.0,0.0,20.17710925925168,77.2902,50.8269,40.9343,79.4938,413.4107,3.0623,2.3344,2.3344,3.7297,0.9324,407.3466,3.1334,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,140,82277.897,2.0727,23917.7667,0.6025,106195.6636,2.6752,9704.0009,3.673,21454.1354,8.1204,31158.1362,11.7934,3.2442,41700,38994,0,2642,0,64,0,5119,4055,8227,7402,28354,27537,93.51079136690647,671509.0399999026,327780.07600000064,671509.0399999026,168781.19999997862,0.0,0.0,21.394682786534013,77.028,52.912,45.5687,78.8132,449.9865,3.1034,2.4564,2.4564,4.2318,1.058,443.2983,3.1664,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,150,84686.6239,1.9937,27990.1352,0.6589,112676.7591,2.6526,10101.9667,3.6066,20361.6022,7.2694,30463.5689,10.876,3.1613,44650,41765,0,2801,0,84,0,4611,3591,8041,7171,31998,31003,93.53863381858902,802049.8359998685,392371.5799999999,802049.8359998685,183378.2499999551,0.0,0.0,21.63315361589805,76.5104,59.446,46.5527,78.0314,493.8398,3.1861,2.8813,2.8813,4.468,1.117,486.4905,3.2433,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,160,95261.2945,2.1291,30502.3401,0.6817,125763.6346,2.8108,14094.042,3.949,44831.1231,12.5613,58925.1651,16.5103,3.8228,47600,43921,0,3569,0,110,0,5058,3543,8305,7246,34237,33132,92.27100840336135,872453.719999869,464406.7439999999,872453.719999869,190202.34999993243,0.0,0.0,22.19659896420799,80.55,63.2685,41.5183,82.3563,515.649,3.1251,3.1547,3.1547,4.0682,1.017,508.4261,3.1777,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,170,95438.3731,2.0151,33507.3391,0.7075,128945.7122,2.7226,11653.1314,2.825,41969.1597,10.1743,53622.2911,12.9993,3.5459,50650,46420,0,4125,0,105,0,5891,4113,9236,7929,35523,34378,91.64856860809476,948227.6999998464,485709.5320000013,948227.6999998464,202542.0499999162,0.0,0.0,21.03481204843935,82.0581,65.3675,51.0168,83.439,544.8485,3.1134,3.0868,3.0868,4.813,1.2032,536.9488,3.1585,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,180,104523.0497,2.1014,32994.362,0.6633,137517.4116,2.7647,21632.6489,4.4049,49079.8502,9.9939,70712.4991,14.3988,3.8102,53600,48575,0,4911,0,114,0,6065,4655,10712,8715,36823,35205,90.625,957095.2919998801,476934.63200000045,957095.2919998801,206479.4999999089,0.0,0.0,19.962058559687794,84.7801,54.8868,49.1964,86.3748,564.4878,3.0513,2.71,2.71,4.8477,1.2119,556.9301,3.0941,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,190,106643.9884,2.0514,34998.2462,0.6732,141642.2346,2.7246,29028.2282,5.1735,58680.2926,10.4581,87708.5208,15.6315,3.982,56550,50800,0,5611,0,139,0,6360,4177,9320,7916,40870,38707,89.83200707338638,1037433.5439998452,539379.443999999,1037433.5439998452,216285.94999990182,0.0,0.0,20.84409117437177,84.8434,61.1685,45.8564,86.4191,594.26,3.0475,3.0735,3.0735,4.6176,1.1544,586.5688,3.0872,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,200,117600.7675,2.1709,40178.1979,0.7417,157778.9653,2.9126,27594.5136,4.3313,82577.6615,12.9615,110172.1751,17.2928,4.4259,59500,52980,0,6371,0,149,0,6771,4139,9770,8056,42959,40785,89.04201680672269,1056070.5119998425,559548.4639999996,1056070.5119998425,227930.7999998688,0.0,0.0,21.381100015804453,84.4893,62.3145,54.4023,85.677,632.3711,3.0847,3.0232,3.0232,5.3805,1.3451,623.9674,3.1198,0,0,0,-1.0,[],[]
