Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TEST,110,39726.3734,1.3298,36467.2473,1.2207,76193.6206,2.5506,3216.9289,0.8206,21803.3621,5.5621,25020.291,6.3827,2.9951,32750,28769,0,3920,0,61,0,7660,6634,15481,12846,9609,9289,87.84427480916031,752623.6159999396,330793.84399999975,752623.6159999396,144644.5500000429,0.0,0.0,12.176468214227958,34.7085,51.985,52.8387,33.348,380.1202,3.3054,2.2957,2.2957,4.7019,1.1755,373.1227,3.392,0,0,0,-1.0,[],[]
ALL,TEST,120,44079.0956,1.368,39689.199,1.2317,83768.2946,2.5997,4864.3247,1.0513,27432.8027,5.9289,32297.1273,6.9801,3.1498,35700,30983,0,4627,0,90,0,8025,6788,16328,13268,11347,10927,86.78711484593838,830699.2119999311,367755.6399999997,830699.2119999311,158520.65000000075,0.0,0.0,11.952102405696193,43.2826,53.6592,54.2953,42.5267,412.0413,3.2963,2.3645,2.3645,4.8121,1.203,404.8647,3.3739,0,0,0,-1.0,[],[]
ALL,TEST,130,48115.0146,1.4066,44826.5142,1.3105,92941.5289,2.7171,6308.4795,1.0718,39039.4688,6.6326,45347.9483,7.7044,3.4493,38750,32779,0,5886,0,85,0,8567,7097,17238,13322,12945,12360,84.59096774193549,903492.955999922,406776.79199999984,903492.955999922,167013.14999997578,0.0,0.0,12.351681252311224,47.6865,55.4902,56.9902,47.1093,435.4333,3.2254,2.4358,2.4358,5.0453,1.2613,427.9522,3.2919,0,0,0,-1.0,[],[]
ALL,TEST,140,54360.2564,1.4892,47590.0393,1.3037,101950.2956,2.7929,7400.7159,1.1122,45439.5498,6.8289,52840.2657,7.9411,3.5867,41700,34943,0,6654,0,103,0,8875,7110,17761,13422,15064,14411,83.79616306954436,969310.0479999192,441863.871999999,969310.0479999192,181392.94999994236,0.0,0.0,12.509661392525672,55.4431,56.654,58.2512,55.295,466.1814,3.215,2.4766,2.4766,5.1476,1.2869,458.5572,3.2754,0,0,0,-1.0,[],[]
ALL,TEST,150,59295.7886,1.564,55677.4739,1.4685,114973.2625,3.0325,9477.6394,1.1501,68960.4369,8.368,78438.0764,9.518,4.1905,44650,36262,0,8241,0,147,0,9412,7161,18788,13513,16450,15588,81.21388577827548,1074862.9319998955,490073.57200000057,1074862.9319998955,196481.74999989898,0.0,0.0,12.908194641753726,58.695,60.1596,62.0923,58.5278,504.1923,3.2529,2.635,2.635,5.4912,1.3728,496.0661,3.3071,0,0,0,-1.0,[],[]
ALL,TEST,160,65024.7489,1.6146,56002.8192,1.3905,121027.5681,3.0051,10260.0232,1.1448,74419.1155,8.3039,84679.1387,9.4487,4.178,47600,38476,0,8962,0,162,0,9480,7139,18546,12825,19574,18512,80.83193277310924,1152565.5759999,525088.9879999997,1152565.5759999,210796.89999986524,0.0,0.0,13.16981782761951,63.3248,60.5776,62.8886,63.3716,537.4695,3.2574,2.7145,2.7145,5.6053,1.4013,529.1497,3.3072,0,0,0,-1.0,[],[]
ALL,TEST,170,68187.1047,1.6077,58070.6838,1.3691,126257.7885,2.9768,12057.3804,1.2194,85721.1073,8.6692,97778.4877,9.8886,4.2835,50650,40559,0,9888,0,203,0,9918,7175,19501,13249,21231,20135,80.07699901283317,1219119.3159999219,569729.476,1219119.3159999219,217442.74999984357,0.0,0.0,13.43026912815385,67.9065,61.4274,63.5998,68.1389,553.6722,3.1638,2.6776,2.6776,5.6065,1.4016,545.3881,3.2082,0,0,0,-1.0,[],[]
ALL,TEST,180,75145.0097,1.6739,60030.6995,1.3373,135175.7092,3.0112,12898.8607,1.2437,96385.9627,9.2938,109284.8235,10.5375,4.4237,53600,43039,0,10371,0,190,0,9682,6916,19439,12872,24479,23251,80.29664179104478,1316186.495999885,617266.3759999987,1316186.495999885,232711.1999998031,0.0,0.0,13.653911139314028,69.1556,62.5888,65.0357,69.369,591.6458,3.1981,2.7901,2.7901,5.845,1.4612,583.0108,3.2389,0,0,0,-1.0,[],[]
ALL,TEST,190,79463.0438,1.7055,64883.8102,1.3926,144346.854,3.098,15138.8748,1.2964,118108.9168,10.1138,133247.7916,11.4102,4.7639,56550,44642,0,11678,0,230,0,9836,6786,20249,12870,26465,24986,78.94252873563218,1410849.7359998757,661243.8640000004,1410849.7359998757,246550.99999977156,0.0,0.0,13.87962314364106,72.6097,63.762,66.8515,72.8894,625.0578,3.2054,2.8474,2.8474,6.0052,1.5013,616.2052,3.2432,0,0,0,-1.0,[],[]
ALL,TEST,200,84380.3421,1.7204,64414.2072,1.3133,148794.5492,3.0338,16749.2356,1.3766,128258.0237,10.5415,145007.2594,11.9181,4.7997,59500,47076,0,12167,0,257,0,9767,6503,19875,12357,29858,28216,79.11932773109244,1522019.8559998814,726871.6840000041,1522019.8559998814,260980.59999973807,0.0,0.0,14.05477392342616,74.3845,67.0587,70.0438,74.5903,662.5863,3.2321,2.9592,2.9592,6.2142,1.5535,653.413,3.2671,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,10,3270.9012,1.0878,158.42,0.0527,3429.3212,1.1404,302.2326,5.4951,1022.881,18.5978,1325.1135,24.093,1.5527,3050,2995,0,55,0,0,0,778,774,817,812,1455,1409,98.19672131147541,6578.1279999999615,3242.171999999996,6578.1279999999615,7467.500000000358,0.0,0.0,23.430976286346826,22.3769,6.2342,1.4747,39.0022,21.119,1.4079,0.2939,0.2939,0.1241,0.031,20.701,2.0701,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,20,6164.3943,1.0411,760.7176,0.1285,6925.1119,1.1696,1497.9047,8.7597,1315.761,7.6945,2813.6657,16.4542,1.5986,6000,5823,0,171,0,6,0,2068,2033,1549,1515,2383,2275,97.05,43161.38400000072,23682.084000000003,43161.38400000072,21005.949999998124,0.0,0.0,15.637498885395027,34.0676,20.033,3.2399,45.513,58.9384,2.3575,0.9133,0.9133,0.259,0.0648,57.766,2.8883,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,30,14634.409,1.694,1522.6806,0.1763,16157.0895,1.8702,4582.8264,11.043,3687.4557,8.8854,8270.2821,19.9284,2.698,8950,8523,0,415,0,12,0,2594,2487,2797,2707,3559,3329,95.22905027932961,80360.8880000011,41510.80800000014,80360.8880000011,32385.44999999562,0.0,0.0,14.954448549853264,46.3009,23.5283,6.3457,56.445,92.6589,2.6474,1.1336,1.1336,0.5637,0.1409,90.9617,3.0321,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,40,18711.3616,1.617,2668.2551,0.2306,21379.6168,1.8475,4872.1906,9.3516,4412.1028,8.4685,9284.2933,17.8201,2.5357,11900,11357,0,521,0,22,0,2919,2796,3584,3482,5397,5079,95.43697478991596,129906.52400000278,64087.38400000001,129906.52400000278,46199.00000000331,0.0,0.0,16.487057778813803,51.3038,30.8918,10.6373,58.932,130.6979,2.9044,1.4382,1.4382,0.9257,0.2314,128.334,3.2083,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,50,21547.2827,1.4795,2910.4044,0.1998,24457.6871,1.6793,5848.2347,8.3546,10607.2583,15.1532,16455.493,23.5078,2.6804,14950,14238,0,700,0,12,0,3141,2969,4333,4164,7476,7105,95.23745819397993,163812.68399999928,78289.09600000005,163812.68399999928,56491.65000000613,0.0,0.0,18.14791364896364,51.4973,34.0019,15.241,56.9147,158.714,2.8857,1.578,1.578,1.353,0.3382,155.7831,3.1157,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,60,29384.1036,1.6976,4297.7735,0.2483,33681.8771,1.9459,6922.0622,8.3701,5965.8922,7.2139,12887.9545,15.584,2.5678,17900,17053,0,827,0,20,0,3451,3244,5533,5361,8916,8448,95.26815642458101,214245.45999999176,102246.76000000021,214245.45999999176,67117.90000001546,0.0,0.0,17.985065830525425,58.0117,33.3277,20.3199,62.8853,190.8873,2.9367,1.5585,1.5585,1.8598,0.4649,187.469,3.1245,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,70,35677.9347,1.7611,5791.7012,0.2859,41469.6359,2.047,8253.0785,9.1905,7409.3393,8.2509,15662.4179,17.4414,2.7004,20850,19934,0,898,0,18,0,3591,3321,6299,6142,10960,10471,95.60671462829737,271604.4279999798,127603.68400000024,271604.4279999798,79712.60000002463,0.0,0.0,18.789416482587637,58.9651,37.4537,23.8631,62.8204,225.2666,3.0036,1.7403,1.7403,2.1529,0.5382,221.3734,3.1625,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,80,40176.2401,1.7665,7790.0539,0.3425,47966.2941,2.1091,14201.7686,9.6023,20653.515,13.9645,34855.2836,23.5668,3.4193,23800,22287,0,1479,0,34,0,3827,3452,7575,7334,12398,11501,93.64285714285714,315112.35199998197,146709.3120000002,315112.35199998197,92233.35000003062,0.0,0.0,17.536111882879766,62.5445,39.6063,28.6678,65.8454,259.73,3.0556,1.8034,1.8034,2.533,0.6333,255.3935,3.1924,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,90,45233.7748,1.7708,9713.1457,0.3803,54946.9205,2.1511,14945.9545,8.1896,14598.6865,7.9993,29544.6409,16.1888,3.0871,26850,24982,0,1825,0,43,0,4689,4185,7905,7483,14256,13314,93.04283054003724,376183.0239999669,178315.0919999998,376183.0239999669,96502.70000003686,0.0,0.0,18.71579075672441,62.4695,42.6142,29.7992,65.2572,276.169,2.907,1.9161,1.9161,2.6251,0.6563,271.6278,3.0181,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,100,48952.7129,1.7275,14608.3658,0.5155,63561.0787,2.243,9999.9944,4.9432,12876.054,6.3648,22876.0484,11.308,2.8471,29800,27748,0,2023,0,29,0,4600,3946,7571,7015,17629,16787,93.11409395973155,438472.58399996045,207338.4960000002,438472.58399996045,119201.10000004228,0.0,0.0,19.866915018597506,61.8827,46.8165,39.4708,63.6279,331.8816,3.1608,2.1519,2.1519,3.6564,0.9141,326.0732,3.2607,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,110,55621.841,1.8023,17512.6623,0.5675,73134.5033,2.3698,15418.7012,6.1478,20025.7532,7.9848,35444.4544,14.1326,3.2539,32750,30175,0,2508,0,67,0,5106,4238,8490,7772,19154,18165,92.13740458015268,521846.4359999434,253213.03200000006,521846.4359999434,127892.35000005118,0.0,0.0,19.772305686882092,70.2895,52.0626,40.1981,72.3894,359.9843,3.1303,2.3935,2.3935,3.6834,0.9209,353.9073,3.2173,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,120,61712.3385,1.839,20583.5209,0.6134,82295.8595,2.4523,18732.9066,6.6975,30954.5825,11.0671,49687.489,17.7646,3.6304,35700,32841,0,2797,0,62,0,5256,4341,8848,8146,21596,20354,91.99159663865547,604563.2359999256,292211.7919999992,604563.2359999256,136125.45000004646,0.0,0.0,19.34436293445636,68.5436,52.3818,41.9744,70.2442,390.3417,3.1227,2.4536,2.4536,3.922,0.9805,383.966,3.1997,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,130,64882.7913,1.8027,23227.3481,0.6453,88110.1394,2.448,25648.3111,7.3936,61079.4561,17.6072,86727.7672,25.0008,4.4305,38750,35210,0,3469,0,71,0,5582,4432,9153,8285,24015,22493,90.86451612903225,656158.1559999025,327896.0080000003,656158.1559999025,138604.70000004594,0.0,0.0,19.473264651799656,71.6318,54.545,41.1727,73.4129,404.6259,2.9972,2.5028,2.5028,3.7556,0.9389,398.3675,3.0644,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,140,67556.7795,1.78,27845.7742,0.7337,95402.5537,2.5137,29464.0922,6.4985,118730.7665,26.1868,148194.8587,32.6852,5.7335,41700,37093,0,4534,0,73,0,5467,3906,8945,7716,27288,25471,88.95203836930456,666201.9999999066,344731.56399999955,666201.9999999066,152517.8500000155,0.0,0.0,20.648103922348295,73.3928,59.2917,45.4932,74.8892,442.612,3.0525,2.7473,2.7473,4.1797,1.0449,435.685,3.112,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,150,72518.0039,1.7812,32364.8681,0.795,104882.8721,2.5762,38397.8967,8.1094,130263.7274,27.5108,168661.6241,35.6202,6.019,44650,39825,0,4735,0,90,0,5944,4553,10249,8939,28457,26333,89.19372900335946,810439.2359998992,415979.0919999987,810439.2359998992,158511.25000000471,0.0,0.0,19.226131833856325,74.6091,61.7574,45.0404,76.0661,469.7918,3.0309,2.9014,2.9014,4.164,1.041,462.7264,3.0848,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,160,85643.134,1.9926,33871.5397,0.7881,119514.6737,2.7807,36314.04,6.4593,112619.4026,20.0319,148933.4426,26.4912,5.5234,47600,41917,0,5622,0,61,0,7128,4876,9864,8588,30608,28453,88.0609243697479,872202.8279998865,464511.9480000006,872202.8279998865,167313.94999996526,0.0,0.0,19.253153832164248,74.3036,60.2154,43.8966,75.7173,497.9819,3.0181,2.9191,2.9191,4.2791,1.0698,490.7837,3.0674,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,170,82656.4157,1.859,38152.2848,0.858,120808.7005,2.717,41756.7704,5.7731,192546.9566,26.6206,234303.727,32.3937,6.8691,50650,43342,0,7233,0,75,0,7562,4333,9923,8337,33165,30672,85.5715695952616,899210.3799998559,493243.28000000055,899210.3799998559,176229.34999996074,0.0,0.0,20.23961933491401,65.3904,51.9328,38.4834,66.5775,522.0164,2.983,3.0498,3.0498,4.5776,1.1444,514.3889,3.0258,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,180,85337.7566,1.7974,38449.4401,0.8098,123787.1967,2.6073,53075.6977,7.3289,230220.111,31.7896,283295.8087,39.1184,7.4394,53600,46293,0,7242,0,65,0,7020,4436,10432,8774,36148,33083,86.36753731343283,1029003.7959998343,541467.6719999993,1029003.7959998343,189777.6499999493,0.0,0.0,20.459179540957148,75.0086,65.9952,45.4306,76.1875,553.4058,2.9914,5.9717,5.9717,6.3109,1.5777,541.1232,3.0062,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,190,85844.6784,1.7826,42413.0829,0.8807,128257.7613,2.6634,55710.0138,5.7386,370880.1847,38.2036,426590.1985,43.9421,9.5888,56550,46754,0,9708,0,88,0,8527,4279,10579,8269,37444,34206,82.67727674624226,1007701.011999841,588789.9720000008,1007701.011999841,194272.799999942,0.0,0.0,20.271896220157558,57.0313,47.1643,33.2793,57.9512,585.47,3.0024,3.4271,3.4271,4.9026,1.2256,577.1404,3.0376,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,94170.2383,1.8893,40070.5105,0.8039,134240.7488,2.6932,58841.216,5.4675,312746.4546,29.0603,371587.6705,34.5278,8.346,59500,48630,0,10762,0,108,0,8811,3642,11399,8962,39290,36026,81.73109243697479,1085267.8879998405,663199.0199999998,1085267.8879998405,199121.29999990424,0.0,0.0,19.644253852440002,79.7561,74.8562,51.573,80.7363,615.3892,3.0019,3.5096,3.5096,4.8688,1.2172,607.0108,3.0351,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,10,2541.6859,0.8439,149.4,0.0496,2691.0859,0.8935,525.8301,6.4126,959.3007,11.6988,1485.1308,18.1114,1.3498,3050,2968,0,82,0,0,0,747,726,1022,999,1281,1243,97.31147540983606,6496.219999999985,2947.335999999996,6496.219999999985,7620.300000000323,0.0,0.0,18.243948696549232,19.0599,6.4893,1.8938,32.599,21.3693,1.4246,0.2884,0.2884,0.1504,0.0376,20.9305,2.093,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,20,8633.6036,1.4678,569.7811,0.0969,9203.3848,1.5647,2265.9591,15.3105,3855.9028,26.0534,6121.8619,41.3639,2.5415,6000,5849,0,148,0,3,0,1764,1753,2084,2067,2152,2029,97.48333333333333,32266.848000000296,15870.308000000035,32266.848000000296,19457.199999997803,0.0,0.0,14.745861349516217,40.1767,13.0423,4.1751,54.4384,54.138,2.1655,0.5849,0.5849,0.3455,0.0864,53.2076,2.6604,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,30,12244.8281,1.4213,970.0605,0.1126,13214.8886,1.5339,3577.4996,8.4176,2884.3726,6.7868,6461.8722,15.2044,2.1766,8950,8515,0,425,0,10,0,2112,2015,3293,3174,3545,3326,95.13966480446928,73047.24400000203,34233.264,73047.24400000203,34600.29999999729,0.0,0.0,16.122024077606465,43.6856,22.6556,10.1362,52.3093,97.8285,2.7951,1.0316,1.0316,0.8752,0.2188,95.9217,3.1974,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,40,18598.5086,1.6089,1871.6122,0.1619,20470.1208,1.7708,3980.4949,7.0954,3783.6381,6.7445,7764.133,13.8398,2.3294,11900,11324,0,561,0,15,0,2275,2137,4070,3955,5555,5232,95.15966386554622,109938.16800000264,50356.00800000003,109938.16800000264,48500.40000000304,0.0,0.0,17.1647213266649,48.179,25.8153,15.2921,54.592,134.7207,2.9938,1.2017,1.2017,1.3742,0.3435,132.1448,3.3036,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,50,24442.1854,1.6772,2292.9156,0.1573,26735.101,1.8346,5660.4892,8.9282,3647.5915,5.7533,9308.0807,14.6815,2.3702,14950,14295,0,634,0,21,0,2835,2679,4697,4561,7418,7055,95.61872909698997,159109.8839999997,76157.7800000002,159109.8839999997,54047.05000000713,0.0,0.0,18.154559870286416,57.8075,30.524,15.0819,64.4137,153.8929,2.7981,1.3913,1.3913,1.3062,0.3266,151.1954,3.0239,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,60,31378.5551,1.7935,2975.4506,0.1701,34354.0057,1.9635,4466.8853,7.4448,3672.9517,6.1216,8139.837,13.5664,2.3482,17900,17271,0,600,0,29,0,2668,2547,5467,5308,9765,9416,96.48603351955308,208381.83199999618,97119.00399999991,208381.83199999618,68597.450000015,0.0,0.0,18.934583399362428,60.2655,34.4217,17.4165,65.7444,188.6908,2.9029,1.6186,1.6186,1.5349,0.3837,185.5373,3.0923,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,70,38768.4588,1.9087,5302.1826,0.261,44070.6414,2.1698,6082.569,7.4908,4435.3931,5.4623,10517.9621,12.9532,2.5843,20850,19999,0,812,0,39,0,2977,2780,6010,5850,11863,11369,95.91846522781775,243661.52399998618,112719.33999999987,243661.52399998618,82883.3000000233,0.0,0.0,20.353450989551494,65.3581,34.0365,23.529,70.0875,225.4754,3.0063,1.6108,1.6108,2.1728,0.5432,221.6918,3.167,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,80,47235.6098,2.0507,7411.1537,0.3217,54646.7635,2.3724,9386.5622,8.2774,7721.2852,6.8089,17107.8475,15.0863,2.969,23800,22622,0,1134,0,44,0,3885,3600,6799,6583,13116,12439,95.05042016806723,280355.5879999815,125646.13599999978,280355.5879999815,94053.35000003465,0.0,0.0,18.75333437496714,67.118,33.1069,30.8344,70.8502,261.0882,3.0716,1.5088,1.5088,2.8433,0.7108,256.736,3.2092,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,90,49681.5322,1.887,8149.0355,0.3095,57830.5677,2.1965,5425.2743,6.1511,3188.9485,3.6156,8614.2228,9.7667,2.4419,26850,25940,0,882,0,28,0,3283,3059,6113,5910,17454,16971,96.61080074487896,313497.1519999727,137816.47200000004,313497.1519999727,106815.50000003571,0.0,0.0,21.755731760096197,67.2486,36.1821,33.9322,70.2918,290.5344,3.0583,1.6598,1.6598,3.1252,0.7813,285.7494,3.175,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,100,54310.387,1.8968,11962.578,0.4178,66272.965,2.3146,7960.2195,4.7018,8430.4842,4.9796,16390.7037,9.6815,2.7259,29800,28040,0,1693,0,67,0,4133,3630,6987,6516,18680,17894,94.09395973154362,401748.4479999673,182619.89200000002,401748.4479999673,118748.65000004365,0.0,0.0,20.32233692255832,65.556,43.2719,34.6897,67.9851,322.7729,3.074,1.9981,1.9981,3.1906,0.7977,317.5842,3.1758,0,0,0,-1.0,[],[]
