Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,TEST,170,68939.6135,1.6052,57493.8728,1.3387,126433.4863,2.9438,12304.783,1.3304,82522.6329,8.9223,94827.4158,10.2527,4.2389,50650,41243,0,9249,0,158,0,9235,6750,18323,12575,23092,21918,81.42744323790721,1243479.3999999033,583348.5880000009,1243479.3999999033,217938.2999998414,0.0,0.0,13.846372922303509,66.9319,62.0998,64.291,67.0828,558.6077,3.192,2.738,2.738,5.7199,1.43,550.1497,3.2362,0,0,0,-1.0,[],[]
ALL,TEST,180,74585.6724,1.6669,61820.6422,1.3816,136406.3145,3.0485,12839.8973,1.2145,99505.4004,9.4122,112345.2977,10.6267,4.4968,53600,42862,0,10572,0,166,0,9868,6939,20131,13444,23601,22479,79.96641791044776,1311084.8239998976,613304.2279999998,1311084.8239998976,233490.54999980188,0.0,0.0,13.49613008872319,69.324,63.2249,65.6639,69.516,590.4161,3.1914,2.7668,2.7668,5.7867,1.4467,581.8626,3.2326,0,0,0,-1.0,[],[]
ALL,TEST,190,80180.5396,1.7027,63586.1606,1.3503,143766.7003,3.0531,15685.6955,1.3974,114976.5108,10.2429,130662.2063,11.6403,4.7061,56550,45113,0,11225,0,212,0,9750,6790,19474,12535,27326,25788,79.77541998231654,1411266.575999865,669092.6200000022,1411266.575999865,246857.2499997705,0.0,0.0,14.011009687604751,71.9237,64.4136,67.6708,72.1388,627.0691,3.2157,2.8805,2.8805,6.1088,1.5272,618.0798,3.2531,0,0,0,-1.0,[],[]
ALL,TEST,200,84142.024,1.7085,64972.5479,1.3193,149114.5718,3.0278,15998.66,1.3379,120853.3852,10.1065,136852.0452,11.4444,4.6721,59500,47274,0,11958,0,268,0,9778,6610,20074,12685,29648,27979,79.45210084033613,1501504.5599999186,711572.3080000015,1501504.5599999186,262478.1999997375,0.0,0.0,14.138348214075341,72.5664,66.425,68.9523,72.7381,662.0326,3.2294,2.9293,2.9293,6.1065,1.5266,652.9968,3.265,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,10,2363.8964,0.7804,255.1,0.0842,2618.9964,0.8646,466.8799,13.7318,551.2604,16.2135,1018.1403,29.9453,1.1874,3050,3014,0,34,0,2,0,1273,1265,826,819,951,930,98.81967213114754,8412.092000000013,4988.703999999995,8412.092000000013,7141.300000000381,0.0,0.0,16.615046870679777,20.1825,7.8986,1.2028,34.8829,20.8897,1.3926,0.3417,0.3417,0.089,0.0222,20.459,2.0459,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,20,7930.8787,1.3424,680.6805,0.1152,8611.5592,1.4576,1461.0336,9.4872,1834.122,11.9099,3295.1556,21.3971,1.9642,6000,5841,0,154,0,5,0,1941,1912,1241,1215,2818,2714,97.35,40651.30000000066,22372.016000000025,40651.30000000066,20994.34999999814,0.0,0.0,17.851080057803618,37.9539,19.7233,2.8381,51.1784,57.9719,2.3189,0.9055,0.9055,0.2307,0.0577,56.8357,2.8418,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,30,14133.9806,1.6131,1423.9496,0.1625,15557.9302,1.7756,1670.3518,6.8178,1737.7987,7.0931,3408.1505,13.9108,2.1057,8950,8687,0,245,0,18,0,2417,2363,2277,2220,4256,4104,97.06145251396649,81321.34000000253,41554.00000000002,81321.34000000253,35425.59999999772,0.0,0.0,17.47435549033302,43.3127,26.3856,7.1257,52.2946,97.3317,2.7809,1.2131,1.2131,0.6196,0.1549,95.4991,3.1833,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,40,21804.9405,1.8736,2614.4718,0.2246,24419.4123,2.0982,3487.6294,8.1297,2032.9649,4.7388,5520.5944,12.8685,2.4811,11900,11443,0,429,0,28,0,2759,2655,3664,3582,5477,5206,96.15966386554622,126751.46000000302,60816.260000000046,126751.46000000302,48328.40000000388,0.0,0.0,15.498118572427995,47.8357,30.6142,12.7071,54.408,131.8887,2.9309,1.4073,1.4073,1.1151,0.2788,129.3663,3.2342,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,50,21556.0116,1.4786,3320.2589,0.2277,24876.2705,1.7063,5080.0111,8.141,6342.6249,10.1645,11422.636,18.3055,2.3876,14950,14305,0,624,0,21,0,3340,3174,3906,3770,7704,7361,95.68561872909699,168210.40799999758,82921.27600000032,168210.40799999758,55572.450000006655,0.0,0.0,18.018339641508305,48.5103,34.4405,13.7756,53.6106,157.2909,2.8598,1.5925,1.5925,1.2295,0.3074,154.4689,3.0894,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,60,25694.0772,1.4814,3836.1232,0.2212,29530.2005,1.7025,6796.656,7.8848,9151.6594,10.6168,15948.3154,18.5015,2.4979,17900,17011,0,862,0,27,0,3432,3187,5869,5671,8599,8153,95.03351955307262,211106.54399999377,100030.36000000012,211106.54399999377,68933.30000001159,0.0,0.0,16.370311680283404,49.4861,36.2456,21.8952,52.9196,193.5032,2.977,1.6452,1.6452,1.9255,0.4814,189.9324,3.1655,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,70,34519.3129,1.7115,5458.071,0.2706,39977.3838,1.9821,8341.6243,8.4945,6774.0879,6.8983,15115.7123,15.3928,2.6048,20850,19841,0,982,0,27,0,3483,3171,5950,5764,11417,10906,95.16067146282974,260562.61199998742,122528.904,260562.61199998742,82810.55000002272,0.0,0.0,19.54382744796591,60.1834,38.3952,25.254,64.0288,229.7593,3.0635,1.7843,1.7843,2.3071,0.5768,225.6679,3.2238,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,80,38670.6173,1.6898,7629.5938,0.3334,46300.211,2.0232,10653.2849,7.3522,9766.142,6.7399,20419.4269,14.0921,2.7418,23800,22325,0,1449,0,26,0,4198,3757,7316,6991,12286,11577,93.80252100840336,334292.1559999779,158016.18799999988,334292.1559999779,93988.55000003001,0.0,0.0,18.216386679178243,61.5218,41.7792,29.7648,64.5795,264.9528,3.1171,1.9195,1.9195,2.6857,0.6714,260.3476,3.2543,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,90,46633.8434,1.8066,10351.7076,0.401,56985.551,2.2076,11344.1556,7.7487,12400.1265,8.47,23744.2821,16.2188,2.9596,26850,25343,0,1464,0,43,0,4424,3920,7825,7553,14601,13870,94.38733705772812,375960.68399996316,175748.44400000043,375960.68399996316,99323.40000004007,0.0,0.0,18.32836450654697,66.2626,40.7614,30.1923,69.4067,281.2465,2.9605,1.8989,1.8989,2.7822,0.6955,276.5654,3.0729,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,100,52323.6007,1.8516,13867.8235,0.4907,66191.4242,2.3423,15864.1503,7.3855,15967.3938,7.4336,31831.544,14.8192,3.2237,29800,27598,0,2148,0,54,0,4939,4291,8178,7679,16683,15628,92.61073825503355,452412.33999995707,217054.00800000006,452412.33999995707,111600.05000004478,0.0,0.0,18.665237027216925,68.1836,46.5944,34.8519,70.7655,318.6235,3.0345,2.1323,2.1323,3.1774,0.7944,313.3137,3.1331,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,110,58443.6623,1.8661,15924.0936,0.5085,74367.7559,2.3746,10168.2317,5.1589,18724.04,9.4998,28892.2716,14.6587,3.1019,32750,30730,0,1971,0,49,0,4874,4150,7516,7014,20360,19566,93.83206106870229,482247.4159999416,224778.8600000004,482247.4159999416,129766.85000005302,0.0,0.0,20.213626342057328,63.9325,46.5291,42.153,65.5162,362.9344,3.156,2.1408,2.1408,3.9366,0.9842,356.857,3.2442,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,120,60343.5571,1.7908,20014.7341,0.594,80358.2912,2.3847,17051.0198,6.3105,37350.4411,13.8233,54401.4609,20.1338,3.7023,35700,32939,0,2702,0,59,0,5215,4267,8303,7675,22182,20997,92.26610644257703,600161.6999999158,291700.2239999997,600161.6999999158,140343.20000003462,0.0,0.0,20.78412122661548,69.7769,55.1666,43.2185,71.4552,395.3737,3.163,2.55,2.55,3.9952,0.9988,388.8285,3.2402,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,130,63442.6329,1.7681,24483.293,0.6823,87925.9259,2.4504,18852.9341,5.2123,59088.8462,16.3364,77941.7803,21.5487,4.1993,38750,35071,0,3617,0,62,0,5577,4272,8459,7495,24714,23304,90.5058064516129,665336.8559999188,331201.0879999994,665336.8559999188,146286.95000002655,0.0,0.0,19.988596495806494,62.8166,50.6565,38.5069,64.2192,417.5866,3.0932,2.6966,2.6966,4.0985,1.0246,410.7915,3.1599,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,140,67816.688,1.7711,26317.6531,0.6873,94134.3411,2.4585,28934.2586,6.9856,98998.0264,23.901,127932.285,30.8866,5.2335,41700,37506,0,4142,0,52,0,5782,4340,8840,7847,27078,25319,89.94244604316546,698794.647999903,354896.0080000003,698794.647999903,152393.80000001658,0.0,0.0,20.42926300661138,66.5801,51.9408,40.1452,68.0132,440.1264,3.0354,2.6421,2.6421,4.0937,1.0234,433.3906,3.0956,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,150,70876.0068,1.7563,29108.2749,0.7213,99984.2817,2.4776,41338.3101,8.1103,172741.5717,33.8908,214079.8817,42.0012,6.9098,44650,39474,0,5097,0,79,0,6176,4541,9451,8314,29023,26619,88.40761478163493,711782.6399998977,365050.92000000156,711782.6399998977,158058.10000000757,0.0,0.0,20.75378309290945,69.8749,49.9166,40.5263,71.401,468.4294,3.0221,2.6329,2.6329,4.2961,1.074,461.5003,3.0767,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,160,76723.468,1.8062,37888.7396,0.892,114612.2076,2.6982,30619.169,5.1126,140121.5969,23.3965,170740.766,28.5091,5.8876,47600,41530,0,5989,0,81,0,6577,3944,8901,7381,32122,30205,87.24789915966386,820568.6719998536,450838.11999999883,820568.6719998536,181326.49999996767,0.0,0.0,22.41880915111031,75.3385,67.0868,50.6527,76.453,518.8385,3.1445,3.1432,3.1432,4.7816,1.1954,510.9137,3.1932,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,170,82588.9814,1.8224,36027.3304,0.795,118616.3118,2.6173,45138.4215,7.0728,169555.269,26.5677,214693.6906,33.6405,6.4468,50650,44192,0,6382,0,76,0,7012,4649,10477,8989,33161,30554,87.2497532082922,934735.2119998578,491169.9359999992,934735.2119998578,174720.24999996886,0.0,0.0,20.069058694286092,67.8852,57.2014,41.4861,69.0252,517.2665,2.9558,3.0657,3.0657,4.4279,1.107,509.7729,2.9987,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,180,83608.1035,1.8026,41019.3445,0.8844,124627.448,2.687,50338.7958,6.0496,242939.8437,29.196,293278.6395,35.2456,7.6395,53600,45211,0,8321,0,68,0,8089,4675,10203,8155,35308,32381,84.34888059701493,977021.09199985,535706.5839999993,977021.09199985,185531.24999994723,0.0,0.0,20.24771152549536,58.9583,46.3392,34.8519,59.968,554.4798,2.9972,3.1596,3.1596,4.8264,1.2066,546.4938,3.0361,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,190,86657.9487,1.817,43336.9289,0.9087,129994.8777,2.7257,67617.294,6.755,337558.5091,33.7221,405175.8031,40.4771,9.2746,56550,46453,0,10010,0,87,0,8488,4098,10959,8905,37103,33450,82.14500442086648,1041298.2519998446,575943.3680000005,1041298.2519998446,186336.24999993743,0.0,0.0,20.186375731868768,61.7659,48.1694,35.3806,62.811,575.2974,2.9502,3.2545,3.2545,4.8338,1.2085,567.2091,2.9853,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_DISABLED,200,93177.0324,1.8841,37274.9656,0.7537,130451.998,2.6378,61143.7758,5.4676,441700.9505,39.4975,502844.7264,44.9651,10.4441,59500,48229,0,11183,0,88,0,8925,3170,10818,8665,39757,36394,81.05714285714286,1086245.8199998303,713934.5039999983,1086245.8199998303,198496.64999992805,0.0,0.0,20.853142283696812,65.2598,59.062,38.2865,66.2105,617.8296,3.0138,3.7679,3.7679,4.9116,1.2279,609.1501,3.0458,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,10,2508.4136,0.8314,172.4902,0.0572,2680.9038,0.8886,149.5402,2.5783,231.9004,3.9983,381.4406,6.5766,0.9959,3050,2981,0,58,0,11,0,688,673,482,464,1880,1844,97.73770491803279,6209.36799999991,3332.791999999997,6209.36799999991,7677.700000000305,0.0,0.0,33.57896486926621,22.6951,7.7512,1.1901,39.5225,22.1249,1.475,0.3535,0.3535,0.0956,0.0239,21.6758,2.1676,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,20,9372.733,1.5883,352.3107,0.0597,9725.0436,1.648,1484.0884,10.6006,1173.5261,8.3823,2657.6145,18.983,2.0498,6000,5839,0,140,0,21,0,1101,1076,2147,2117,2752,2646,97.31666666666666,25153.228000000126,9412.288000000004,25153.228000000126,20798.1999999981,0.0,0.0,18.327487576250512,38.8181,10.5991,7.1014,51.7419,57.2282,2.2891,0.4814,0.4814,0.6252,0.1563,56.1216,2.8061,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,30,14603.2443,1.676,652.2262,0.0749,15255.4705,1.7509,2475.7728,8.1709,1779.2916,5.8722,4255.0643,14.0431,2.164,8950,8631,0,303,0,16,0,1711,1641,2010,1925,5229,5065,96.43575418994413,66487.35600000258,30869.40400000003,66487.35600000258,34193.99999999717,0.0,0.0,24.531181526300635,54.5956,21.2842,8.5309,66.6828,97.114,2.7747,0.9811,0.9811,0.7625,0.1906,95.3704,3.179,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,40,19475.4809,1.6719,1505.4138,0.1292,20980.8947,1.8011,2771.7102,6.5217,2166.283,5.0971,4937.9933,11.6188,2.1467,11900,11451,0,425,0,24,0,2309,2233,3760,3641,5831,5577,96.22689075630252,111933.16400000357,51054.92799999996,111933.16400000357,48741.1500000039,0.0,0.0,18.451175921823637,50.9855,26.8279,13.7194,58.2031,133.3447,2.9632,1.2349,1.2349,1.2075,0.3019,130.9024,3.2726,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,50,24255.241,1.6527,1951.5943,0.133,26206.8353,1.7857,3630.1811,6.4024,2483.0829,4.3793,6113.264,10.7818,2.1203,14950,14359,0,567,0,24,0,2697,2548,4960,4804,7293,7007,96.04682274247492,139640.79600000175,63622.63199999995,139640.79600000175,55845.70000000863,0.0,0.0,17.775530496247825,54.8709,27.0402,17.3319,60.8038,154.9835,2.8179,1.2199,1.2199,1.5226,0.3807,152.241,3.0448,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,60,28757.9917,1.664,2631.32,0.1523,31389.3117,1.8163,6533.1387,8.0756,7828.9088,9.6773,14362.0475,17.7528,2.529,17900,17027,0,809,0,64,0,2900,2744,4612,4474,10388,9809,95.12290502793296,185278.3280000029,85296.94000000015,185278.3280000029,67346.35000001437,0.0,0.0,21.799149424356216,57.5265,31.4036,20.6373,62.3509,191.3068,2.9432,1.4543,1.4543,1.887,0.4717,187.9655,3.1328,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,70,35192.4289,1.7358,4691.4769,0.2314,39883.9058,1.9672,6069.0618,6.5754,4475.0337,4.8484,10544.0955,11.4237,2.379,20850,19901,0,923,0,26,0,3222,2946,6280,6068,11348,10887,95.44844124700239,255584.0959999861,118576.32800000001,255584.0959999861,83487.65000002277,0.0,0.0,18.903792639532508,60.0919,36.8411,24.7454,64.0119,227.9397,3.0392,1.7095,1.7095,2.2343,0.5586,223.9959,3.1999,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,80,44914.8426,1.9616,6493.7147,0.2836,51408.5573,2.2452,10923.6404,8.0916,10059.3279,7.4514,20982.9684,15.5429,2.9856,23800,22395,0,1350,0,55,0,3827,3471,6689,6424,13284,12500,94.09663865546219,303401.91599998454,140848.3599999996,303401.91599998454,91698.55000003312,0.0,0.0,18.646469326162325,67.2315,36.9733,27.1714,71.2002,257.0261,3.0238,1.6941,1.6941,2.4614,0.6154,252.8706,3.1609,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,90,52195.9657,2.0058,6142.2113,0.236,58338.177,2.2418,9875.2904,8.3477,6642.4789,5.6149,16517.7693,13.9626,2.7514,26850,25603,0,1183,0,64,0,3789,3486,5886,5648,17175,16469,95.35567970204842,324556.8079999755,153787.25600000002,324556.8079999755,99292.00000004382,0.0,0.0,21.612198344184577,71.0775,33.8676,25.124,75.1706,274.0767,2.885,1.6215,1.6215,2.3978,0.5994,270.0575,3.0006,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,100,56350.8604,1.9677,10770.7966,0.3761,67121.6569,2.3438,9742.8746,5.7009,10100.1547,5.91,19843.0293,11.6109,2.8657,29800,28037,0,1709,0,54,0,4330,3789,7852,7479,17618,16769,94.08389261744966,404219.3999999609,190285.53600000008,404219.3999999609,115345.40000004784,0.0,0.0,20.22370464570015,67.2744,40.5785,32.7977,70.0177,315.0948,3.0009,1.8476,1.8476,2.9967,0.7492,310.2505,3.1025,0,0,0,-1.0,[],[]
