Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_EMPTY,110,56768.2856,1.824,13801.9333,0.4435,70570.2189,2.2675,11102.3306,4.825,16450.8721,7.1494,27553.2027,11.9744,2.9357,32750,30409,0,2301,0,40,0,4473,3723,6630,6005,21647,20681,92.85190839694657,457763.0639999526,217301.00000000003,457763.0639999526,132648.25000004485,0.0,0.0,22.3250737283315,70.9509,45.7827,41.4905,73.1178,364.6264,3.1707,2.0956,2.0956,3.8703,0.9676,358.6605,3.2606,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,120,66970.1395,1.9658,13777.8935,0.4044,80748.033,2.3702,16492.97,7.396,76698.798,34.3941,93191.768,41.79,4.792,35700,33397,0,2230,0,73,0,4238,3638,7276,6691,24186,23068,93.54901960784314,507649.9439999457,237770.41999999975,507649.9439999457,145758.55000002583,0.0,0.0,22.542397644707002,51.3206,22.3583,17.481,53.6028,388.703,3.1096,2.2287,2.2287,3.4424,0.8606,383.0318,3.1919,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,130,71661.0966,1.9565,17080.2378,0.4663,88741.3343,2.4228,14514.9526,5.0469,18684.8375,6.4968,33199.7902,11.5437,3.0868,38750,35810,0,2876,0,64,0,5327,4163,7240,6595,26183,25052,92.41290322580645,554339.4559999405,275311.6719999999,554339.4559999405,150924.0000000175,0.0,0.0,21.945313632204904,81.4523,50.2514,36.9172,84.1362,405.3957,3.0029,2.2807,2.2807,3.3931,0.8483,399.7219,3.0748,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,140,80645.3442,2.0447,20028.7031,0.5078,100674.0473,2.5525,15861.6854,5.1316,18202.0698,5.8887,34063.7552,11.0203,3.1678,41700,38504,0,3091,0,105,0,4913,3942,8221,7390,28566,27172,92.3357314148681,656416.1119999108,316059.73599999974,656416.1119999108,164558.85000000062,0.0,0.0,22.57769429681944,82.3808,51.9435,42.1623,84.6584,441.8685,3.0474,2.3984,2.3984,3.8818,0.9705,435.5883,3.1113,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,150,86927.4452,2.0816,24627.7629,0.5897,111555.2082,2.6713,18036.4129,5.0227,31343.3499,8.7283,49379.7628,13.751,3.5487,44650,40932,0,3591,0,127,0,5416,4005,8231,7306,31003,29621,91.67301231802911,769832.1639999067,391981.6680000002,769832.1639999067,172077.3999999762,0.0,0.0,20.076722478404264,83.9988,59.5949,40.6784,86.1953,473.6044,3.0555,2.7604,2.7604,3.7282,0.9321,467.1157,3.1141,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,160,93086.6836,2.0833,27432.6682,0.6139,120519.3518,2.6972,17624.5596,4.6812,36732.7664,9.7564,54357.326,14.4375,3.6096,47600,43717,0,3765,0,118,0,5563,4031,8109,7186,33928,32500,91.84243697478992,809976.7679998951,427870.8000000008,809976.7679998951,188486.14999995305,0.0,0.0,21.786438770587473,86.3353,60.6873,42.3794,88.434,509.2388,3.0863,2.8485,2.8485,3.9593,0.9898,502.4309,3.1402,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,170,98675.483,2.0934,31861.0286,0.6759,130536.5115,2.7694,18770.0183,4.2151,49532.1185,11.1233,68302.1367,15.3385,3.8543,50650,46085,0,4453,0,112,0,6016,4293,8929,7561,35705,34231,90.98716683119447,822052.9119998945,417423.6960000003,822052.9119998945,196067.44999993846,0.0,0.0,22.08651116168841,81.3294,58.6847,47.1099,82.8933,528.9368,3.0225,2.7389,2.7389,4.4238,1.106,521.7741,3.0693,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,180,102785.9047,2.0821,34288.4704,0.6946,137074.3752,2.7767,23826.7877,4.4304,54715.7777,10.174,78542.5655,14.6044,3.9386,53600,48099,0,5378,0,123,0,6252,4145,11658,10234,35690,33720,89.73694029850746,971993.4119998391,506044.1120000009,971993.4119998391,205863.2499999182,0.0,0.0,20.025625812014866,83.1206,62.6812,44.4588,84.7418,556.4075,3.0076,3.0223,3.0223,4.2169,1.0542,549.1683,3.0509,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,190,105942.4052,2.054,40766.6978,0.7904,146709.1031,2.8444,22343.2095,3.7761,80902.4207,13.6729,103245.6303,17.449,4.3474,56550,50522,0,5917,0,111,0,6626,3929,9186,7609,40738,38984,89.34040671971707,1029758.3279998705,556134.3080000019,1029758.3279998705,222331.54999989367,0.0,0.0,21.527274519994375,85.3896,67.4268,47.1444,86.8891,601.5059,3.0846,3.3094,3.3094,4.6277,1.1569,593.5687,3.124,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,200,118855.6396,2.1925,38163.442,0.704,157019.0816,2.8964,27541.1396,4.3127,72433.3737,11.3425,99974.5133,15.6553,4.241,59500,52974,0,6386,0,140,0,6571,4224,9810,7837,43119,40913,89.03193277310925,1066107.0999998436,559024.111999999,1066107.0999998436,233273.14999987007,0.0,0.0,21.473047395444517,83.4127,59.3098,47.7498,84.8023,628.8602,3.0676,3.0522,3.0522,4.9572,1.2393,620.8507,3.1043,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,10,3864.9361,1.2684,230.2,0.0755,4095.1361,1.344,9.6128,0.8739,0.6,0.0545,10.2128,0.9284,1.3425,3050,3036,0,11,0,3,0,1151,1148,629,624,1270,1264,99.54098360655738,5661.291999999969,2984.3239999999864,5661.291999999969,7377.150000000361,0.0,0.0,20.45038528852999,24.7556,5.5321,1.8983,43.1977,20.7057,1.3804,0.2366,0.2366,0.1657,0.0414,20.3034,2.0303,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,20,7890.0848,1.321,764.3946,0.128,8654.4794,1.4489,461.7268,5.7003,6.42,0.0793,468.1468,5.7796,1.5069,6000,5915,0,81,0,4,0,2333,2308,1300,1284,2367,2323,98.58333333333333,34113.62400000045,17631.01200000002,34113.62400000045,21514.749999997628,0.0,0.0,16.85377175779243,29.4892,14.3863,6.1513,38.5271,59.7344,2.3894,0.6308,0.6308,0.5614,0.1404,58.5422,2.9271,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,30,13532.867,1.5371,537.6084,0.0611,14070.4754,1.5982,897.8031,3.7408,18.3602,0.0765,916.1633,3.8173,1.6571,8950,8708,0,240,0,2,0,1390,1340,3575,3504,3985,3864,97.29608938547486,61767.08000000214,25092.063999999973,61767.08000000214,36591.89999999855,0.0,0.0,18.320352600640586,39.0978,17.6991,13.0284,46.0798,101.0152,2.8861,0.8176,0.8176,1.1603,0.2901,99.0373,3.3012,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,40,18145.6815,1.5386,1280.7511,0.1086,19426.4326,1.6471,1458.3699,4.9604,322.8117,1.098,1781.1815,6.0584,1.7544,11900,11603,0,294,0,3,0,1898,1815,4925,4826,5077,4962,97.50420168067227,103658.796000001,42771.32000000002,103658.796000001,50920.05000000353,0.0,0.0,15.222194105272706,46.3065,23.6984,17.8386,51.9931,138.1153,3.0692,1.0926,1.0926,1.5784,0.3946,135.4443,3.3861,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,50,23184.1588,1.5668,2621.5566,0.1772,25805.7154,1.744,1200.6878,2.7288,280.189,0.6368,1480.8768,3.3656,1.7908,14950,14504,0,440,0,6,0,3004,2888,5220,5040,6726,6576,97.01672240802675,132234.93200000227,57504.31599999997,132234.93200000227,58414.350000008235,0.0,0.0,15.643482685436599,46.3214,23.7506,21.723,50.3535,161.1097,2.9293,1.0774,1.0774,1.9717,0.4929,158.0607,3.1612,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,60,31505.0958,1.8137,3927.435,0.2261,35432.5308,2.0398,6652.2563,8.2843,4126.0929,5.1383,10778.3491,13.4226,2.5427,17900,17058,0,803,0,39,0,4416,4144,5959,5796,7525,7118,95.29608938547486,176894.13999999152,82089.19599999997,176894.13999999152,65595.05000001678,0.0,0.0,15.950006255728642,56.9323,26.8274,22.988,61.5401,186.8803,2.8751,1.1817,1.1817,2.1193,0.5298,183.5793,3.0597,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,70,36023.3399,1.7743,5555.2443,0.2736,41578.5842,2.0479,3361.2074,4.212,2643.0862,3.3121,6004.2936,7.5242,2.255,20850,20010,0,798,0,42,0,3206,3005,6085,5835,11559,11170,95.97122302158273,225957.57199999082,95207.11199999996,225957.57199999082,86744.40000002291,0.0,0.0,18.977254952851386,54.2425,31.8742,33.7274,56.7288,236.9764,3.1597,1.4492,1.4492,3.0886,0.7721,232.4386,3.3206,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,80,41922.0284,1.813,9678.3678,0.4186,51600.3962,2.2316,4294.472,3.9727,3912.1176,3.619,8206.5896,7.5917,2.471,23800,22678,0,1081,0,41,0,5118,4711,6774,6465,11908,11502,95.28571428571429,283294.5919999833,124784.58400000028,283294.5919999833,99879.80000003136,0.0,0.0,16.919488239651468,60.3956,34.4915,36.3248,62.9411,271.923,3.1991,1.5304,1.5304,3.3785,0.8446,267.0141,3.3377,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,90,41664.7822,1.5956,10067.5441,0.3856,51732.3263,1.9812,3343.4272,2.4766,3130.15,2.3186,6473.5772,4.7952,2.1195,26850,25467,0,1350,0,33,0,4180,3729,6627,6298,16043,15440,94.84916201117318,324837.6839999729,145735.88399999982,324837.6839999729,109713.40000003662,0.0,0.0,19.7946882160179,58.061,39.3791,40.7341,59.6905,302.2095,3.1812,1.7524,1.7524,3.771,0.9428,296.6861,3.2965,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,100,49667.8598,1.7494,15151.7355,0.5337,64819.5953,2.2831,9237.7926,4.8391,14364.6023,7.5247,23602.3949,12.3637,2.9182,29800,27850,0,1909,0,41,0,4738,4049,6702,6168,18360,17633,93.45637583892618,372002.3199999662,173763.43199999997,372002.3199999662,118460.400000042,0.0,0.0,20.241083887487875,57.8199,39.7439,43.3365,59.0867,334.931,3.1898,1.8152,1.8152,4.1402,1.035,328.9755,3.2898,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,110,58787.3978,1.8668,15130.3709,0.4805,73917.7687,2.3473,7359.7517,3.942,8399.0853,4.4987,15758.837,8.4407,2.6883,32750,30840,0,1867,0,43,0,3873,3281,6226,5816,22651,21743,94.16793893129771,510911.07599992893,250153.71999999965,510911.07599992893,135264.1000000455,0.0,0.0,23.050087079854446,72.5057,48.0023,41.2055,74.7739,370.4538,3.2213,2.2392,2.2392,3.8779,0.9695,364.3367,3.3122,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,120,67617.2912,1.9672,16733.278,0.4868,84350.5693,2.454,6162.054,3.2364,9026.4521,4.7408,15188.5061,7.9772,2.7439,35700,33729,0,1904,0,67,0,5585,4977,7665,6970,22450,21782,94.47899159663865,534336.3879999444,249670.90400000027,534336.3879999444,147849.65000001987,0.0,0.0,20.532081843872554,77.6323,45.0623,43.9345,79.9567,396.4698,3.1718,2.0469,2.0469,4.0917,1.0229,390.3312,3.2528,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,130,69923.605,1.8855,17221.7718,0.4644,87145.3769,2.3499,8117.181,3.6157,10046.1612,4.4749,18163.3422,8.0906,2.6776,38750,36396,0,2245,0,109,0,5317,4560,8300,7491,25133,24345,93.92516129032258,600237.0199999203,289028.06799999974,600237.0199999203,156523.35000000935,0.0,0.0,20.644240699892,81.3821,49.1386,42.2844,83.8004,415.6272,3.0787,2.252,2.252,3.8687,0.9672,409.5065,3.1501,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,140,78608.8764,1.9799,24987.0684,0.6293,103595.9448,2.6093,10078.6522,3.7748,21561.0516,8.0753,31639.7038,11.8501,3.1916,41700,38932,0,2670,0,98,0,4515,3582,7905,7083,29280,28267,93.3621103117506,726269.8239998808,365614.26000000007,726269.8239998808,166995.24999998056,0.0,0.0,21.476146969261958,77.6756,55.3266,41.6307,79.6581,452.7526,3.1224,2.7164,2.7164,4.0289,1.0072,446.0072,3.1858,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,150,83645.4332,2.0006,28509.4148,0.6819,112154.848,2.6824,11292.7321,3.1299,41737.0697,11.5679,53029.8019,14.6978,3.6369,44650,40964,0,3608,0,78,0,5134,3577,8881,7719,30635,29668,91.74468085106383,757250.2439998784,387998.45199999906,757250.2439998784,180933.24999996548,0.0,0.0,21.89302119191335,80.4767,58.6974,48.6281,82.1342,491.3684,3.1701,2.7703,2.7703,4.5683,1.1421,484.0297,3.2269,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,160,87493.2245,1.9895,29548.4069,0.6719,117041.6314,2.6614,13659.8348,3.0975,74673.2136,16.9327,88333.0484,20.0302,4.2443,47600,43101,0,4410,0,89,0,5450,3351,9062,7760,33088,31990,90.5483193277311,853399.9839998753,473620.79199999897,853399.9839998753,190146.69999993313,0.0,0.0,21.049030535598977,83.9087,65.0067,45.2614,85.7159,523.6914,3.1739,3.1857,3.1857,4.3624,1.0906,516.1433,3.2259,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,170,98771.4789,2.0615,29893.7782,0.6239,128665.2571,2.6854,11928.7008,3.3745,31266.6503,8.8449,43195.3511,12.2193,3.3405,50650,47023,0,3535,0,92,0,5132,3836,9035,7828,36483,35359,92.8390918065153,960168.9039998606,499123.1519999993,960168.9039998606,202111.9999999118,0.0,0.0,21.496141120625285,84.974,65.5756,46.1187,86.6879,537.2398,3.0699,3.0764,3.0764,4.237,1.0592,529.9264,3.1172,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,180,104461.0173,2.0885,31227.2681,0.6243,135688.2855,2.7128,18188.0908,3.8922,35549.6384,7.6075,53737.7292,11.4996,3.4636,53600,48806,0,4673,0,121,0,6166,4859,10260,8345,37174,35602,91.05597014925372,934361.6839998614,458193.86000000144,934361.6839998614,214477.2999999098,0.0,0.0,20.32629448392114,85.1227,56.7717,52.7515,86.5842,572.2215,3.0931,5.1398,5.1398,7.5186,1.8797,559.5631,3.1087,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,190,109267.5347,2.1023,35874.1149,0.6902,145141.6496,2.7926,22362.4225,3.951,63636.9585,11.2433,85999.381,15.1942,4.0105,56550,50782,0,5660,0,108,0,6545,4439,10186,8485,39819,37858,89.8001768346596,1003615.9679998764,520852.49200000026,1003615.9679998764,221655.6999998936,0.0,0.0,20.751173307194225,88.6338,61.6564,50.5822,90.2056,596.7516,3.0603,2.9225,2.9225,4.8324,1.2081,588.9966,3.1,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,200,107524.6018,1.9888,38698.0819,0.7158,146222.6837,2.7046,35393.8275,5.2803,82817.5907,12.3553,118211.4182,17.6356,4.3515,59500,52659,0,6703,0,138,0,6955,4555,9475,7743,43070,40361,88.50252100840336,1092291.6719998522,581362.5760000017,1092291.6719998522,229688.3499999067,0.0,0.0,21.681348757773915,87.5469,69.408,51.0749,88.9138,630.7136,3.0767,3.2895,3.2895,4.8551,1.2138,622.569,3.1128,0,0,0,-1.0,[],[]
