Orchestration architecture,Orchestration algorithm,Edge devices count,Tasks execution delay (s),Average execution delay (s),Tasks waiting time (s),Average waiting time (s),Tasks total time (s),Average total time (s),Tasks wasted execution delay (s),Average wasted execution delay (s),Tasks wasted waiting time (s),Average wasted waiting time (s),Tasks wasted total time (s),Average wasted total time (s),Average real total time (s),Generated tasks,Tasks successfully executed,Task not executed (No resources available or long waiting time),Tasks failed (delay),Tasks failed (device dead),Tasks failed (mobility),Tasks not generated due to the death of devices,Total tasks executed (Cloud),Tasks successfully executed (Cloud),Total tasks executed (Edge),Tasks successfully executed (Edge),Total tasks executed (Mist),Tasks successfully executed (Mist),Tasks success rate,Network usage (s),Wan usage (s),Lan usage (s), Total network traffic (MBytes), Containers wan usage (s), Containers lan usage (s),Average bandwidth per task (Mbps),Average VM CPU usage (%),Average VM CPU usage (Cloud) (%),Average VM CPU usage (Edge) (%),Average VM CPU usage (Mist) (%),Energy consumption (W),Average energy consumption (W/Data center),Cloud energy consumption (W),Average Cloud energy consumption (W/Data center),Edge energy consumption (W),Average Edge energy consumption (W/Data center),Mist energy consumption (W),Average Mist energy consumption (W/Device),Dead devices count,Average remaining power (Wh),Average remaining power (%), First edge device death time (s),List of remaining power (%) (only battery powered devices / 0 = dead),List of the time when each device died (s)
ALL,RL_MULTILAYER_EMPTY,170,96215.7623,2.0438,30084.8762,0.6391,126300.6385,2.6829,18042.2042,3.9308,39977.2182,8.7096,58019.4224,12.6404,3.5675,50650,45948,0,4590,0,112,0,5822,3968,8879,7715,35949,34265,90.71668311944718,894348.9319998708,458259.65599999955,894348.9319998708,197503.89999993608,0.0,0.0,21.386191652429826,82.9759,61.4648,46.544,84.6155,532.6604,3.0438,2.8771,2.8771,4.3623,1.0906,525.421,3.0907,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,180,103510.4915,2.0903,32823.8318,0.6628,136334.3233,2.7531,19575.7951,3.8795,59729.9264,11.8371,79305.7215,15.7166,3.9519,53600,48449,0,5046,0,105,0,6090,3912,9131,7755,38379,36782,90.38992537313433,976487.2039998536,518239.79599999945,976487.2039998536,208339.74999991214,0.0,0.0,20.8049126558892,82.4279,61.6817,43.4138,84.0649,566.6448,3.0629,3.1228,3.1228,4.372,1.093,559.15,3.1064,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,190,110231.3638,2.1054,33094.7777,0.6321,143326.1415,2.7375,20516.696,3.99,55781.5021,10.8482,76298.1981,14.8382,3.8197,56550,51294,0,5142,0,114,0,6059,3946,9481,8071,41010,39277,90.70557029177719,1007519.9839998682,527244.3200000006,1007519.9839998682,222106.59999989314,0.0,0.0,20.83513776895129,87.2861,62.4874,45.8141,88.9588,595.3837,3.0532,3.0235,3.0235,4.4103,1.1026,587.9498,3.0945,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER_EMPTY,200,114052.6082,2.2087,38924.0802,0.7538,152976.6883,2.9625,29783.8793,3.2972,149573.039,16.5585,179356.9183,19.8557,5.4776,59500,50321,0,9033,0,146,0,8189,3353,10075,8046,41236,38922,84.57310924369747,1072423.5079998637,608141.2759999993,1072423.5079998637,225026.7499998869,0.0,0.0,20.860555218982086,84.9427,64.7347,46.5094,86.3922,627.151,3.0593,3.2901,3.2901,4.8066,1.2016,619.0543,3.0953,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,10,2868.4411,0.9533,191.13,0.0635,3059.5711,1.0168,533.203,5.7957,1133.991,12.326,1667.194,18.1217,1.5243,3050,2956,0,92,0,2,0,952,943,602,583,1496,1430,96.91803278688525,4290.827999999952,1680.6599999999994,4290.827999999952,7621.250000000305,0.0,0.0,24.26230503481211,22.8402,4.0517,2.6748,39.4151,21.3421,1.4228,0.1644,0.1644,0.2373,0.0593,20.9404,2.094,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,20,8073.9681,1.3556,699.3905,0.1174,8773.3585,1.473,572.4742,5.0661,112.1002,0.992,684.5744,6.0582,1.5584,6000,5886,0,113,0,1,0,2005,1960,1104,1091,2891,2835,98.1,34073.87600000048,17750.531999999992,34073.87600000048,21540.649999998037,0.0,0.0,17.91625735107185,34.564,15.2288,5.6081,45.8272,59.7144,2.3886,0.679,0.679,0.5128,0.1282,58.5226,2.9261,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,30,13295.2481,1.5021,458.211,0.0518,13753.4591,1.5539,872.0185,4.0749,13.5201,0.0632,885.5386,4.138,1.6149,8950,8731,0,214,0,5,0,1385,1355,3592,3492,3973,3884,97.55307262569832,55547.636000001,20173.74400000001,55547.636000001,37195.29999999868,0.0,0.0,15.509265729336601,36.4136,15.4505,15.3658,42.2555,101.6982,2.9057,0.7076,0.7076,1.3688,0.3422,99.6218,3.3207,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,40,18417.3113,1.5615,1672.6218,0.1418,20089.9331,1.7033,973.3365,3.2553,362.7018,1.213,1336.0383,4.4684,1.7716,11900,11592,0,299,0,9,0,2511,2451,5063,4916,4326,4225,97.41176470588235,109332.26000000125,45614.704000000136,109332.26000000125,50196.15000000507,0.0,0.0,12.94314672028956,39.0343,21.7919,19.4051,43.0243,137.7344,3.0608,1.0007,1.0007,1.7496,0.4374,134.9842,3.3746,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,50,23146.0286,1.5688,2986.9881,0.2025,26133.0167,1.7712,1851.4488,3.5468,918.5064,1.7596,2769.9552,5.3064,1.8921,14950,14423,0,522,0,5,0,3532,3391,5044,4848,6374,6184,96.47491638795987,133706.3200000002,59694.568000000014,133706.3200000002,58736.75000000725,0.0,0.0,13.950109487299967,47.0974,24.1741,22.3059,51.1671,161.3633,2.9339,1.0985,1.0985,2.0576,0.5144,158.2071,3.1641,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,60,28895.1709,1.6516,2936.8308,0.1679,31832.0018,1.8195,4595.4869,7.2484,1407.1886,2.2195,6002.6755,9.4679,2.087,17900,17235,0,634,0,31,0,3362,3138,4802,4674,9736,9423,96.28491620111731,176373.44399999556,80706.70400000006,176373.44399999556,71636.40000001698,0.0,0.0,19.66076079408832,60.8098,29.0847,24.1461,65.7648,198.0246,3.0465,1.3338,1.3338,2.2741,0.5685,194.4167,3.2403,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,70,34082.3221,1.6728,4929.1642,0.2419,39011.4863,1.9147,4591.5558,5.3328,2158.3428,2.5068,6749.8985,7.8396,2.1549,20850,19949,0,861,0,40,0,3203,2959,6801,6627,10846,10363,95.67865707434052,249402.97999999195,110164.31999999996,249402.97999999195,84250.60000002687,0.0,0.0,18.690418287649816,60.5948,33.0986,30.5294,64.1129,233.8252,3.1177,1.4972,1.4972,2.7554,0.6888,229.5726,3.2796,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,80,41384.865,1.7886,8758.3593,0.3785,50143.2242,2.1671,5577.4476,5.0843,7210.6906,6.5731,12788.1382,11.6574,2.5967,23800,22660,0,1097,0,43,0,4849,4547,7464,7116,11487,10997,95.21008403361344,285765.28799998766,123032.66400000006,285765.28799998766,98852.6500000323,0.0,0.0,16.513236603781667,60.4039,33.4516,36.5269,62.9552,268.7179,3.1614,1.4716,1.4716,3.3109,0.8277,263.9354,3.2992,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,90,46124.0027,1.7636,12088.8699,0.4622,58212.8726,2.2259,4322.497,3.6021,3510.4655,2.9254,7832.9625,6.5275,2.4146,26850,25616,0,1200,0,34,0,3954,3589,8691,8331,14205,13696,95.40409683426444,371080.25999996625,161692.38400000005,371080.25999996625,107078.10000004116,0.0,0.0,17.5390318862485,57.6094,40.0809,39.0365,59.3097,294.7531,3.1027,1.8119,1.8119,3.5442,0.886,289.397,3.2155,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,100,54677.1248,1.8954,10985.4962,0.3808,65662.621,2.2762,5795.8294,4.0026,5587.0508,3.8585,11382.8802,7.8611,2.5432,29800,28325,0,1448,0,27,0,3891,3441,5825,5476,20084,19408,95.0503355704698,388530.4919999547,178977.92400000044,388530.4919999547,119563.55000004706,0.0,0.0,22.376264532216233,65.4668,41.7756,41.506,67.459,334.2754,3.1836,1.8908,1.8908,3.8637,0.9659,328.5208,3.2852,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,110,59379.9834,1.8766,13614.5545,0.4303,72994.5379,2.3068,5788.7884,3.4978,5163.9458,3.1202,10952.7343,6.618,2.5211,32750,31058,0,1655,0,37,0,3736,3283,6516,6018,22498,21757,94.83358778625954,487812.4119999413,227854.3520000003,487812.4119999413,136442.65000004144,0.0,0.0,22.308018494872023,74.0963,45.3763,42.4845,76.4473,371.8632,3.2336,2.1161,2.1161,3.9948,0.9987,365.7523,3.325,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,120,66297.5234,1.9435,18062.2276,0.5295,84359.7511,2.473,8100.4307,3.6374,9515.1925,4.2727,17615.6232,7.91,2.8062,35700,33405,0,2227,0,68,0,5138,4405,7685,6949,22877,22051,93.57142857142857,553834.323999953,262344.58400000026,553834.323999953,148785.0000000168,0.0,0.0,20.340682916108893,75.1653,49.2641,42.7009,77.3286,396.5589,3.1725,2.2557,2.2557,3.9638,0.991,390.3394,3.2528,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,130,70416.663,1.914,20918.4478,0.5686,91335.1108,2.4826,8394.9505,3.2177,16631.324,6.3746,25026.2746,9.5923,2.9534,38750,36040,0,2609,0,101,0,5826,4611,7831,7098,25093,24331,93.00645161290322,662747.5839999119,332413.92399999953,662747.5839999119,153876.65000000942,0.0,0.0,19.900795082824065,77.4062,54.3025,42.8037,79.4769,420.1179,3.112,2.5306,2.5306,4.0189,1.0047,413.5683,3.1813,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,140,77215.4826,1.9348,19878.6694,0.4981,97094.1521,2.4329,10673.8754,4.3302,17364.4288,7.0444,28038.3042,11.3746,2.9531,41700,39186,0,2465,0,49,0,4529,3745,7406,6709,29765,28732,93.97122302158273,699895.0119998998,341032.8800000004,699895.0119998998,168978.94999998322,0.0,0.0,21.375452401865367,82.932,55.7244,41.5523,85.2264,452.3627,3.1197,2.6062,2.6062,3.8553,0.9638,445.9011,3.185,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,150,80610.7869,1.9124,25354.2687,0.6015,105965.0556,2.5139,12505.5256,3.8243,27571.8522,8.4318,40077.3777,12.2561,3.2153,44650,41295,0,3270,0,85,0,4717,3637,8664,7587,31269,30071,92.48600223964166,790789.8519998778,387528.30399999977,790789.8519998778,183483.64999995907,0.0,0.0,21.163076678208075,81.6276,57.219,48.5173,83.3704,493.3798,3.1831,2.7164,2.7164,4.5554,1.1388,486.108,3.2407,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,160,92012.7949,2.0536,28050.5746,0.626,120063.3695,2.6796,12795.525,3.4332,32940.0253,8.8382,45735.5503,12.2714,3.4162,47600,43773,0,3727,0,100,0,5549,4086,9489,8334,32562,31353,91.96008403361344,864039.7239999035,431642.28400000033,864039.7239999035,194033.6499999344,0.0,0.0,19.732590043442755,85.0834,57.3727,43.3312,87.1117,514.5062,3.1182,2.787,2.787,4.1362,1.0341,507.583,3.1724,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,170,91510.1836,1.9533,34507.2251,0.7366,126017.4087,2.6899,15383.1928,3.1975,39219.3501,8.152,54602.5429,11.3495,3.4964,50650,45741,0,4811,0,98,0,5848,4120,10622,8815,34180,32806,90.30799605133268,931676.1759998782,470519.4239999996,931676.1759998782,204039.99999993003,0.0,0.0,20.805652863057343,81.6824,62.9498,51.5799,83.0466,542.279,3.0987,3.0019,3.0019,4.8543,1.2136,534.4228,3.1437,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,180,104702.4065,2.1065,32700.7124,0.6579,137403.1189,2.7644,20367.3205,4.1625,44251.4413,9.0438,64618.7618,13.2064,3.7002,53600,48590,0,4893,0,117,0,5698,4248,10386,8467,37516,35875,90.65298507462687,962217.5999998825,483369.3159999997,962217.5999998825,209909.09999991194,0.0,0.0,20.2185557522752,86.8282,58.8176,50.8249,88.421,566.6738,3.0631,2.8051,2.8051,4.7965,1.1991,559.0722,3.106,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,190,108042.415,2.0938,37209.0174,0.7211,145251.4324,2.8149,22951.2114,3.7873,66679.5763,11.0032,89630.7877,14.7906,4.0735,56550,50367,0,6060,0,123,0,6883,4315,9768,7982,39899,38070,89.06631299734748,1058131.8159998397,566001.4479999975,1058131.8159998397,216993.7999998984,0.0,0.0,20.779349236709884,87.6328,65.7223,49.4713,89.164,597.7831,3.0656,3.1381,3.1381,4.7662,1.1915,589.8788,3.1046,0,0,0,-1.0,[],[]
ALL,RL_MULTILAYER,200,112331.256,2.0592,37115.9659,0.6804,149447.2219,2.7395,33133.2181,5.3805,63767.6612,10.3553,96900.8793,15.7358,4.0578,59500,53235,0,6158,0,107,0,6641,4413,9513,7986,43346,40836,89.47058823529412,1135906.7479998788,587434.1680000009,1135906.7479998788,235256.64999987555,0.0,0.0,20.516451553212697,88.72,68.5917,50.635,90.1572,640.045,3.1222,9.0231,9.0231,10.0442,2.5111,620.9777,3.1049,0,0,0,-1.0,[],[]
